Symbol,Date,Open,High,Low,Close,Volume,NINE SMA,NINE spanTwelveEMA,NINE spanTwntySixEMA,NINE_x,NINE_y
NINE,2020-12-28,2.9,2.94,2.8538,2.92,47661,2.92,2.7407525098097096,2.5355373788802837,0.2052151309294268,0.19259948329359516
NINE,2020-12-28,2.9,2.94,2.8538,2.92,47661,2.92,2.708162057047839,2.5047803691907062,0.20338168785713284,0.18944557138463747
NINE,2020-12-24,2.91,2.91,2.74,2.7762,25853,2.7762,2.669646067420173,2.4715627987259627,0.19808326869421045,0.1859615422665136
NINE,2020-12-23,2.94,3.12,2.94,3.0492,83876,3.0491999999999995,2.650272625132932,2.44719182262404,0.20308080250889216,0.18293111065958936
NINE,2020-12-22,2.75,2.84,2.73,2.8202,23123,2.820199999999999,2.5777403751571013,2.3990311684339627,0.1787092067231386,0.17789368769726377
NINE,2020-12-21,2.59,2.695,2.5,2.66,64904,2.66,2.5336568070038465,2.36533766190868,0.16831914509516732,0.17768980794079503
NINE,2020-12-18,2.75,2.79,2.68,2.7539999999999996,42487,2.7539999999999987,2.5106853173681833,2.3417646748613743,0.1689206425068086,0.18003247365220218
NINE,2020-12-17,2.52,2.55,2.47,2.55,14213,2.549999999999999,2.466446284162398,2.308785848850284,0.15766043531211382,0.18281043143855047
NINE,2020-12-16,2.41,2.4219,2.3702,2.4,11704,2.3999999999999995,2.4512546994646525,2.289488716758308,0.16176598270634512,0.1890979304701596
NINE,2020-12-15,2.58,2.58,2.4,2.4,32984,2.399999999999999,2.460573735730953,2.280647814098972,0.1799259216319813,0.1959309174111133
NINE,2020-12-14,2.51,2.549,2.4591,2.4591,10094,2.459099999999999,2.47158714222749,2.2710996392268896,0.2004875030006006,0.19993216635589625
NINE,2020-12-11,2.62,2.67,2.37,2.51,117349,2.51,2.473857531723398,2.2560596103650408,0.2177979213583572,0.19979333219472015
NINE,2020-12-10,2.43,2.69,2.4112,2.5501,149290,2.5501,2.4672861738549248,2.235744379194244,0.2315417946606808,0.19529218490381087
NINE,2020-12-09,2.85,2.95,2.82,2.95,70509,2.95,2.4522291145558204,2.2105959295297835,0.2416331850260369,0.18622978246459337
NINE,2020-12-08,2.61,2.6793,2.61,2.6581,7916,2.6581,2.3617253172023327,2.151443603892166,0.2102817133101671,0.17237893182423247
NINE,2020-12-07,2.42,2.48,2.34,2.48,50372,2.4799999999999995,2.3078390112391207,2.1109110922035392,0.1969279190355815,0.1629032364527489
NINE,2020-12-04,2.46,2.56,2.4392,2.5479,60537,2.547899999999999,2.276537013282597,2.0813839795798224,0.19515303370277515,0.15439706580704074
NINE,2020-12-03,2.42,2.42,2.33,2.37,13869,2.37,2.2271982884248884,2.044062697946208,0.18313559047867975,0.14420807383310724
NINE,2020-12-02,2.16,2.2694,2.147,2.2694,18843,2.2694,2.201234340865777,2.0179877137819053,0.183246627083872,0.13447619467171398
NINE,2020-12-01,2.2,2.3,2.2,2.3,56356,2.3,2.1888405846595544,1.9978747308844569,0.19096585377509734,0.1222835865686746
NINE,2020-11-30,2.57,2.58,2.3,2.3,82977,2.3,2.1686297818703832,1.9737047093552136,0.19492507251516897,0.10511301976706884
NINE,2020-11-27,2.68,2.75,2.55,2.7268,51263,2.7268,2.1447442876649983,1.947601086103631,0.1971432015613668,0.08266000658004363
NINE,2020-11-27,2.68,2.75,2.55,2.7268,51263,2.7268,2.038915976331361,1.8852651729919216,0.15365080333943926,0.05403920783471272
NINE,2020-11-25,2.6,2.6084,2.21,2.32,163525,2.3199999999999994,1.9138461538461535,1.817942386831276,0.09590376701487813,0.02913630895853108
NINE,2020-11-24,2.52,2.64,2.3948,2.5,154964,2.5,1.84,1.7777777777777777,0.06222222222222217,0.01244444444444448
NINE,2020-11-23,1.68,1.73,1.6469,1.72,35353,1.7199999999999998,1.72,1.72,0.0,0.0
