Symbol,Date,Open,High,Low,Close,Volume,ZKIN SMA,ZKIN spanTwelveEMA,ZKIN spanTwntySixEMA,ZKIN_x,ZKIN_y
ZKIN,2020-12-28,2.4727,2.54,2.31,2.37,331087,2.37,2.261570159473495,2.129520576610112,0.1320495828633832,0.12981220810570912
ZKIN,2020-12-28,2.4727,2.54,2.31,2.37,331087,2.37,2.2418556430141305,2.110282222738921,0.13157342027520968,0.1292528644162906
ZKIN,2020-12-24,2.33,2.34,2.26,2.2972,50775,2.2972,2.2185566690167002,2.0895048005580343,0.12905186845866545,0.12867272545156083
ZKIN,2020-12-23,2.31,2.33,2.28,2.3,16973,2.3,2.2042578815651908,2.0728891846026767,0.13136869696251366,0.12857793969978454
ZKIN,2020-12-22,2.23,2.34,2.19,2.33,110634,2.33,2.1868502236679532,2.0547203193708907,0.13212990429706162,0.12788025038410214
ZKIN,2020-12-21,2.24,2.2694,2.17,2.21,75640,2.21,2.1608229916075805,2.0326979449205624,0.12812504668701807,0.12681783690586204
ZKIN,2020-12-18,2.27,2.29,2.2,2.27,177039,2.2700000000000005,2.1518817173544136,2.0185137805142075,0.1333679368402061,0.12649103446057303
ZKIN,2020-12-17,2.23,2.32,2.1999,2.23,36449,2.23,2.130405665964307,1.9983948829553444,0.13201078300896252,0.12477180886566476
ZKIN,2020-12-16,2.23,2.25,2.1601,2.18,30051,2.18,2.1122976052305438,1.979866473591772,0.13243113163877207,0.12296206532984032
ZKIN,2020-12-15,2.3,2.3,2.2,2.2,24836,2.2000000000000006,2.099988078908825,1.963855791479114,0.13613228742971106,0.12059479875260744
ZKIN,2020-12-14,2.35,2.4,2.29,2.33,74824,2.330000000000001,2.0818040932558843,1.944964254797443,0.13683983845844128,0.11671042658333153
ZKIN,2020-12-11,2.06,2.19,2.06,2.14,91946,2.140000000000001,2.036677564756954,1.9141613951812384,0.12251616957571575,0.11167807361455408
ZKIN,2020-12-10,2.55,2.59,2.16,2.28,1552418,2.28,2.0178916674400367,1.8960943067957372,0.12179736064429925,0.10896854962426364
ZKIN,2020-12-09,2.03,2.03,1.99,1.99,21108,1.99,1.9702356069745883,1.8653818513393965,0.10485375563519206,0.10576134686925467
ZKIN,2020-12-08,1.96,2.0215,1.95,2.0185,15930,2.0184999999999995,1.9666420809699685,1.855412399446548,0.11122968152342017,0.10598824467777036
ZKIN,2020-12-07,2.0,2.1,2.0,2.0,38403,2.0,1.9572133684190531,1.842365391402272,0.1148479770167814,0.1046778854663578
ZKIN,2020-12-04,2.02,2.07,1.9601,2.0365,22075,2.0365,1.9494339808588808,1.8297546227144537,0.11967935814442755,0.10213536257875194
ZKIN,2020-12-03,1.9807,1.9935,1.92,1.965,31689,1.965,1.9336037955604959,1.81321499253161,0.12038880302888601,0.09774936368733315
ZKIN,2020-12-02,1.83,1.99,1.83,1.89,57789,1.89,1.9278953947533133,1.8010721919341388,0.1268232028191747,0.09208950385194495
ZKIN,2020-12-01,2.18,2.2,2.04,2.08,250566,2.08,1.934785466526643,1.7939579672888701,0.14082749923777316,0.08340607911013756
ZKIN,2020-11-30,2.25,2.28,2.02,2.14,121535,2.140000000000001,1.9083828240769416,1.7710746046719796,0.13730821940496218,0.06905072407822871
ZKIN,2020-11-27,2.0,2.28,1.96,2.18,368084,2.18,1.866270610272749,1.741560573045738,0.12471003722701154,0.051986350246545396
ZKIN,2020-11-27,2.0,2.28,1.96,2.18,368084,2.18,1.8092289030496127,1.706485418889397,0.10274348416021616,0.03380542850142895
ZKIN,2020-11-25,2.63,3.05,2.32,2.4,10513202,2.4,1.741815976331361,1.6686042524005489,0.07321172393081232,0.01657091458673226
ZKIN,2020-11-24,1.76,1.7799,1.725,1.75,10532,1.7500000000000004,1.622146153846154,1.6100925925925924,0.012053561253561496,0.002410712250712299
ZKIN,2020-11-23,1.67,1.75,1.58,1.5989,35860,1.5989000000000004,1.5989,1.5989,0.0,0.0
