Symbol,Date,Open,High,Low,Close,Volume,ASC SMA,ASC spanTwelveEMA,ASC spanTwntySixEMA,ASC_x,ASC_y
ASC,2020-12-28,3.23,3.29,3.21,3.29,29012,3.29,3.2541137469387973,3.2741822072624496,-0.020068460323652282,-0.0022792216175603576
ASC,2020-12-28,3.23,3.29,3.21,3.29,29012,3.29,3.247588973654942,3.2729167838434456,-0.02532781018850372,0.0021680880589626233
ASC,2020-12-24,3.24,3.25,3.15,3.15,4179,3.1499999999999995,3.2398778779558413,3.2715501265509213,-0.031672248595080436,0.00904206262082921
ASC,2020-12-23,3.02,3.12,3.01,3.1199,24684,3.1199,3.2562193103114483,3.2812741366749947,-0.02505482636354639,0.01922064042480651
ASC,2020-12-22,3.08,3.1,3.06,3.07,9982,3.07,3.2810046394589847,3.2941840676089935,-0.013179428150009276,0.030289507121894734
ASC,2020-12-21,3.16,3.2,3.07,3.0955,73038,3.0955,3.3193691193606183,3.3121187930177136,0.007250326342904678,0.04115674093987062
ASC,2020-12-18,3.3,3.31,3.2559,3.275,80817,3.275,3.360072595608003,3.3294482964591308,0.030624299148872325,0.0496333445891121
ASC,2020-12-17,3.28,3.34,3.27,3.295,3233,3.2950000000000004,3.375540340264004,3.333804160175861,0.0417361800881424,0.054385605949172036
ASC,2020-12-16,3.44,3.46,3.36,3.39,10101,3.390000000000001,3.3901840384938224,3.3369084929899304,0.05327554550389202,0.05754796241442922
ASC,2020-12-15,3.34,3.4,3.33,3.375,18895,3.3750000000000004,3.3902175000381534,3.3326611724291246,0.057556327609028735,0.05861606664206352
ASC,2020-12-14,3.55,3.55,3.45,3.45,12745,3.450000000000001,3.3929843182269086,3.3292740662234546,0.06371025200345404,0.05888100140032222
ASC,2020-12-11,3.56,3.56,3.45,3.5,15974,3.5000000000000013,3.3826178306318013,3.319615991521331,0.0630018391104703,0.05767368874953926
ASC,2020-12-10,3.36,3.44,3.33,3.43,16591,3.430000000000001,3.3612756180194014,3.3051852708430376,0.056090347176363416,0.05634165115930649
ASC,2020-12-09,3.36,3.38,3.33,3.36,15569,3.3600000000000008,3.3487802758411105,3.2952000925104805,0.05358018333062997,0.05640447715504215
ASC,2020-12-08,3.28,3.39,3.28,3.39,18691,3.390000000000001,3.34674032599404,3.2900160999113197,0.0567242260827201,0.05711055061114519
ASC,2020-12-07,3.38,3.3956,3.29,3.35,20836,3.350000000000001,3.338874930720228,3.2820173879042245,0.05685754281600364,0.05720713174325147
ASC,2020-12-04,3.27,3.41,3.27,3.4,35699,3.400000000000001,3.336852190851179,3.2765787789365626,0.060273411914616215,0.057294528975063416
ASC,2020-12-03,3.28,3.31,3.26,3.31,9031,3.3100000000000014,3.3253707710059386,3.2667050812514877,0.0586656897544513,0.056549808240175206
ASC,2020-12-02,3.24,3.25,3.23,3.23,6791,3.2300000000000013,3.3281654566433816,3.2632414877516065,0.06492396889177597,0.05602083786160629
ASC,2020-12-01,3.39,3.4,3.375,3.39,8684,3.390000000000001,3.3460137214876333,3.2659008067717346,0.08011291471589876,0.053795055104064085
ASC,2020-11-30,3.46,3.52,3.4,3.4,21921,3.400000000000001,3.3380162163035663,3.255972871313473,0.08204334499009303,0.04721559020110542
ASC,2020-11-27,3.47,3.54,3.47,3.5,11212,3.5000000000000004,3.3267464374496694,3.244450701018551,0.08229573643111854,0.038508651503858404
ASC,2020-11-27,3.47,3.54,3.47,3.5,11212,3.5,3.295245789713245,3.2240067571000357,0.07123903261321017,0.027561880272043364
ASC,2020-11-25,3.46,3.54,3.4,3.52,108468,3.52,3.25801775147929,3.201927297668038,0.05609045381125189,0.01664259218675188
ASC,2020-11-24,3.45,3.57,3.45,3.57,56912,3.57,3.210384615384616,3.1764814814814817,0.03390313390313393,0.006780626780626875
ASC,2020-11-23,3.1,3.155,3.09,3.145,22623,3.145,3.145,3.145,0.0,0.0
