Symbol,Date,Open,High,Low,Close,Volume,EPWCF SMA,EPWCF spanTwelveEMA,EPWCF spanTwntySixEMA,EPWCF_x,EPWCF_y
EPWCF,2020-12-28,0.2176,0.253,0.2176,0.23,187232,0.23,0.21670767887247727,0.1811378807938675,0.03556979807860977,0.037115262497352246
EPWCF,2020-12-28,0.2176,0.253,0.2176,0.23,187232,0.23,0.21429089321292769,0.1772289112573769,0.03706198195555077,0.03750162860203786
EPWCF,2020-12-24,0.2435,0.2435,0.22662,0.22662,18988,0.22662,0.21143469197891449,0.17300722415796702,0.03842746782094747,0.03761154026365963
EPWCF,2020-12-23,0.25,0.25,0.2242,0.2242,57727,0.2242,0.20867372688417168,0.16871820209060434,0.03995552479356732,0.037407558374337666
EPWCF,2020-12-22,0.2,0.228,0.2,0.228,123524,0.2280000000000001,0.20585076813583925,0.16427965825785273,0.04157110987798651,0.03677056676953025
EPWCF,2020-12-21,0.2315,0.2315,0.2078,0.21761,121823,0.21761000000000005,0.2018236350696282,0.15918203091848093,0.04264160415114726,0.035570430992416184
EPWCF,2020-12-18,0.29375,0.29375,0.225,0.23874,145612,0.2387400000000001,0.19895338690046968,0.1545077933919594,0.04444559350851027,0.03380263770273342
EPWCF,2020-12-18,0.29375,0.29375,0.225,0.23874,145612,0.23874,0.19171945724600964,0.14776921686331615,0.04395024038269349,0.0311418987512892
EPWCF,2020-12-16,0.24,0.25,0.2068,0.2182,172412,0.2182,0.18317026765437505,0.14049155421238144,0.042678713441993615,0.02793981334343812
EPWCF,2020-12-15,0.2681,0.282,0.25,0.2656,283815,0.2656,0.176801225409716,0.13427487854937195,0.04252634686034404,0.024255088318799238
EPWCF,2020-12-14,0.22,0.24,0.22,0.23835,200900,0.23835,0.160655993666028,0.1237688688333217,0.03688712483270632,0.019687273683413036
EPWCF,2020-12-11,0.2,0.223,0.19,0.22,243025,0.22000000000000008,0.1465298106962149,0.11460237833998743,0.031927432356227484,0.015387310896089714
EPWCF,2020-12-10,0.1685,0.17,0.132,0.1615,638807,0.16150000000000006,0.13317159445916307,0.10617056860718642,0.027001025851976654,0.011252280531055276
EPWCF,2020-12-09,0.23,0.23199999999999998,0.209,0.21368800000000002,165902,0.21368800000000007,0.12802097526992,0.10174421409576133,0.026276761174158683,0.007315094200824929
EPWCF,2020-12-08,0.318,0.318,0.25,0.29,1652787,0.29000000000000004,0.11244515259172363,0.09278871122342223,0.0196564413683014,0.002574677457491489
EPWCF,2020-12-07,0.12,0.1506,0.12,0.14,1102222,0.14000000000000007,0.08016245306294613,0.07701180812129603,0.003150644941650099,-0.0016957635202109887
EPWCF,2020-12-04,0.0745,0.0797,0.068,0.0797,239353,0.07970000000000005,0.06928289907439085,0.07197275277099971,-0.0026898536966088603,-0.002907365635676261
EPWCF,2020-12-03,0.075,0.075,0.0612,0.0612,111270,0.06120000000000006,0.06738888072428009,0.07135457299267968,-0.003965692268399587,-0.0029617436204431116
EPWCF,2020-12-02,0.069,0.071,0.069,0.071,140653,0.07100000000000004,0.06851413176505829,0.07216693883209406,-0.0036528070670357733,-0.0027107564584539926
EPWCF,2020-12-01,0.06548999999999999,0.067,0.061,0.067,30512,0.06700000000000005,0.06806215572234163,0.07226029393866157,-0.004198138216319966,-0.0024752438063085475
EPWCF,2020-11-30,0.07,0.0707,0.06,0.06,353500,0.06000000000000005,0.06825527494458554,0.07268111745375451,-0.00442584250916897,-0.0020445202038056995
EPWCF,2020-11-27,0.0617,0.0617,0.05575,0.05575,157979,0.05575000000000005,0.06975623402541928,0.07369560685005487,-0.003939372824635593,-0.0014491896274648817
EPWCF,2020-11-27,0.0617,0.0617,0.05575,0.05575,157979,0.055750000000000036,0.07230282203004097,0.07513125539805925,-0.002828433368018274,-0.0008266438281722037
EPWCF,2020-11-25,0.06115,0.064,0.06115,0.064,13787,0.06400000000000006,0.07531242603550296,0.07668175582990397,-0.0013693297944010194,-0.0003261964432106862
EPWCF,2020-11-24,0.07,0.077,0.07,0.0739,33600,0.07390000000000005,0.07736923076923077,0.0776962962962963,-0.0003270655270655315,-6.54131054131063e-05
EPWCF,2020-11-23,0.07400000000000001,0.078,0.07,0.078,40000,0.07800000000000004,0.078,0.078,0.0,0.0
