Symbol,Date,Open,High,Low,Close,Volume
GENE,2021-09-16,3.36,3.36,3.36,3.36,623
GENE,2021-09-15,3.36,3.3636,3.36,3.3636,5613
GENE,2021-09-14,3.39,3.39,3.39,3.39,318
GENE,2021-09-13,3.4,3.4,3.38,3.38,2002
GENE,2021-09-10,3.4,3.4,3.4,3.4,5174
GENE,2021-09-09,3.34,3.34,3.34,3.34,645
GENE,2021-09-08,3.34,3.34,3.34,3.34,1150
GENE,2021-09-07,3.46,3.46,3.4,3.4,5146
GENE,2021-09-07,3.46,3.46,3.4,3.4,5146
GENE,2021-09-03,3.56,3.56,3.55,3.55,984
GENE,2021-09-02,3.43,3.4345,3.4165,3.4165,1167
GENE,2021-09-01,3.4,3.4,3.4,3.4,1071
GENE,2021-08-31,3.23,3.23,3.23,3.23,1702
GENE,2021-08-30,3.36,3.36,3.33,3.33,891
GENE,2021-08-27,3.1886,3.28,3.1798,3.213,4829
GENE,2021-08-26,3.37,3.37,3.35,3.35,440
GENE,2021-08-25,3.32,3.32,3.32,3.32,410
GENE,2021-08-24,3.15,3.15,3.15,3.15,114
GENE,2021-08-23,3.1,3.1,3.09,3.09,1769
GENE,2021-08-20,3.01,3.104,3.01,3.05,896
GENE,2021-08-19,3.08,3.09,3.0,3.09,2653
GENE,2021-08-18,3.05,3.05,3.05,3.05,1456
GENE,2021-08-17,3.16,3.18,3.15,3.15,2324
GENE,2021-08-16,3.15,3.15,3.13,3.13,8288
GENE,2021-08-13,3.3,3.32,3.26,3.26,1201
