Symbol,Date,Open,High,Low,Close,Volume,LIZI SMA,LIZI spanTwelveEMA,LIZI spanTwntySixEMA,LIZI_x,LIZI_y
LIZI,2020-09-21,3.35,3.49,3.3,3.3,12853,3.3,3.665714817755462,4.058905104085439,-0.3931902863299772,-0.3899350189517552
LIZI,2020-09-18,3.61,3.7,3.36,3.41,41569,3.41,3.7322084209837283,4.119617512412274,-0.3874090914285464,-0.3891212021071997
LIZI,2020-09-17,3.63,3.8,3.58,3.62,28150,3.62,3.790791770253497,4.176386913405256,-0.3855951431517597,-0.38954922977686307
LIZI,2020-09-16,3.58,3.66,3.58,3.58,12651,3.58,3.821844819390496,4.220897866477677,-0.3990530470871812,-0.390537751433139
LIZI,2020-09-15,3.52,3.58,3.52,3.53,4697,3.53,3.8658166047342224,4.272169695795891,-0.4063530910616686,-0.38840892751962847
LIZI,2020-09-14,3.65,3.65,3.5,3.5,3377,3.5,3.9268741692313536,4.331543271459562,-0.4046691022282083,-0.3839228866341184
LIZI,2020-09-11,3.7,3.79,3.7,3.79,700,3.789999999999999,4.004487654546145,4.398066733176328,-0.3935790786301814,-0.3787363327355958
LIZI,2020-09-10,3.89,3.94,3.86,3.94,470,3.9399999999999986,4.043485409918172,4.446712071830434,-0.4032266619122611,-0.3750256462619491
LIZI,2020-09-09,3.63,3.68,3.63,3.68,1301,3.6799999999999993,4.062300938994203,4.487249037576868,-0.4249480985826653,-0.3679753923493709
LIZI,2020-09-08,3.73,3.7302,3.625,3.625,3175,3.625,4.131810200629514,4.551828960583019,-0.4200187599535053,-0.35373221579104724
LIZI,2020-09-08,3.73,3.7302,3.625,3.625,3175,3.625,4.223957509834879,4.62597527742966,-0.40201776759478136,-0.33716057975043273
LIZI,2020-09-04,4.08,4.08,3.91,3.91,600,3.91,4.3328588752594035,4.706053299624033,-0.3731944243646304,-0.32094628278934556
LIZI,2020-09-03,4.0,4.02,3.9,3.95,2203,3.95,4.409742307124748,4.7697375635939565,-0.3599952564692073,-0.30788424739552456
LIZI,2020-09-02,4.16,4.23,4.04,4.1399,11283,4.1399,4.493331817511066,4.835316568681472,-0.34198475117040594,-0.2948564951271036
LIZI,2020-09-01,4.31,4.35,4.04,4.19,7336,4.19,4.5575921479676245,4.89094989417599,-0.3333577462083657,-0.283074431116278
LIZI,2020-08-31,4.27,4.3799,4.23,4.29,10738,4.29,4.624427083961739,4.947025885710068,-0.322598801748331,-0.27050360234325604
LIZI,2020-08-28,4.22,4.47,4.22,4.335,700,4.335,4.685232008318417,4.999587956566875,-0.3143559482484575,-0.2574798024919877
LIZI,2020-08-27,4.4,4.4,4.4,4.4,1000,4.4,4.748910555285403,5.052754993092225,-0.3038444378068226,-0.24326076605287025
LIZI,2020-08-26,4.53,4.53,4.5,4.5,560,4.499999999999998,4.812348838064565,5.104975392539601,-0.2926265544750368,-0.22811484811438237
LIZI,2020-08-25,4.5,4.5,4.46,4.46,400,4.459999999999997,4.869139535894487,5.153373423942772,-0.2842338880482851,-0.21198692152421894
LIZI,2020-08-24,4.57,4.57,4.54,4.54,2342,4.5399999999999965,4.943528542420755,5.208843297858191,-0.2653147554374371,-0.1939251798932024
LIZI,2020-08-21,4.55,4.62,4.54,4.61,7342,4.609999999999997,5.016897368315439,5.2623507616868475,-0.2454533933714105,-0.17607778600714394
LIZI,2020-08-20,4.79,4.81,4.79,4.8,2826,4.799999999999996,5.0908787080091535,5.314538822621796,-0.22366011461264268,-0.15873388416607775
LIZI,2020-08-19,4.82,4.93,4.82,4.9,3200,4.899999999999996,5.143765745829,5.35570192843154,-0.2119361826025408,-0.1425023265544365
LIZI,2020-08-18,4.95,4.965,4.72,4.96,2174,4.9599999999999955,5.1880867905251815,5.392158082706064,-0.20407129218088205,-0.12514386254241044
LIZI,2020-08-17,4.73,4.73,4.6,4.6,2477,4.599999999999995,5.229557116075214,5.426730729322549,-0.19717361324733496,-0.10541200513279253
LIZI,2020-08-14,4.78,5.0,4.78,4.9295,1568,4.9294999999999956,5.344022046270708,5.4928691876683535,-0.14884714139764466,-0.08247160310415691
LIZI,2020-08-13,5.31,5.31,5.14,5.14,1239,5.139999999999994,5.4193896910472,5.5379387226818215,-0.11854903163462095,-0.06587771853078475
LIZI,2020-08-12,5.13,5.2499,5.1,5.2499,3145,5.249899999999994,5.470187816692146,5.569773820496366,-0.09958600380421956,-0.052709890254825476
LIZI,2020-08-11,5.4,5.4,5.4,5.4,10000,5.399999999999995,5.510240146999808,5.595363726136076,-0.08512357913626545,-0.040990861867476955
LIZI,2020-08-10,5.2,5.2,5.2,5.2,169,5.199999999999994,5.530283810090683,5.61099282422696,-0.08070901413627585,-0.029957682550279384
LIZI,2020-08-07,5.2297,5.3,5.2297,5.3,2366,5.299999999999994,5.590335411925354,5.643872250165117,-0.05353683823976319,-0.017269849653780044
LIZI,2020-08-06,5.42,5.5,5.42,5.5,4900,5.499999999999994,5.643123668639055,5.671382030178328,-0.028258361539272414,-0.008203102507284257
LIZI,2020-08-05,5.5,5.5,5.5,5.5,6050,5.499999999999993,5.669146153846156,5.685092592592592,-0.015946438746437863,-0.0031892877492872176
LIZI,2020-08-04,5.5438,5.6999,5.5,5.6999,7574,5.699899999999992,5.6999,5.6999,0.0,0.0
