Symbol,Date,Open,High,Low,Close,Volume,SBBP SMA,SBBP spanTwelveEMA,SBBP spanTwntySixEMA,SBBP_x,SBBP_y
SBBP,2020-09-21,2.17,2.17,2.11,2.1499,100371,2.1499,2.7079232263856885,3.0933187989330553,-0.3853955725473664,-0.28770462677550235
SBBP,2020-09-18,2.25,2.28,2.23,2.245,160400,2.245,2.8093819948194505,3.1687923028476987,-0.35941030802824914,-0.2632818903325362
SBBP,2020-09-17,2.12,2.22,2.08,2.22,921508,2.22,2.911996902968441,3.2426956870755155,-0.3306987841070739,-0.23924978590860818
SBBP,2020-09-16,2.81,2.8310000000000004,2.7829,2.79,9845,2.79,3.037814521689976,3.324511342041556,-0.2866968203515805,-0.2163875363589916
SBBP,2020-09-15,2.84,2.88,2.805,2.805,25190,2.805,3.082871707451789,3.3672722494048815,-0.2844005419530915,-0.19881021536084448
SBBP,2020-09-14,2.62,2.8,2.62,2.7502,81750,2.750199999999998,3.1333938360793883,3.412254029357272,-0.2788601932778838,-0.1774126337127825
SBBP,2020-09-11,2.7,2.76,2.63,2.63,25660,2.6299999999999986,3.2030654426392764,3.4652183517058526,-0.2621529090665766,-0.15205074382150718
SBBP,2020-09-10,2.84,2.84,2.68,2.72,103786,2.719999999999999,3.3072591594827814,3.532035819842321,-0.2247766603595398,-0.12452520251023995
SBBP,2020-09-09,2.9,2.95,2.83,2.84,110687,2.8399999999999985,3.4140335521160137,3.5969986854297074,-0.1829651333136928,-0.09946233804791497
SBBP,2020-09-08,3.22,3.37,3.07,3.07,230495,3.0699999999999985,3.51840328886438,3.6575585802640833,-0.13915529139970315,-0.07858663923147029
SBBP,2020-09-08,3.22,3.37,3.07,3.07,230495,3.069999999999999,3.599931159566995,3.7045632666852097,-0.10463210711821523,-0.06344447618941206
SBBP,2020-09-04,3.62,3.67,3.48,3.5291,87090,3.5290999999999992,3.6962822794882673,3.7553283280200267,-0.05904604853176033,-0.053147568457211365
SBBP,2020-09-03,3.74,3.76,3.6771,3.73,21327,3.729999999999999,3.7266790575770425,3.773426594261629,-0.04674753668458642,-0.05167294843857435
SBBP,2020-09-02,3.79,3.79,3.69,3.74,22926,3.739999999999999,3.7260752498637784,3.77690072180256,-0.050825471938781515,-0.05290430137707132
SBBP,2020-09-01,3.82,3.8960000000000004,3.8080000000000003,3.85,20891,3.8499999999999988,3.7235434771117375,3.779852779546764,-0.05630930243502653,-0.05342400873664376
SBBP,2020-08-31,3.74,3.79,3.66,3.78,109883,3.779999999999999,3.700551382041144,3.7742410019105046,-0.07368961986936062,-0.05270268531204807
SBBP,2020-08-28,3.6,3.6,3.56,3.58,4553,3.58,3.6861061787758977,3.7737802820633455,-0.08767410328744774,-0.047455951672719925
SBBP,2020-08-27,3.68,3.68,3.6038,3.615,8427,3.615,3.705398211280607,3.7892827046284134,-0.08388449334780645,-0.03740141376903797
SBBP,2020-08-26,3.53,3.622,3.43,3.464,31784,3.4640000000000004,3.7218342496952617,3.8032253209986857,-0.0813910713034236,-0.02578064387434584
SBBP,2020-08-25,3.61,3.61,3.45,3.4501,43319,3.4501000000000004,3.7687132041853095,3.83036334667858,-0.06165014249327073,-0.01187803701707629
SBBP,2020-08-24,3.78,3.82,3.44,3.44,220561,3.4400000000000004,3.826642877673548,3.8607844144128665,-0.034141536739318745,0.0005649893519722076
SBBP,2020-08-21,4.0,4.022,3.8801,3.95,50668,3.9500000000000006,3.896941582705102,3.8944471675658967,0.002494415139206119,0.009241620874794835
SBBP,2020-08-20,3.95,3.95,3.81,3.91,31383,3.910000000000001,3.887294597742393,3.890002940971167,-0.0027083432287740017,0.010928422308692235
SBBP,2020-08-19,3.91,3.9274,3.85,3.88,28876,3.880000000000001,3.8831663427864647,3.8884031762488607,-0.0052368334623955634,0.014337613693058793
SBBP,2020-08-18,3.9,3.9,3.853,3.86,34960,3.86,3.8837420414749135,3.8890754303487696,-0.005333388873856482,0.019231225481922493
SBBP,2020-08-17,3.74,3.7799,3.5301,3.6910000000000003,63582,3.6910000000000003,3.8880587762885335,3.8914014647766715,-0.0033426884881375685,0.02537237907086712
SBBP,2020-08-14,3.8,3.8,3.64,3.6877,60695,3.6877,3.923887644704631,3.907433581958805,0.01645406274582628,0.0325511459606184
SBBP,2020-08-13,4.01,4.04,3.9010000000000002,3.9560000000000004,21138,3.956000000000001,3.966830852832745,3.9250122685155087,0.04181858431723606,0.03657541676431643
SBBP,2020-08-12,3.99,4.05,3.93,3.93,13394,3.9300000000000006,3.9688000988023346,3.9225332499967496,0.04626684880558507,0.035264624876086406
SBBP,2020-08-11,4.11,4.1996,3.96,4.04,38638,4.040000000000001,3.975854662220941,3.9219359099964897,0.053918752224451534,0.032514068893711744
SBBP,2020-08-10,4.06,4.06,3.95,4.0401,35008,4.040100000000002,3.964191873533839,3.9124907827962088,0.051701090737630295,0.027162898061026793
SBBP,2020-08-07,4.0,4.0,3.88,3.96,17937,3.9600000000000017,3.950390395994537,3.9022820454199056,0.04810835057463159,0.021028349891875915
SBBP,2020-08-06,4.24,4.4,4.2101,4.24,60419,4.240000000000003,3.948643195266272,3.897664609053498,0.05097858621277362,0.01425834972118711
SBBP,2020-08-05,4.1,4.19,4.01,4.165,84511,4.165000000000003,3.89566923076923,3.8702777777777784,0.02539145299145229,0.0050782905982903696
SBBP,2020-08-04,3.72,3.97,3.4997,3.8467,679364,3.846700000000003,3.8467,3.8467,0.0,0.0
