Symbol,Date,Open,High,Low,Close,Volume,CBWTF SMA,CBWTF spanTwelveEMA,CBWTF spanTwntySixEMA,CBWTF_x,CBWTF_y
CBWTF,2020-09-21,0.11599999999999999,0.11599999999999999,0.10099999999999999,0.10099999999999999,108479,0.10099999999999999,0.12303465794347715,0.1363668478990755,-0.013332189955598329,-0.012592151070978481
CBWTF,2020-09-18,0.11800000000000001,0.11800000000000001,0.1123,0.1165,200461,0.1165,0.12704095938774573,0.13919619573100153,-0.0121552363432558,-0.012407141349823514
CBWTF,2020-09-17,0.11595,0.1249,0.11595,0.1223,106069,0.1223,0.12895749745824495,0.14101189138948167,-0.012054393931236695,-0.012470117601465443
CBWTF,2020-09-16,0.12,0.128,0.12,0.1261,64973,0.1261,0.13016795154156224,0.14250884270064018,-0.012340891159077938,-0.012574048519022621
CBWTF,2020-09-15,0.11885,0.1244,0.11660999999999999,0.1212,117332,0.1212,0.13090757909457354,0.1438215501166914,-0.01291397102211786,-0.012632337859008792
CBWTF,2020-09-14,0.121,0.132,0.121,0.1285,49881,0.1285,0.13267259347540508,0.1456312741260267,-0.012958680650621612,-0.012561929568231524
CBWTF,2020-09-11,0.1271,0.1271,0.11599999999999999,0.1224,27898,0.1224,0.13343124683456964,0.14700177605610884,-0.0135705292215392,-0.012462741797634002
CBWTF,2020-09-10,0.11755,0.12944,0.11755,0.122,75266,0.122,0.13543692807721866,0.14896991814059754,-0.01353299006337888,-0.012185794941657701
CBWTF,2020-09-09,0.12575,0.13,0.124,0.125,110266,0.125,0.13788000590944025,0.15112751159184534,-0.013247505682405096,-0.011848996161227405
CBWTF,2020-09-08,0.129,0.1369,0.1275,0.1285,188634,0.1285,0.1402218251657021,0.15321771251919294,-0.01299588735349086,-0.011499368780932981
CBWTF,2020-09-08,0.129,0.1369,0.1275,0.1285,188634,0.1285,0.14235306610492068,0.15519512952072842,-0.012842063415807736,-0.011125239137793518
CBWTF,2020-09-04,0.14,0.14,0.1275,0.134,183556,0.134,0.14487180539672445,0.15733073988238672,-0.012458934485662264,-0.010696033068289963
CBWTF,2020-09-03,0.132,0.1499,0.132,0.14,129944,0.14,0.146848497287038,0.15919719907297766,-0.012348701785939664,-0.010255307713946888
CBWTF,2020-09-02,0.133,0.1437,0.133,0.139548,109485,0.139548,0.148093678611954,0.1607329749988159,-0.012639296386861898,-0.009731959195948693
CBWTF,2020-09-01,0.1211,0.1324,0.1211,0.13,203024,0.13,0.149647438359582,0.16242777299872116,-0.012780334639139164,-0.009005124898220392
CBWTF,2020-08-31,0.1277,0.1383,0.1277,0.13125,225105,0.13124999999999998,0.15321969987950598,0.16502199483861885,-0.011802294959112836,-0.008061322462990699
CBWTF,2020-08-28,0.15,0.1585,0.1259,0.1259,1267761,0.12589999999999998,0.1572141907666889,0.16772375442570836,-0.01050956365901945,-0.007126079338960156
CBWTF,2020-08-27,0.161,0.161,0.14800000000000002,0.1549,125135,0.15489999999999998,0.162907679996996,0.17106965477976502,-0.008161974782769033,-0.006280208258945332
CBWTF,2020-08-26,0.15,0.1567,0.14515,0.1515,70032,0.1515,0.1643636218146316,0.17236322716214622,-0.007999605347514621,-0.005809766627989413
CBWTF,2020-08-25,0.15,0.155,0.14825,0.1516,224514,0.15160000000000004,0.1667024621445646,0.17403228533511791,-0.007329823190553309,-0.005262306948108111
CBWTF,2020-08-24,0.1531,0.1639,0.1531,0.1582,344868,0.15820000000000006,0.16944836435266727,0.17582686816192736,-0.006378503809260083,-0.00474542788749681
CBWTF,2020-08-21,0.16,0.16399999999999998,0.16,0.1615,128183,0.1615000000000001,0.1714935215076977,0.17723701761488156,-0.005743496107183861,-0.004337158907055993
CBWTF,2020-08-20,0.15825,0.17300000000000001,0.15825,0.16399999999999998,277819,0.16400000000000006,0.17331052541818814,0.1784959790240721,-0.005185453605883933,-0.003985574607024025
CBWTF,2020-08-19,0.16699999999999998,0.1727,0.1626,0.17157,69113,0.17157000000000006,0.17500334822149513,0.17965565734599787,-0.004652309124502735,-0.003685604857309041
CBWTF,2020-08-18,0.16399999999999998,0.1721,0.16399999999999998,0.172,85692,0.17200000000000004,0.17562759335267605,0.1803025099336777,-0.004674916581001637,-0.003443928790510617
CBWTF,2020-08-17,0.174,0.174,0.1635,0.17,103447,0.1700000000000001,0.17628715578043536,0.1809667107283719,-0.004679554947936536,-0.003136181842887862
CBWTF,2020-08-14,0.1705,0.1765,0.162,0.1661,504525,0.16610000000000005,0.17743027501324174,0.18184404758664166,-0.004413772573399866,-0.002750338566625693
CBWTF,2020-08-13,0.17165,0.184,0.17165,0.175,212160,0.17500000000000007,0.17949032501564938,0.18310357139357294,-0.003613246377923596,-0.002334480064932136
CBWTF,2020-08-12,0.1703,0.1817,0.1703,0.1757,76615,0.17570000000000008,0.18030674774576744,0.1837518571050588,-0.003445109359291376,-0.002014788486684278
CBWTF,2020-08-11,0.179,0.1898,0.1747,0.17594,81695,0.17594000000000007,0.1811443382449979,0.1843960056734635,-0.00325166742846561,-0.0016572082685325034
CBWTF,2020-08-10,0.1735,0.18019000000000002,0.17,0.1756,175232,0.17560000000000006,0.18209058156227026,0.1850724861273406,-0.002981904565070359,-0.0012585934785492268
CBWTF,2020-08-07,0.17,0.18265,0.17,0.1725,85746,0.17250000000000007,0.1832706873008648,0.18583028501752785,-0.0025595977166630035,-0.0008277657069189507
CBWTF,2020-08-06,0.1765,0.18,0.1707,0.1713,171918,0.17130000000000012,0.18522899408284024,0.18689670781893009,-0.0016677137360898153,-0.0003948077044829235
CBWTF,2020-08-05,0.17800000000000002,0.1875,0.17800000000000002,0.1837,99981,0.18370000000000009,0.18776153846153848,0.18814444444444445,-0.00038290598290596783,-7.658119658119356e-05
CBWTF,2020-08-04,0.1772,0.2,0.1772,0.1885,214651,0.18850000000000008,0.1885,0.1885,0.0,0.0
