Symbol,Date,Open,High,Low,Close,Volume,GMHIW SMA,GMHIW spanTwelveEMA,GMHIW spanTwntySixEMA,GMHIW_x,GMHIW_y
GMHIW,2020-09-21,3.99,3.9999,3.79,3.8,44622,3.8,3.882830669810816,3.3564623910707128,0.5263682787401032,0.49369280419652306
GMHIW,2020-09-18,4.39,4.39,4.08,4.2194,22242,4.219400000000001,3.8978907915946013,3.3209793823563705,0.5769114092382304,0.48552393556062795
GMHIW,2020-09-17,4.05,4.23,4.0,4.12,36060,4.120000000000001,3.8394345718845284,3.24910573294488,0.5903288389396479,0.46267706714122725
GMHIW,2020-09-16,4.6,4.74,4.51,4.6571,46722,4.657100000000002,3.788422675863533,3.1794341915804702,0.6089884842830626,0.43076412419162197
GMHIW,2020-09-15,5.0,5.0,4.61,4.65,54288,4.650000000000002,3.630481344202357,3.061220926906908,0.5692604172954492,0.38620803416876176
GMHIW,2020-09-14,4.4,4.5,4.2,4.4999,125775,4.499900000000002,3.4451143158755126,2.93411860105946,0.5109957148160524,0.34044493838709
GMHIW,2020-09-11,4.25,4.25,4.02,4.15,71431,4.150000000000002,3.253335100580151,2.808856089144217,0.4444790114359343,0.2978072442798494
GMHIW,2020-09-10,4.18,4.18,3.78,3.9932,131846,3.9932000000000016,3.090305118867452,2.701564576275754,0.3887405425916977,0.2611393024908282
GMHIW,2020-09-09,3.4,3.66,3.35,3.66,102632,3.660000000000002,2.9261424132069886,2.598233742377815,0.32790867082917385,0.2292389924656107
GMHIW,2020-09-08,3.25,3.25,3.09,3.1,41455,3.1000000000000014,2.7927137610628052,2.5132924417680402,0.27942131929476505,0.20457157287471986
GMHIW,2020-09-08,3.25,3.25,3.09,3.1,41455,3.100000000000001,2.7368435358014964,2.4663558371094827,0.2704876986920133,0.18585913626970854
GMHIW,2020-09-04,3.35,3.35,2.98,2.98,89697,2.9800000000000013,2.670815087765405,2.4156643040782417,0.25515078368716315,0.1647019956641322
GMHIW,2020-09-03,3.3,3.3,3.1,3.15,40746,3.150000000000001,2.614599649177297,2.370517448404501,0.24408220077279585,0.14208979865837446
GMHIW,2020-09-02,3.12,3.5,2.9,2.9,154699,2.900000000000001,2.517254130845896,2.308158844276861,0.2090952865690352,0.11659169812976912
GMHIW,2020-09-01,2.75,2.75,2.6,2.63,29140,2.630000000000001,2.4476639728178773,2.26081155181901,0.1868524209988673,0.0934658010199526
GMHIW,2020-08-31,2.9,2.9,2.6647,2.7,27208,2.700000000000002,2.414511967875673,2.2312764759645307,0.18323549191114274,0.0701191460252239
GMHIW,2020-08-28,2.96,2.96,2.75,2.75,29086,2.7500000000000018,2.362605052943978,2.193778594041693,0.16882645890228476,0.041840059553744306
GMHIW,2020-08-27,3.0,3.0,2.7,2.76,36401,2.7600000000000016,2.292169608024701,2.1492808815650286,0.14288872645967254,0.010093459716609195
GMHIW,2020-08-26,3.42,3.42,2.91,2.91,47292,2.910000000000002,2.207109536756465,2.100423352090231,0.10668618466623414,-0.023105356969156644
GMHIW,2020-08-25,3.2,3.3,2.94,2.98,201611,2.9800000000000018,2.0793112707121857,2.0356572202574488,0.04365405045473647,-0.05555324237800434
GMHIW,2020-08-24,2.59,2.6,2.1,2.3645,212390,2.3645000000000023,1.9155496835689465,1.9601097978780453,-0.04456011430909879,-0.08035506558618964
GMHIW,2020-08-21,1.73,2.1,1.73,1.9502,25432,1.9502000000000024,1.833922353308755,1.9277585817082892,-0.09383622839953397,-0.08930380340546235
GMHIW,2020-08-20,1.6913,1.6913,1.65,1.6801,1500,1.680100000000002,1.812780963001256,1.925963268244952,-0.11318230524369645,-0.08817069715694438
GMHIW,2020-08-19,1.725,1.725,1.725,1.725,333,1.725000000000002,1.8369047744560292,1.9456323297045484,-0.10872755524851896,-0.08191779513525647
GMHIW,2020-08-18,1.74,1.74,1.74,1.74,7781,1.7400000000000015,1.8572510970843985,1.963282916080912,-0.1060318189965137,-0.0752153551069408
GMHIW,2020-08-17,1.72,1.76,1.72,1.75,10164,1.7500000000000016,1.8785694783724711,1.9811455493673853,-0.10257607099491416,-0.06751123913454762
GMHIW,2020-08-14,1.75,1.75,1.75,1.75,300,1.7500000000000018,1.9019457471674657,1.9996371933167765,-0.09769144614931058,-0.05874503116945598
GMHIW,2020-08-13,1.85,1.85,1.75,1.75,5300,1.7500000000000018,1.9295722466524592,2.0196081687821184,-0.09003592212965916,-0.04900842742449227
GMHIW,2020-08-13,1.85,1.85,1.75,1.75,5300,1.7500000000000018,1.9622217460438152,2.0411768222846884,-0.07895507624087282,-0.03875155374820054
GMHIW,2020-08-11,1.9,1.9,1.9,1.9,200,1.9000000000000017,2.000807518051781,2.064470968067463,-0.06366345001568162,-0.028700673125032352
GMHIW,2020-08-10,1.91,1.91,1.75,1.75,3877,1.7500000000000018,2.0191361576975604,2.0776286455128603,-0.058492487815300365,-0.019959978902369918
GMHIW,2020-08-07,1.95,1.95,1.85,1.8521,51352,1.8521000000000016,2.068070004551662,2.1038389371538893,-0.035768932602227466,-0.010326851674137418
GMHIW,2020-08-06,1.97,1.97,1.97,1.97,500,1.9700000000000013,2.107337278106509,2.1239780521262004,-0.016640774019691218,-0.003966331442114904
GMHIW,2020-08-05,1.98,2.09,1.98,2.09,47000,2.0900000000000016,2.1323076923076925,2.1362962962962966,-0.0039886039886041225,-0.0007977207977208245
GMHIW,2020-08-04,2.14,2.14,2.14,2.14,100,2.1400000000000023,2.14,2.14,0.0,0.0
