Symbol,Date,Open,High,Low,Close,Volume,PHX SMA,PHX spanTwelveEMA,PHX spanTwntySixEMA,PHX_x,PHX_y
PHX,2020-09-21,1.77,1.77,1.73,1.739,4325,1.739,1.8117256405383952,1.9130683048699568,-0.10134266433156157,-0.10293033905509362
PHX,2020-09-18,1.74,1.74,1.74,1.74,3329,1.74,1.8249484842726489,1.9269937692595536,-0.10204528498690467,-0.10332725773597662
PHX,2020-09-17,1.76,1.8,1.7590000000000001,1.8,3395,1.8,1.8403936632313125,1.9419532708003182,-0.10155960756900573,-0.10364775092324459
PHX,2020-09-16,1.78,1.8116,1.77,1.81,9456,1.8100000000000005,1.8477379656370057,1.9533095324643437,-0.1055715668273378,-0.10416978676180429
PHX,2020-09-15,1.79,1.8,1.7899,1.8,7729,1.8000000000000005,1.854599413934643,1.9647742950614908,-0.11017488112684816,-0.10381934174542085
PHX,2020-09-14,1.82,1.82,1.7993,1.7993,1876,1.7993000000000003,1.8645265801045776,1.9779562386664105,-0.11342965856183262,-0.10223045690006408
PHX,2020-09-11,1.77,1.77,1.73,1.73,2873,1.7300000000000002,1.8763859583054099,1.992248737759723,-0.11586277945431299,-0.09943065648462186
PHX,2020-09-10,1.78,1.81,1.75,1.7866,12954,1.7866000000000004,1.9030015870882118,2.013228636780501,-0.11022704969228904,-0.09532262574219902
PHX,2020-09-09,1.92,1.92,1.82,1.84,15893,1.8400000000000007,1.9241655120133412,2.031358927722941,-0.10719341570959973,-0.09159651975467645
PHX,2020-09-08,1.89,1.91,1.82,1.82,27517,1.820000000000001,1.9394683323794035,2.0466676419407763,-0.10719930956137302,-0.08769729576594557
PHX,2020-09-08,1.89,1.91,1.82,1.82,27517,1.820000000000001,1.9611898473574767,2.0648010532960384,-0.10361120593856166,-0.08282179231708875
PHX,2020-09-04,1.97,2.0,1.93,1.964,37984,1.9640000000000009,1.9868607286952,2.084385137559721,-0.09752440886452174,-0.07762443891172052
PHX,2020-09-03,2.04,2.2,1.8693,1.92,463656,1.9200000000000004,1.9910172248216,2.094015948564499,-0.10299872374289933,-0.07264944642352039
PHX,2020-09-02,1.8,1.8201,1.8,1.81,14728,1.8100000000000005,2.003929447516436,2.1079372244496595,-0.10400777693322284,-0.0650621270936757
PHX,2020-09-01,1.89,1.89,1.8,1.8301,15989,1.8301000000000005,2.0391893470648794,2.131772202405632,-0.0925828553407526,-0.055325714633788804
PHX,2020-08-31,1.91,1.93,1.87,1.88,10468,1.88,2.077205591985766,2.155905978598082,-0.07870038661231593,-0.04601142945704785
PHX,2020-08-28,1.95,2.08,1.87,1.9,178505,1.9000000000000004,2.113061154164996,2.177978456885928,-0.06491730272093221,-0.03783919016823083
PHX,2020-08-27,2.22,2.22,2.15,2.15,7515,2.150000000000001,2.1517995458313592,2.2002167334368017,-0.048417187605443335,-0.031069662030055477
PHX,2020-08-26,2.11,2.11,2.0773,2.0773,3713,2.077300000000001,2.152126735982515,2.204234072111746,-0.05210733612923102,-0.026732780636208736
PHX,2020-08-25,2.02,2.05,2.01,2.05,8114,2.0500000000000016,2.1657315970702453,2.214388797880685,-0.04865720081044067,-0.020389141762953165
PHX,2020-08-24,2.07,2.1,2.05,2.07,19994,2.0700000000000007,2.1867737056284717,2.22753990171114,-0.04076619608266885,-0.013322127001081513
PHX,2020-08-21,2.13,2.13,2.07,2.11,5936,2.1100000000000017,2.2080052884700114,2.240143093848032,-0.03213780537801991,-0.006461109730684788
PHX,2020-08-20,2.12,2.134,2.0725,2.1092,16545,2.1092000000000017,2.2258244318281952,2.250554541355874,-0.024730109527678845,-4.193581885089583e-05
PHX,2020-08-19,2.15,2.1708,2.15,2.16,6433,2.160000000000001,2.2470288739787763,2.261862904664344,-0.014834030685567878,0.006130107608356092
PHX,2020-08-18,2.15,2.19,2.15,2.1701,6495,2.170100000000001,2.262852305611281,2.2700119370374914,-0.007159631426210567,0.011371142181837086
PHX,2020-08-17,2.2,2.2,2.11,2.15,32218,2.1500000000000017,2.2797163611769684,2.2780048920004905,0.0017114691764779089,0.016003835583848998
PHX,2020-08-14,2.21,2.29,2.15,2.2081,25159,2.208100000000002,2.3033011541182358,2.2882452833605296,0.01505587075770576,0.01957692718569177
PHX,2020-08-13,2.34,2.34,2.26,2.2968,7255,2.296800000000003,2.320610454867005,2.2946569060293722,0.025953548837633456,0.020707191292688158
PHX,2020-08-12,2.41,2.41,2.3,2.31,7923,2.310000000000003,2.324939628479188,2.2944854585117214,0.030454169967466527,0.019395601906452054
PHX,2020-08-11,2.43,2.48,2.42,2.45,5333,2.450000000000004,2.327655924566313,2.2932442951926593,0.03441162937365405,0.016630959891198435
PHX,2020-08-10,2.39,2.4,2.36,2.3718,3922,2.371800000000003,2.3054115472147334,2.280703838808072,0.024707708406662032,0.012185792520584642
PHX,2020-08-07,2.32,2.32,2.27,2.3,7128,2.300000000000003,2.2933409194355945,2.2734161459127167,0.019924773522876915,0.009055313549065407
PHX,2020-08-06,2.37,2.4399,2.3301,2.38,8081,2.3800000000000034,2.292130177514793,2.2712894375857338,0.02084073992905866,0.006337948555612307
PHX,2020-08-05,2.42,2.44,2.4,2.42,11433,2.4200000000000035,2.276153846153846,2.262592592592593,0.013561253561253041,0.002712250712250608
PHX,2020-08-04,2.22,2.2899,2.22,2.25,5192,2.250000000000004,2.25,2.25,0.0,0.0
