Symbol,Date,Open,High,Low,Close,Volume,AEZS SMA,AEZS spanTwelveEMA,AEZS spanTwntySixEMA,AEZS_x,AEZS_y
AEZS,2020-09-21,0.359,0.365,0.359,0.3615,177243,0.3615,0.3815154591359893,0.4088088151364603,-0.02729335600047106,-0.023974202833731872
AEZS,2020-09-18,0.3651,0.3709,0.3651,0.3699,75862,0.3699000000000001,0.38515463352435103,0.4125935203473772,-0.0274388868230262,-0.02314441454204709
AEZS,2020-09-17,0.365,0.366,0.36,0.3627,645127,0.3627000000000001,0.3879282032560512,0.4160090019751674,-0.028080798719116232,-0.022070796471802327
AEZS,2020-09-16,0.3672,0.377,0.3551,0.368792,783381,0.3687920000000001,0.3925151493026059,0.4202737221331808,-0.027758572830574924,-0.020568295909973864
AEZS,2020-09-15,0.386,0.387,0.3712,0.3713010000000001,214132,0.3713010000000001,0.396828449175807,0.4243922599038353,-0.027563810728028267,-0.018770726679823598
AEZS,2020-09-14,0.3756,0.3769,0.34,0.3521,784966,0.3521000000000001,0.40146980357140827,0.4286395606961421,-0.027169757124733795,-0.01657245566777243
AEZS,2020-09-11,0.38,0.385,0.38,0.3847,227264,0.3847000000000001,0.4104461314934825,0.43476272555183343,-0.02431659405835096,-0.013923130303532075
AEZS,2020-09-10,0.39,0.39,0.376,0.38,533558,0.38000000000000017,0.4151272463104793,0.4387677435959801,-0.023640497285500828,-0.011324764364827367
AEZS,2020-09-09,0.3744,0.3849,0.37,0.3744,275003,0.3744000000000002,0.42151401836693,0.4434691630836585,-0.02195514471672849,-0.008245831134659015
AEZS,2020-09-08,0.3799,0.3841,0.3651,0.37440999999999997,769813,0.3744100000000002,0.4300802035245537,0.4489946961303512,-0.018914492605797528,-0.004818502739141632
AEZS,2020-09-08,0.3799,0.3841,0.3651,0.37440999999999997,769813,0.3744100000000002,0.4402020587108361,0.4549614718207793,-0.014759413109943163,-0.0012945052724776579
AEZS,2020-09-04,0.4,0.4095,0.396,0.4,741229,0.4000000000000003,0.4521642512037154,0.4614055895664416,-0.009241338362726226,0.002071721686888719
AEZS,2020-09-03,0.423,0.4363,0.423,0.4270000000000001,517120,0.4270000000000004,0.4616486605134818,0.466318036731757,-0.004669376218275123,0.004899986699292455
AEZS,2020-09-02,0.43,0.4398,0.4270000000000001,0.4282,342051,0.4282000000000004,0.4679484169704785,0.4694634796702976,-0.0015150626998190475,0.0072923274286843635
