Symbol,Date,Open,High,Low,Close,Volume,RMED SMA,RMED spanTwelveEMA,RMED spanTwntySixEMA,RMED_x,RMED_y
RMED,2020-09-11,0.271,0.271,0.2504,0.2504,1151040,0.2504,0.2813916688916268,0.3041857005760257,-0.02279403168439892,-0.016235054667818216
RMED,2020-09-10,0.25,0.25,0.2434,0.244,432001,0.244,0.28702651778101346,0.3084885566221077,-0.021462038841094263,-0.014595310413673051
RMED,2020-09-09,0.27,0.27,0.253,0.25709899999999997,436418,0.25709899999999997,0.29484952101392503,0.3136476411518763,-0.01879812013795129,-0.012878628306817746
RMED,2020-09-08,0.27,0.275,0.2615,0.2704,684941,0.2704,0.30171325210736605,0.3181715324440264,-0.016458280336660414,-0.01139875534903436
RMED,2020-09-08,0.27,0.275,0.2615,0.2704,684941,0.2704,0.3074065706723417,0.3219932550395485,-0.014586684367206837,-0.01013387410212786
RMED,2020-09-04,0.27,0.28429899999999997,0.265,0.2751,1522393,0.2751,0.3141350380673129,0.3261207154427124,-0.011985677375399515,-0.009020671535858114
RMED,2020-09-03,0.29,0.3001,0.29,0.2995,591753,0.2995,0.3212323177159152,0.3302023726781293,-0.008970054962214147,-0.008279420075972762
RMED,2020-09-02,0.32,0.326,0.3,0.3,1083706,0.29999999999999993,0.325183648209718,0.3326585624923797,-0.00747491428266167,-0.00810676135441243
RMED,2020-09-01,0.331,0.332,0.321,0.3221,599759,0.3220999999999999,0.3297624933387576,0.3352712474917701,-0.005508754153012441,-0.008264723122350121
RMED,2020-08-31,0.3374,0.34,0.32,0.3245,612738,0.32449999999999984,0.3311556739458045,0.3363249472911117,-0.005169273345307202,-0.008953715364684527
RMED,2020-08-28,0.3267,0.33,0.311,0.322,1366998,0.32199999999999984,0.3323657964814053,0.33727094307440064,-0.004905146592995346,-0.009899825869528858
RMED,2020-08-27,0.35,0.35,0.34,0.345,511886,0.3449999999999998,0.3342504867507517,0.3384926185203527,-0.004242131769600921,-0.011148495688662236
RMED,2020-08-26,0.3503,0.369,0.35,0.36459899999999995,961790,0.3645989999999998,0.33229602979634304,0.3379720280019809,-0.005675998205637911,-0.01287508666842755
RMED,2020-08-25,0.3488,0.358,0.33299999999999996,0.358,825248,0.3579999999999998,0.3264227624865872,0.3358418702421393,-0.009419107755552159,-0.014674858784124972
RMED,2020-08-24,0.355,0.360799,0.33,0.335,2900192,0.33499999999999985,0.3206814465750576,0.3340692198615105,-0.013387773286452909,-0.01598879654126819
RMED,2020-08-21,0.3151,0.3153,0.301,0.308299,1469882,0.3082989999999998,0.3180780732250681,0.3339947574504314,-0.015916684225363298,-0.01663905235497201
RMED,2020-08-20,0.33,0.344,0.3106,0.3151,1943037,0.3150999999999998,0.31985608653871683,0.3360504180464659,-0.016194331507749068,-0.016819644387374186
