Symbol,Date,Open,High,Low,Close,Volume,ASC SMA,ASC spanTwelveEMA,ASC spanTwntySixEMA,ASC_x,ASC_y
ASC,2020-12-29,3.22,3.25,3.18,3.18,17077,3.18,3.2482333164749018,3.3246664970837383,-0.07643318060883653,-0.07379795335885136
ASC,2020-12-28,3.23,3.29,3.21,3.29,29012,3.2900000000000005,3.2606393740157933,3.336239816850437,-0.07560044283464462,-0.07313914654635507
ASC,2020-12-28,3.23,3.29,3.21,3.29,29012,3.29,3.2553010783823013,3.3399390021984723,-0.08463792381617141,-0.0725238224742829
ASC,2020-12-24,3.24,3.25,3.15,3.15,4179,3.1499999999999995,3.24899218354272,3.3439341223743497,-0.0949419388316306,-0.06949529713881089
ASC,2020-12-23,3.02,3.12,3.01,3.1199,24684,3.1199,3.2669907623686685,3.3594488521642982,-0.09245808979562976,-0.06313363671560618
ASC,2020-12-22,3.08,3.1,3.06,3.07,9982,3.07,3.29373453734479,3.3786127603374423,-0.08487822299265169,-0.055802523445600286
ASC,2020-12-21,3.16,3.2,3.07,3.0955,73038,3.0955,3.334413544134752,3.403301781164437,-0.0688882370296855,-0.04853359855883732
ASC,2020-12-18,3.3,3.31,3.2559,3.275,80817,3.275,3.3778523703410697,3.4279259236575927,-0.050073553316522634,-0.04344493894112539
ASC,2020-12-17,3.28,3.34,3.27,3.295,3233,3.2950000000000004,3.3965528013121737,3.4401599975502,-0.04360719623802645,-0.041787785347275966
ASC,2020-12-16,3.44,3.46,3.36,3.39,10101,3.390000000000001,3.4150169470052965,3.4517727973542165,-0.03675585034892004,-0.04133293262458835
ASC,2020-12-15,3.34,3.4,3.33,3.375,18895,3.3750000000000004,3.4195654828244413,3.4567146211425537,-0.0371491383181124,-0.042477203193505425
ASC,2020-12-14,3.55,3.55,3.45,3.45,12745,3.450000000000001,3.4276682978834314,3.463251790833958,-0.03558349295052698,-0.043809219412353675
ASC,2020-12-11,3.56,3.56,3.45,3.5,15974,3.5000000000000013,3.4236079884076918,3.4643119341006745,-0.04070394569298319,-0.045865651027810456
ASC,2020-12-10,3.36,3.44,3.33,3.43,16591,3.430000000000001,3.409718531754544,3.4614568888287285,-0.051738357074184727,-0.047156077361517376
ASC,2020-12-09,3.36,3.38,3.33,3.36,15569,3.3600000000000008,3.406030992073552,3.463973439935027,-0.05794244786147518,-0.04601050743335065
ASC,2020-12-08,3.28,3.39,3.28,3.39,18691,3.390000000000001,3.4144002633596515,3.4722913151298282,-0.05789105177017718,-0.04302752232631963
ASC,2020-12-07,3.38,3.3956,3.29,3.35,20836,3.350000000000001,3.4188366748795884,3.4788746203402154,-0.060037945460627025,-0.03931163996535535
ASC,2020-12-04,3.27,3.41,3.27,3.4,35699,3.400000000000001,3.431352433948605,3.4891845899674334,-0.057832156018828414,-0.03413006359153743
ASC,2020-12-03,3.28,3.31,3.26,3.31,9031,3.3100000000000014,3.4370528764847146,3.4963193571648272,-0.059266480680112636,-0.028204540484714685
ASC,2020-12-02,3.24,3.25,3.23,3.23,6791,3.2300000000000013,3.460153399481935,3.5112249057380134,-0.051071506256078265,-0.020439055435865196
ASC,2020-12-01,3.39,3.4,3.375,3.39,8684,3.390000000000001,3.5019994721150143,3.5337228981970545,-0.03172342608204026,-0.012780942730811927
ASC,2020-11-30,3.46,3.52,3.4,3.4,21921,3.400000000000001,3.5223630124995617,3.5452207300528187,-0.022857717553256496,-0.008045321893004841
ASC,2020-11-27,3.47,3.54,3.47,3.5,11212,3.5000000000000004,3.5446108329540285,3.556838388457044,-0.012227555503015795,-0.004342222977941816
ASC,2020-11-27,3.47,3.54,3.47,3.5,11212,3.5,3.552721893491124,3.561385459533608,-0.008663566042483861,-0.002370889846673432
ASC,2020-11-25,3.46,3.54,3.4,3.52,108468,3.52,3.562307692307692,3.5662962962962963,-0.003988603988604567,-0.0007977207977208245
ASC,2020-11-24,3.45,3.57,3.45,3.57,56912,3.57,3.57,3.57,0.0,0.0
