Symbol,Date,Open,High,Low,Close,Volume,ZKIN SMA,ZKIN spanTwelveEMA,ZKIN spanTwntySixEMA,ZKIN_x,ZKIN_y
ZKIN,2020-12-29,2.5,2.5,2.36,2.37,62436,2.37,2.2802147946250253,2.1677628537430134,0.11245194088201238,0.10618592471886855
ZKIN,2020-12-28,2.4727,2.54,2.31,2.37,331087,2.37,2.263890211829575,2.1515838820424538,0.1123063297871214,0.10461942067808269
ZKIN,2020-12-28,2.4727,2.54,2.31,2.37,331087,2.37,2.2445975230713158,2.13411059260585,0.11048693046546633,0.10269769340082299
ZKIN,2020-12-24,2.33,2.34,2.26,2.2972,50775,2.2972,2.2217970727206464,2.1152394400143177,0.10655763270632868,0.10075038413466227
ZKIN,2020-12-23,2.31,2.33,2.28,2.3,16973,2.3,2.208087449578946,2.100682595215463,0.1074048543634829,0.09929857199174565
ZKIN,2020-12-22,2.23,2.34,2.19,2.33,110634,2.33,2.1913760767751183,2.0847372028327,0.10663887394241822,0.09727200139881133
ZKIN,2020-12-21,2.24,2.2694,2.17,2.21,75640,2.21,2.1661717270978667,2.065116179059316,0.1010555480385511,0.09493028326290959
ZKIN,2020-12-18,2.27,2.29,2.2,2.27,177039,2.2700000000000005,2.15820295020657,2.0535254733840613,0.10467747682250872,0.0933989670689993
ZKIN,2020-12-17,2.23,2.32,2.1999,2.23,36449,2.23,2.137876213880492,2.036207511254786,0.10166870262570572,0.09057933963062195
ZKIN,2020-12-16,2.23,2.25,2.1601,2.18,30051,2.18,2.121126434586036,2.020704112155169,0.1004223224308669,0.087806998881851
ZKIN,2020-12-15,2.3,2.3,2.2,2.2,24836,2.2000000000000006,2.110422149965315,2.0079604411275827,0.10246170883773242,0.08465316799459702
ZKIN,2020-12-14,2.35,2.4,2.29,2.33,74824,2.330000000000001,2.094135268140827,1.9925972764177893,0.10153799172303768,0.08020103278381316
ZKIN,2020-12-11,2.06,2.19,2.06,2.14,91946,2.140000000000001,2.0512507714391592,1.9656050585312124,0.08564571290794687,0.07486679304900702
ZKIN,2020-12-10,2.55,2.59,2.16,2.28,1552418,2.28,2.035114548064461,1.9516534632137088,0.08346108485075132,0.07217206308427206
ZKIN,2020-12-09,2.03,2.03,1.99,1.99,21108,1.99,1.9905899204398168,1.925385740270806,0.06520418016901086,0.06934980764265201
ZKIN,2020-12-08,1.96,2.0215,1.95,2.0185,15930,2.0184999999999995,1.9906971787016012,1.9202165994924705,0.0704805792091312,0.07038621451106229
ZKIN,2020-12-07,2.0,2.1,2.0,2.0,38403,2.0,1.985642120283711,1.912353927451868,0.07328819283184296,0.07036262333654517
ZKIN,2020-12-04,2.02,2.07,1.9601,2.0365,22075,2.0365,1.983031596698931,1.9053422416480168,0.0776893550509139,0.06963123096272071
ZKIN,2020-12-03,1.9807,1.9935,1.92,1.965,31689,1.965,1.9733100688260088,1.8948496209798584,0.0784604478461508,0.06761669994067235
ZKIN,2020-12-02,1.83,1.99,1.83,1.89,57789,1.89,1.974820990430738,1.8892375906582477,0.08558339977249085,0.06490576296430285
ZKIN,2020-12-01,2.18,2.2,2.04,2.08,250566,2.08,1.990242988690872,1.8891765979109072,0.10106639077996493,0.05973635376225596
ZKIN,2020-11-30,2.25,2.28,2.02,2.14,121535,2.140000000000001,1.9739235320892128,1.8739107257437801,0.10001280634543264,0.04940384450782877
ZKIN,2020-11-27,2.0,2.28,1.96,2.18,368084,2.18,1.9437278106508875,1.8526235838032823,0.09110422684760522,0.03675160404842779
ZKIN,2020-11-27,2.0,2.28,1.96,2.18,368084,2.18,1.9007692307692308,1.826433470507545,0.07433576026168609,0.02316344834863343
ZKIN,2020-11-25,2.63,3.05,2.32,2.4,10513202,2.4,1.85,1.7981481481481485,0.051851851851851816,0.01037037037037032
ZKIN,2020-11-24,1.76,1.7799,1.725,1.75,10532,1.7500000000000004,1.75,1.75,0.0,0.0
