Symbol,Date,Open,High,Low,Close,Volume,NBRV SMA,NBRV spanTwelveEMA,NBRV spanTwntySixEMA,NBRV_x,NBRV_y
NBRV,2020-12-29,2.53,2.53,2.41,2.45,166580,2.45,2.696521677340207,3.1211343483226437,-0.4246126709824369,-0.4437913009443516
NBRV,2020-12-28,2.65,2.68,2.59,2.595,74754,2.595,2.7413438004929715,3.174825096188456,-0.4334812956954837,-0.44858595843483035
NBRV,2020-12-28,2.65,2.68,2.59,2.595,74754,2.595,2.7679517642189664,3.2212111038835323,-0.4532593396645659,-0.4523621241196668
NBRV,2020-12-24,2.71,2.715,2.65,2.6799,39707,2.6798999999999986,2.7993975395315056,3.271307992194215,-0.4719104526627089,-0.452137820233442
NBRV,2020-12-23,2.7,2.72,2.61,2.6981,140204,2.6980999999999984,2.821124364900871,3.3186206315697526,-0.4974962666688816,-0.44719466212612513
NBRV,2020-12-22,2.5,2.5,2.47,2.485,89582,2.4849999999999977,2.8434924312464838,3.3682622820953325,-0.5247698508488483,-0.43461926099043596
NBRV,2020-12-21,2.45,2.47,2.44,2.4531,77431,2.453099999999998,2.9086728732912994,3.438923264662959,-0.5302503913716596,-0.4120816135258327
NBRV,2020-12-18,2.5,2.5,2.44,2.4798,42013,2.4797999999999982,2.9915043047988084,3.5177891258359963,-0.5262848210371875,-0.38253941906437594
NBRV,2020-12-17,2.38,2.46,2.37,2.44,104569,2.4399999999999986,3.084541451125865,3.600828255902876,-0.5162868047770108,-0.34660306857117296
NBRV,2020-12-16,2.37,2.4,2.32,2.3231,149060,2.3230999999999997,3.2017308058760223,3.6936945163751056,-0.4919637104990833,-0.3041821345197133
NBRV,2020-12-15,2.46,2.5,2.42,2.48,216457,2.4799999999999978,3.3614818614898443,3.8033420776851137,-0.4418602161952698,-0.25723674052487083
NBRV,2020-12-14,2.58,2.58,2.4466,2.5,506761,2.4999999999999987,3.5217512908516335,3.9092094438999236,-0.3874581530482892,-0.21108087160727115
NBRV,2020-12-11,2.44,2.5,2.31,2.4734,1328513,2.473399999999998,3.7075242528246575,4.021946199411917,-0.31442194658725864,-0.1669865512470164
NBRV,2020-12-10,3.42,3.5,3.39,3.49,48869,3.4899999999999984,3.93191048061096,4.14582989536487,-0.21391941475391046,-0.1301277024119556
NBRV,2020-12-09,3.68,3.7,3.61,3.64,70323,3.639999999999999,4.012257840722043,4.1982962869940605,-0.1860384462720166,-0.10917977432646697
NBRV,2020-12-08,3.85,3.85,3.75,3.76,74696,3.7599999999999993,4.079941084489687,4.242959989953585,-0.16301890546389775,-0.08996510634007934
NBRV,2020-12-07,3.85,3.97,3.8,3.8299,76545,3.8299,4.1381121907605385,4.281596789149871,-0.1434845983893318,-0.07170165655912474
NBRV,2020-12-04,3.75,3.84,3.75,3.8,71547,3.8,4.19415077089882,4.317732532281862,-0.12358176138304078,-0.05375592110157274
NBRV,2020-12-03,3.88,4.2299,3.72,3.88,147695,3.879999999999998,4.265814547425878,4.359151134864409,-0.09333658743853146,-0.03629946103120551
NBRV,2020-12-02,3.7,3.998,3.64,3.943,225702,3.9429999999999987,4.3359626469578565,4.397483225653562,-0.06152057869570626,-0.02204017942937402
NBRV,2020-12-01,4.303,4.3999,4.291,4.356,14557,4.356,4.4074104009501935,4.433841883705846,-0.026431482755653768,-0.012170079612791177
NBRV,2020-11-30,4.34,4.34,4.211,4.274,34474,4.273999999999999,4.416757746577501,4.440069234402313,-0.023311487824813067,-0.00860472882707575
NBRV,2020-11-27,4.39,4.468999999999999,4.355,4.428999999999999,17584,4.428999999999999,4.442713700500684,4.453354773154499,-0.010641072653815977,-0.004928039077641643
NBRV,2020-11-27,4.39,4.468999999999999,4.355,4.428999999999999,17584,4.428999999999999,4.445207100591715,4.455303155006858,-0.010096054415142495,-0.0034997806835982814
NBRV,2020-11-25,4.413,4.5089999999999995,4.35,4.35,31327,4.3500000000000005,4.448153846153846,4.457407407407407,-0.009253561253561138,-0.0018507122507122277
NBRV,2020-11-24,4.499,4.5,4.301,4.466,54892,4.466000000000001,4.466,4.466,0.0,0.0
