Symbol,Date,Open,High,Low,Close,Volume,AAU SMA,AAU spanTwelveEMA,AAU spanTwntySixEMA,AAU_x,AAU_y
AAU,2020-12-29,0.475,0.485,0.467,0.4775,213577,0.4775,0.5787576182611495,0.6912387459964185,-0.11248112773526908,-0.09549107673696487
AAU,2020-12-28,0.49,0.491,0.4835,0.4863,217830,0.4863,0.5971680943086312,0.7083378456761321,-0.11116975136750083,-0.09124356398738882
AAU,2020-12-28,0.49,0.491,0.4835,0.4863,217830,0.4863,0.6173259296374732,0.7261008733302227,-0.10877494369274944,-0.08626201714236079
AAU,2020-12-24,0.515,0.5155,0.5051,0.509799,304981,0.5097990000000001,0.6411488259351956,0.7452849431966405,-0.1041361172614449,-0.08063378550476362
AAU,2020-12-23,0.49,0.493,0.486,0.4899,352286,0.4899000000000001,0.6650306124688676,0.7641238186523718,-0.09909320618350416,-0.07475820256559329
AAU,2020-12-22,0.5,0.5001,0.48,0.48749899999999996,1188457,0.4874990000000001,0.6968725420086618,0.7860617241445614,-0.08918918213589966,-0.06867445166111558
AAU,2020-12-21,0.75,0.75,0.53,0.585,1195342,0.5850000000000002,0.7349404587375095,0.8099467420761264,-0.07500628333861692,-0.06354576904241956
AAU,2020-12-18,0.8059999999999999,0.8059999999999999,0.7722,0.7761,204579,0.7761000000000002,0.7622023603261476,0.8279424814422165,-0.06574012111606886,-0.060680640468370205
AAU,2020-12-17,0.74,0.7485,0.7390000000000001,0.741,74190,0.7410000000000001,0.7596755167490836,0.8320898799575938,-0.07241436320851014,-0.059415770306445535
AAU,2020-12-16,0.6992,0.72,0.695,0.7049,244609,0.7049,0.763071065248917,0.8393770703542013,-0.07630600510528429,-0.05616612208092939
AAU,2020-12-15,0.675,0.6969,0.675,0.6851,90217,0.6851000000000002,0.7736476225669019,0.8501352359825374,-0.07648761341563548,-0.051131151324840654
AAU,2020-12-14,0.69,0.69,0.6804,0.6838,60796,0.6838,0.7897471903063386,0.8633380548611405,-0.0735908645548019,-0.044792035802141944
AAU,2020-12-11,0.7,0.7098,0.6761,0.6896,125138,0.6896,0.809010315816582,0.8777010992500317,-0.0686907834334497,-0.037592328613976954
AAU,2020-12-10,0.69,0.708,0.6863,0.7065,78189,0.7065000000000001,0.8307212823286878,0.8927491871900343,-0.06202790486134646,-0.029817714909108766
AAU,2020-12-09,0.7101,0.72,0.7,0.7065,139977,0.7065000000000002,0.8533069700248128,0.9076491221652371,-0.05434215214042415,-0.021765167421049343
AAU,2020-12-08,0.741,0.741,0.7004,0.7091,285877,0.7091000000000002,0.8799991463929607,0.923741051938456,-0.04374190554549517,-0.013620921241205616
AAU,2020-12-07,0.784,0.7916,0.76,0.7654,370310,0.7654000000000002,0.9110717184644082,0.9409123360935324,-0.029840617629124155,-0.006090675165133197
AAU,2020-12-04,0.83,0.83,0.8,0.8,225618,0.8000000000000004,0.9375574854579368,0.954953322981015,-0.01739583752307805,-0.0001531895491354296
AAU,2020-12-03,0.79,0.85,0.79,0.84,755108,0.8400000000000003,0.96256793735938,0.9673495888194962,-0.00478165146011611,0.004157472444350253
AAU,2020-12-02,0.99,0.99,0.8783,0.9199,609185,0.9199000000000004,0.9848530168792672,0.977537555925056,0.007315460954211428,0.006392253420466871
AAU,2020-12-01,1.06,1.065,1.0,1.0478,239739,1.0478000000000005,0.9966626563118614,0.9821485603990604,0.01451409591280095,0.006161451537030787
AAU,2020-11-30,1.13,1.13,1.0044,1.03,143732,1.0300000000000007,0.9873649574594724,0.9768964452309852,0.010468512228487216,0.004073290443088246
AAU,2020-11-27,1.0,1.02,1.0,1.005,49805,1.0050000000000006,0.979613131543013,0.972648160849464,0.006964970693548954,0.0024744849967385033
AAU,2020-11-27,1.0,1.02,1.0,1.005,49805,1.0050000000000008,0.9749973372781064,0.9700600137174212,0.004937323560685214,0.0013518635725358898
AAU,2020-11-25,0.98,0.9948,0.9772,0.9937,53033,0.9937000000000008,0.9695423076923076,0.9672648148148149,0.0022774928774926817,0.00045549857549855857
AAU,2020-11-24,0.99,1.0,0.95,0.96515,234929,0.9651500000000008,0.96515,0.96515,0.0,0.0
