Symbol,Date,Open,High,Low,Close,Volume,LMNL SMA,LMNL spanTwelveEMA,LMNL spanTwntySixEMA,LMNL_x,LMNL_y
LMNL,2020-12-29,4.36,4.3955,4.163,4.2001,74329,4.2001,4.470708917134732,4.391555303647113,0.07915361348761785,0.0867138110717358
LMNL,2020-12-28,4.72,4.8246,4.5,4.52,126475,4.519999999999999,4.519910538431955,4.406871727938882,0.11303881049307307,0.08860386046776506
LMNL,2020-12-28,4.72,4.8246,4.5,4.52,126475,4.52,4.519894272692311,4.397821466173993,0.12207280651831807,0.08249512296143804
LMNL,2020-12-24,4.95,5.01,4.76,4.8369,94321,4.8369,4.519875049545459,4.388047183467913,0.13182786607754604,0.07260070207221803
LMNL,2020-12-23,4.72,4.9199,4.7,4.89,142231,4.8900000000000015,4.462234149462816,4.352138958145346,0.1100951913174697,0.057793911070886016
LMNL,2020-12-22,5.25,5.37,4.8,4.9,551282,4.900000000000001,4.384458540274236,4.3091100747969735,0.07534846547726293,0.0447185910092401
LMNL,2020-12-21,4.5592,4.83,4.4,4.5088,273611,4.508800000000001,4.2907237294150065,4.261838880780732,0.028884848634275432,0.037061122392234386
LMNL,2020-12-18,4.1,4.15,4.03,4.13,28295,4.13,4.2510734983995535,4.24208199124319,0.008991507156363987,0.03910519083172435
LMNL,2020-12-17,4.11,4.17,4.08,4.14,45285,4.14,4.273086861744926,4.251048550542647,0.022038311202281058,0.04663361175056466
LMNL,2020-12-16,4.2,4.23,4.1163,4.16,29018,4.160000000000001,4.2972844729712785,4.259932434586058,0.03735203838521972,0.052782436887636
LMNL,2020-12-15,4.24,4.34,4.17,4.2,52700,4.200000000000001,4.322245286238783,4.267927029352943,0.05431825688584002,0.056640036513239844
LMNL,2020-12-14,4.3,4.337,4.21,4.2641,35922,4.264100000000002,4.344471701918561,4.273361191701178,0.07111051021738303,0.05722048142009002
LMNL,2020-12-11,4.35,4.37,4.25,4.325,25131,4.325000000000002,4.359084738631027,4.2741020870372735,0.08498265159375418,0.05374797422076677
LMNL,2020-12-10,4.24,4.4406,4.22,4.3475,19366,4.347500000000003,4.365281963836668,4.270030254000255,0.09525170983641296,0.04593930487752015
LMNL,2020-12-09,4.75,4.8,4.52,4.5886,47590,4.588600000000003,4.368515048170607,4.263832674320275,0.1046823738503324,0.03361120363779694
LMNL,2020-12-08,4.88,4.95,4.65,4.71,81814,4.710000000000004,4.328499602383445,4.237851288265897,0.0906483141175478,0.01584341108466307
LMNL,2020-12-07,4.63,4.66,4.5205,4.6,39793,4.600000000000004,4.2591358937258885,4.2000793913271695,0.059056502398719964,-0.0028578146735581175
LMNL,2020-12-04,4.65,4.76,4.55,4.75,98312,4.750000000000004,4.197160601676051,4.168085742633344,0.029074859042708567,-0.018336393941627414
LMNL,2020-12-03,4.25,4.58,4.2,4.425,241019,4.425000000000004,4.096644347435333,4.1215326020440095,-0.024888254608676164,-0.030189207187711183
LMNL,2020-12-02,3.86,3.87,3.75,3.8201,90962,3.820100000000005,4.036943319696304,4.097255210207531,-0.06031189051122698,-0.031514445332469936
LMNL,2020-12-01,4.0,4.08,4.0,4.0337,60897,4.033700000000004,4.076369377822904,4.119427627024134,-0.0430582492012288,-0.024315084037780668
LMNL,2020-11-30,4.06,4.13,3.95,4.0101,95619,4.010100000000005,4.084127446517979,4.126285837186065,-0.04215839066808602,-0.01962929274691841
LMNL,2020-11-27,4.0012,4.04,3.97,3.97,71532,3.9700000000000046,4.0975869822485205,4.13558070416095,-0.037993721912429564,-0.013997018266626506
LMNL,2020-11-27,4.0012,4.04,3.97,3.97,71532,3.9700000000000046,4.120784615384615,4.148827160493826,-0.028042545109211225,-0.007997842355175741
LMNL,2020-11-25,3.9,4.06,3.88,3.9898,93421,3.9898000000000047,4.148199999999999,4.163133333333334,-0.014933333333333463,-0.002986666666666871
LMNL,2020-11-24,4.3567,4.36,4.06,4.177,208517,4.177000000000004,4.177,4.177,0.0,0.0
