Symbol,Date,Open,High,Low,Close,Volume,JFU SMA,JFU spanTwelveEMA,JFU spanTwntySixEMA,JFU_x,JFU_y
JFU,2020-10-29,1.51,1.82,1.5,1.7369,604098,1.7369,1.3280060900007162,1.170178879380824,0.15782721061989236,0.08698852423347361
JFU,2020-10-28,1.544,1.56,1.41,1.4801,465947,1.4801,1.2536617427281191,1.1248411897312898,0.12882055299682935,0.06927885263686896
JFU,2020-10-27,1.45,1.4622,1.36,1.42,428355,1.4200000000000002,1.2124911504968678,1.096420484909793,0.11607066558707513,0.054393427546878856
JFU,2020-10-26,1.37,1.38,1.3,1.3336,431411,1.3336,1.174762268769026,1.0705341237025765,0.10422814506644973,0.03897411803682985
JFU,2020-10-23,1.4,1.48,1.38,1.425,440410,1.4250000000000005,1.1458826812724852,1.0494888535987823,0.09639382767370264,0.022660611279424932
JFU,2020-10-22,1.58,1.605,1.41,1.4501,2070843,1.4501000000000006,1.0951340778674823,1.0194479618866852,0.07568611598079733,0.004227307180855448
JFU,2020-10-21,1.48,1.9,1.47,1.655,9167208,1.6550000000000007,1.030594819297934,0.98499579883762,0.045599020460314055,-0.013637395019129967
JFU,2020-10-20,1.06,1.08,1.01,1.02,482573,1.0200000000000011,0.9170666046248308,0.9313954627446296,-0.01432885811979856,-0.028446498888990944
JFU,2020-10-19,0.9194,0.9195,0.9008,0.9195,100841,0.9195000000000008,0.8983514418293457,0.9243070997641998,-0.025955657934854104,-0.031975909081288986
JFU,2020-10-16,0.9079999999999999,0.9079999999999999,0.8611,0.8771,117889,0.8771000000000007,0.8945062494346812,0.9246916677453356,-0.030185418310654574,-0.03348097186789771
JFU,2020-10-15,0.855,0.87,0.8301,0.8507,88874,0.8507000000000007,0.8976710220591686,0.9284990011649626,-0.03082797910579405,-0.034304860257208525
JFU,2020-10-14,0.89,0.9042,0.85,0.8673,164638,0.8673000000000006,0.9062112078881084,0.9347229212581596,-0.02851171337005132,-0.035174080545062145
JFU,2020-10-13,0.9079,0.915899,0.89,0.8909999999999999,28137,0.8910000000000007,0.9132859729586734,0.9401167549588124,-0.026830782000138886,-0.036839672338814876
JFU,2020-10-12,0.92,0.93,0.88,0.9101,113441,0.9101000000000008,0.9173379680420686,0.9440460953555172,-0.026708127313448737,-0.03934189492348385
JFU,2020-10-09,0.9390000000000001,0.958,0.92,0.9302,39984,0.9302000000000008,0.9186539622315356,0.9467617829839589,-0.02810782075242324,-0.04250033682599265
JFU,2020-10-08,0.96,0.96,0.932,0.9412,35172,0.9412000000000008,0.9165546826372692,0.9480867256226756,-0.03153204298540635,-0.046098465844385
JFU,2020-10-07,0.9603,0.9603,0.932,0.9494809999999999,47654,0.9494810000000008,0.9120737158440452,0.9486376636724896,-0.0365639478284443,-0.049740071559129656
JFU,2020-10-06,0.9098,0.924,0.9,0.9081,84534,0.9081000000000008,0.9052723914520536,0.9485701967662888,-0.043297805314235216,-0.05303410249180096
JFU,2020-10-05,0.865,0.89,0.865,0.8807,56090,0.8807000000000006,0.9047582808069724,0.951807812507592,-0.04704953170061943,-0.0554681767861924
JFU,2020-10-02,0.96,0.96,0.92,0.9299,351943,0.9299000000000004,0.9091325136809676,0.9574964375081992,-0.04836392382723165,-0.057572838057585576
JFU,2020-10-01,0.872,0.93,0.872,0.92,158810,0.9200000000000004,0.9053566070775072,0.9597041525088552,-0.05434754543134801,-0.059875066615174055
JFU,2020-09-30,0.99,1.01,0.9289,0.9857,734917,0.9857000000000004,0.9026941720006904,0.9628804847095636,-0.0601863127088732,-0.061256946911130566
JFU,2020-09-29,0.8591,0.8798,0.823,0.8601,58970,0.8601000000000003,0.8876022032735431,0.9610549234863286,-0.07345272021278547,-0.06152460546169491
JFU,2020-09-28,0.8453,0.858,0.812,0.8497,57774,0.8497000000000005,0.8926026038687328,0.969131317365235,-0.07652871349650214,-0.05854257677392226
JFU,2020-09-25,0.79,0.85,0.775,0.8,60600,0.8000000000000006,0.9004030772994115,0.9786858227544536,-0.07828274545504221,-0.054046042593277284
JFU,2020-09-24,0.78,0.78,0.72,0.7431,376783,0.7431000000000005,0.9186581822629408,0.99298068857481,-0.07432250631186921,-0.04798686687783608
JFU,2020-09-23,0.872,0.88,0.86,0.875051,59314,0.8750510000000006,0.9505778517652936,1.0129711436607949,-0.06239329189550125,-0.041402957019327793
JFU,2020-09-22,0.8715,0.8779,0.862,0.8696,25684,0.8696000000000006,0.9643100066317106,1.0240047551536584,-0.059694748521947776,-0.03615537330028443
JFU,2020-09-21,0.89,0.91,0.8561,0.8739,145961,0.8739000000000005,0.9815300078374762,1.0363571355659509,-0.05482712772847487,-0.030270529494868588
JFU,2020-09-18,0.91,0.9372,0.905,0.9062,138041,0.9062000000000004,1.0010991001715628,1.0493537064112273,-0.04825460623966449,-0.024131379936467072
JFU,2020-09-17,0.9197,0.9197,0.89,0.9079999999999999,79131,0.9080000000000004,1.0183534820209377,1.0608060029241255,-0.04245252090318785,-0.01810057336066772
JFU,2020-09-16,0.91,0.929,0.8904,0.9055,131558,0.9055000000000004,1.03841775147929,1.0730304831580555,-0.03461273167876544,-0.012012586475037685
JFU,2020-09-15,0.9,0.9162,0.885101,0.9074,127122,0.9074000000000004,1.0625846153846157,1.0864329218106998,-0.023848306426084376,-0.006362550174105745
JFU,2020-09-14,0.9435,0.99,0.94,0.9852,279615,0.9852000000000004,1.0908,1.1007555555555557,-0.009955555555555716,-0.0019911111111111436
JFU,2020-09-11,1.26,1.28,1.0,1.11,2553127,1.1100000000000003,1.11,1.11,0.0,0.0
