Symbol,Date,Open,High,Low,Close,Volume,RIOT SMA,RIOT spanTwelveEMA,RIOT spanTwntySixEMA,RIOT_x,RIOT_y
RIOT,2020-10-29,3.5,3.59,3.44,3.5863,710849,3.5863,3.622929477599997,3.3712907808116834,0.2516386967883131,0.2353263654885362
RIOT,2020-10-28,3.71,3.83,3.5,3.5787,2487796,3.5787,3.6295893826181778,3.354090043276618,0.2754993393415597,0.23124828266359182
RIOT,2020-10-27,4.03,4.03,3.89,3.9283,883971,3.9283,3.638841997639665,3.3361212467387475,0.3027207509009173,0.22018551849409984
RIOT,2020-10-26,3.98,4.03,3.84,3.96,1549321,3.959999999999999,3.5862132699377858,3.288746946477848,0.2974663234599384,0.19955171039239544
RIOT,2020-10-23,3.98,4.01,3.86,3.87,1049084,3.869999999999999,3.5182520462901103,3.235046702196075,0.2832053440940352,0.1750730571255098
RIOT,2020-10-22,4.18,4.26,4.06,4.12,2200418,4.119999999999999,3.454297872888312,3.1842504383717616,0.2700474345165511,0.14803998538337843
RIOT,2020-10-21,3.93,4.06,3.8,4.02,4799367,4.019999999999999,3.3332611225043682,3.109390473441502,0.22387064906286724,0.11753812310008549
RIOT,2020-10-20,3.45,3.72,3.41,3.6689,3341018,3.668899999999999,3.2083995084142547,3.0365417113168216,0.17185779709743265,0.09095499160939026
RIOT,2020-10-19,3.32,3.44,3.26,3.3653,1587757,3.365299999999998,3.124672146307756,2.985953048222168,0.1387190980855877,0.07072929023737955
RIOT,2020-10-16,3.37,3.37,3.25,3.3167,660746,3.316699999999998,3.0809216274546203,2.955605292079942,0.12531633537467934,0.05373183827532739
RIOT,2020-10-15,3.1758,3.2352,3.0757,3.195,517524,3.1949999999999985,3.0380528324463696,2.9267177154463364,0.11133511700003362,0.03583571400048962
RIOT,2020-10-14,3.33,3.49,3.32,3.48,761475,3.479999999999998,3.009516983800255,2.9052551326820426,0.10426185111821253,0.016960863250603732
RIOT,2020-10-13,3.46,3.47,3.22,3.31,1469632,3.3099999999999987,2.9239746172184837,2.8592755432966066,0.06469907392187713,-0.004864383716298461
RIOT,2020-10-12,3.18,3.37,3.16,3.37,2352563,3.37,2.85378818398548,2.823217586760334,0.030570597225145324,-0.02225524812584236
RIOT,2020-10-09,3.15,3.15,3.03,3.0660000000000003,1390311,3.0660000000000003,2.7599314901646586,2.7794749937011622,-0.01954350353650325,-0.03546170946358939
RIOT,2020-10-08,2.77,2.83,2.725,2.75,973266,2.75,2.704282670194597,2.7565529931972543,-0.05227032300265755,-0.03944126094536081
RIOT,2020-10-07,2.57,2.63,2.5473,2.59,322261,2.59,2.695970428411796,2.757077232653035,-0.0611068042412386,-0.03623399543103662
RIOT,2020-10-06,2.66,2.67,2.6,2.6454,221653,2.6454000000000004,2.7152377790321225,2.7704434112652776,-0.05520563223315511,-0.030015793228486014
RIOT,2020-10-05,2.63,2.65,2.57,2.6172,281007,2.617200000000001,2.7279355570379638,2.7804468841665,-0.05251132712853668,-0.023718333477318738
RIOT,2020-10-02,2.53,2.61,2.5,2.585,646365,2.5850000000000013,2.7480692946812293,2.79350663489982,-0.045437340218590805,-0.016520085064514363
RIOT,2020-10-01,2.71,2.74,2.6819,2.72,253742,2.720000000000001,2.777718257350544,2.810187165691806,-0.03246890834126237,-0.00929077127599525
RIOT,2020-09-30,2.73,2.7567,2.675,2.74,166000,2.740000000000001,2.788212485959733,2.81740213894715,-0.029189652987417162,-0.0034962370096785814
RIOT,2020-09-29,2.7,2.7319,2.66,2.72,249781,2.720000000000001,2.7969783924978664,2.8235943100629215,-0.026615917565055547,0.0029271169847560636
RIOT,2020-09-28,2.79,2.79,2.71,2.75,519037,2.7500000000000013,2.8109744638611147,2.831881854867956,-0.020907391006840914,0.010312875622208856
RIOT,2020-09-25,2.66,2.6943,2.6,2.6602,374956,2.660200000000001,2.8220607300176805,2.838432403257392,-0.01637167323971145,0.01811794227947141
RIOT,2020-09-24,2.55,2.55,2.35,2.4911,1017662,2.4911000000000008,2.851489953657259,2.852690995517984,-0.001201041860724672,0.026740346159267122
RIOT,2020-09-23,2.9,2.92,2.85,2.8699,333346,2.869900000000001,2.9170153997767607,2.8816182751594224,0.03539712461733835,0.03372569316426518
RIOT,2020-09-22,2.95,2.96,2.835,2.915,577004,2.9150000000000005,2.9255818360998083,2.882555737172176,0.043026098927632095,0.03330783530099688
RIOT,2020-09-21,2.85,3.03,2.85,2.9401,629590,2.9401,2.9275058062997728,2.8799601961459502,0.04754561015382297,0.030878269394338076
RIOT,2020-09-18,3.03,3.06,2.97,3.0135,320503,3.0135,2.925215952899732,2.8751490118376264,0.0500669410621053,0.02671143420446696
RIOT,2020-09-17,2.92,3.02,2.9,2.99,564543,2.99,2.9091643079724103,2.8640809327846366,0.04508337518777328,0.020872557490057266
RIOT,2020-09-16,3.02,3.03,2.96,3.0291,563216,3.0291,2.894466909421939,2.8540074074074075,0.040459502014531516,0.014819853065628153
RIOT,2020-09-15,3.11,3.13,3.0301,3.04,540836,3.04,2.869988165680473,2.8400000000000003,0.029988165680473244,0.00840994082840231
RIOT,2020-09-14,3.0683,3.0683,2.8737,2.9989999999999997,836045,2.9989999999999997,2.8390769230769237,2.8240000000000003,0.015076923076922988,0.0030153846153846866
RIOT,2020-09-11,2.86,2.9,2.8,2.81,523746,2.81,2.81,2.81,0.0,0.0
