Symbol,Date,Open,High,Low,Close,Volume,NBRV SMA,NBRV spanTwelveEMA,NBRV spanTwntySixEMA,NBRV_x,NBRV_y
NBRV,2021-01-11,2.73,2.78,2.72,2.765,39364,2.765,2.620424295643694,2.781471874497349,-0.16104757885365562,-0.2386073144623158
NBRV,2021-01-08,2.8,2.86,2.76,2.82,253752,2.82,2.5941378039425467,2.7827896244571373,-0.18865182051459015,-0.25799724836448096
NBRV,2021-01-07,2.66,2.68,2.61,2.61,87953,2.61,2.553071950113919,2.7798127944137083,-0.22674084429978916,-0.2753336053269535
NBRV,2021-01-06,2.67,2.67,2.5,2.51,493702,2.51,2.5427213955891768,2.793397817966805,-0.2506764223776279,-0.28748179558374454
NBRV,2021-01-05,2.5,2.55,2.49,2.52,69945,2.52,2.5486707402417546,2.8160696434041497,-0.2673989031623951,-0.2966831388852736
NBRV,2021-01-04,2.47,2.49,2.4,2.435,146289,2.435,2.553883602103892,2.8397552148764817,-0.28587161277258977,-0.3040041978159932
NBRV,2021-01-04,2.47,2.49,2.4,2.435,146289,2.435,2.5754988024864174,2.8721356320666005,-0.2966368295801831,-0.308537344076844
NBRV,2020-12-31,2.51,2.51,2.42,2.4301,59955,2.4301,2.601044039302129,2.907106482631929,-0.30606244332979937,-0.31151247270100924
NBRV,2020-12-30,2.42,2.46,2.395,2.395,61193,2.395,2.6321247737206983,2.945267001242483,-0.31314222752178456,-0.3128749800438116
NBRV,2020-12-29,2.53,2.53,2.41,2.45,166580,2.4500000000000006,2.675238368942644,2.989288361341881,-0.3140499923992377,-0.31280816817431834
NBRV,2020-12-28,2.65,2.68,2.59,2.595,74754,2.5950000000000006,2.716190799659488,3.032431430249232,-0.3162406305897436,-0.31249771211808874
NBRV,2020-12-28,2.65,2.68,2.59,2.595,74754,2.595000000000001,2.738225490506668,3.0674259446691705,-0.32920045416250243,-0.31156198250017486
NBRV,2020-12-24,2.71,2.715,2.65,2.6799,39707,2.6799000000000004,2.7642664887806068,3.1052200202427045,-0.3409535314620973,-0.30715236458459294
NBRV,2020-12-23,2.7,2.72,2.61,2.6981,140204,2.6981,2.7796058503770813,3.1392456218621207,-0.35963977148503945,-0.2987020728652167
NBRV,2020-12-22,2.5,2.5,2.47,2.485,89582,2.4849999999999994,2.794425095900187,3.1745372716110896,-0.3801121757109032,-0.28346764821026105
NBRV,2020-12-21,2.45,2.47,2.44,2.4531,77431,2.4531,2.8506842042456757,3.2297002533399772,-0.3790160490943015,-0.2593065163351006
NBRV,2020-12-18,2.5,2.5,2.44,2.4798,42013,2.4798,2.9229722413812524,3.291828273607176,-0.3688560322259229,-0.22937913314530037
NBRV,2020-12-17,2.38,2.46,2.37,2.44,104569,2.4400000000000004,3.0035490125414803,3.3567905354957497,-0.35324152295426936,-0.19450990837514462
NBRV,2020-12-16,2.37,2.4,2.32,2.3231,149060,2.3231000000000006,3.1060124693672044,3.4301337783354096,-0.3241213089682051,-0.15482700473036343
NBRV,2020-12-15,2.46,2.5,2.42,2.48,216457,2.4800000000000004,3.2483601910703324,3.5186964806022427,-0.2703362895319104,-0.112503428670903
NBRV,2020-12-14,2.58,2.58,2.4466,2.5,506761,2.5000000000000004,3.3880620439922113,3.6017921990504216,-0.21373015505821116,-0.07304521345565115
NBRV,2020-12-11,2.44,2.5,2.31,2.4734,1328513,2.4734,3.5495278701726134,3.689935574974456,-0.14040770480184284,-0.03787397805501137
NBRV,2020-12-10,3.42,3.5,3.39,3.49,48869,3.49,3.7451874829312697,3.787258420972413,-0.04207093804114282,-0.012240546368303618
NBRV,2020-12-09,3.68,3.7,3.61,3.64,70323,3.640000000000001,3.7915852071005913,3.8110390946502055,-0.01945388754961419,-0.004782948450093709
NBRV,2020-12-08,3.85,3.85,3.75,3.76,74696,3.76,3.8191461538461535,3.8247222222222215,-0.005576068376068388,-0.001115213675213589
NBRV,2020-12-07,3.85,3.97,3.8,3.8299,76545,3.8299,3.8299,3.8299,0.0,0.0
