Symbol,Date,Open,High,Low,Close,Volume,ARPO SMA,ARPO spanTwelveEMA,ARPO spanTwntySixEMA,ARPO_x,ARPO_y
ARPO,2021-01-11,1.12,1.12,1.1,1.115,232108,1.115,1.084939853962931,1.200911146475904,-0.115971292512973,-0.14973639059519347
ARPO,2021-01-08,1.14,1.14,1.1,1.11,139041,1.11,1.079474372865282,1.2077840381939762,-0.12830966532869414,-0.15817766511574857
ARPO,2021-01-07,1.12,1.12,1.08,1.0869,189547,1.0869000000000002,1.0739242588407878,1.2156067612494943,-0.1416825024087065,-0.16564466506251216
ARPO,2021-01-06,1.1331,1.19,1.1,1.1002,1251794,1.1002,1.0715650331754765,1.2259033021494536,-0.15433826897397718,-0.17163520572596355
ARPO,2021-01-05,1.04,1.06,1.02,1.0484,260317,1.0484,1.0663586755710175,1.2359595663214098,-0.16960089075039209,-0.17595943991396013
ARPO,2021-01-04,0.9951,1.0,0.972,0.9799,179725,0.9798999999999998,1.069623889311203,1.2509643316271224,-0.18134044231591973,-0.17754907720485205
ARPO,2021-01-04,0.9951,1.0,0.972,0.9799,179725,0.9798999999999998,1.0859373237314214,1.2726494781572923,-0.18671215442587094,-0.17660123592708518
ARPO,2020-12-31,1.0,1.0,0.9602,0.977999,203918,0.9779989999999998,1.1052168371371345,1.2960694364098762,-0.19085259927274167,-0.17407350630238874
ARPO,2020-12-30,0.9696,0.9874,0.9681,0.975,93829,0.9749999999999998,1.1283473529802497,1.321515071322666,-0.19316771834241653,-0.1698787330598005
ARPO,2020-12-29,1.01,1.02,1.01,1.02,238596,1.0199999999999996,1.1562286898857494,1.3492362770284794,-0.19300758714272992,-0.16405648673914655
ARPO,2020-12-28,1.05,1.07,1.04,1.05,120111,1.0499999999999994,1.1809975425922494,1.3755751791907576,-0.19457763659850813,-0.1568187116382507
ARPO,2020-12-28,1.05,1.07,1.04,1.05,120111,1.0499999999999996,1.204815277609022,1.4016211935260183,-0.1968059159169964,-0.14737898039818634
ARPO,2020-12-24,1.09,1.09,1.05,1.06,151257,1.0599999999999994,1.2329635099015714,1.4297508890081,-0.19678737910652844,-0.13502224651848382
ARPO,2020-12-23,1.03,1.04,1.01,1.0242,209658,1.0241999999999991,1.264411420792766,1.459330960128748,-0.19491953933598166,-0.1195809633714726
ARPO,2020-12-22,1.05,1.06,1.02,1.0246,312686,1.024599999999999,1.3080862245732692,1.4941414369390476,-0.1860552123657784,-0.1007463193803452
ARPO,2020-12-21,1.0,1.05,1.0,1.04,1972281,1.0399999999999991,1.359629174495682,1.531704751894171,-0.17207557739848944,-0.0794190961339869
ARPO,2020-12-18,1.0,1.025,1.0,1.0116,339634,1.0115999999999992,1.4177435698585332,1.571041132045705,-0.15329756218717172,-0.056254975817861375
ARPO,2020-12-17,1.04,1.05,1.04,1.04,201977,1.0399999999999991,1.4915878552873574,1.6157964226093613,-0.12420856732200393,-0.03199432922553378
ARPO,2020-12-16,1.08,1.08,1.02,1.0389,1228446,1.038899999999999,1.5736947380668769,1.6618601364181105,-0.08816539835123316,-0.008940769701416244
ARPO,2020-12-15,1.21,1.2102,1.13,1.13,921354,1.129999999999999,1.6709301449881275,1.711696947331559,-0.04076680234343155,0.010865387461038097
ARPO,2020-12-14,1.22,1.25,1.13,1.1402,5609212,1.1401999999999992,1.7692810804405146,1.758232703118084,0.01104837732243058,0.023773434912155507
ARPO,2020-12-11,2.13,2.2640000000000002,2.1,2.1909,251774,2.190899999999999,1.8836594587024265,1.8076753193675308,0.07598413933489567,0.026954699309586737
ARPO,2020-12-10,1.99,2.1,1.98,2.0903,301044,2.090299999999999,1.827797542102868,1.7770173449169333,0.050780197185934295,0.014697339303259498
ARPO,2020-12-09,2.3,2.31,2.04,2.075,885482,2.075,1.7800698224852072,1.751954732510288,0.028115089974919183,0.005676624832590686
ARPO,2020-12-08,1.75,1.77,1.72,1.73,128938,1.729999999999999,1.726446153846154,1.7261111111111112,0.000335042735042812,6.700854700856241e-05
ARPO,2020-12-07,1.81,1.82,1.7203,1.7258,230799,1.7257999999999991,1.7258,1.7258,0.0,0.0
