Symbol,Date,Open,High,Low,Close,Volume,ADTX SMA,ADTX spanTwelveEMA,ADTX spanTwntySixEMA,ADTX_x,ADTX_y
ADTX,2021-01-11,2.3,2.315,2.2598,2.3114,29086,2.3114,2.191270542362096,2.1473354041875643,0.04393513817453165,0.03424977113060675
ADTX,2021-01-08,2.36,2.38,2.3,2.3,168298,2.3,2.169428822791568,2.134210236522569,0.035218586268998216,0.03182842936962553
ADTX,2021-01-07,2.17,2.245,2.1567,2.2445,87230,2.2444999999999995,2.145688608753671,2.120947055444375,0.024741553309295842,0.030980890144782138
ADTX,2021-01-06,2.09,2.125,2.08,2.125,25701,2.125,2.127722901254338,2.111062819879925,0.016660081374413327,0.03254072435365371
ADTX,2021-01-05,2.08,2.0896,2.07,2.08,26274,2.08,2.1282179742096723,2.1099478454703187,0.01827012873935363,0.036510885098463806
ADTX,2021-01-04,2.08,2.1099,2.0619,2.075,60548,2.075,2.1369848786114307,2.112343673107944,0.024641205503487033,0.041071074188241345
ADTX,2021-01-04,2.08,2.1099,2.0619,2.075,60548,2.075,2.148254856540782,2.1153311669565795,0.032923689584202435,0.04517854135943003
ADTX,2020-12-31,2.12,2.145,2.115,2.14,12206,2.14,2.1615739213663785,2.118557660313106,0.0430162610532725,0.04824225430323692
ADTX,2020-12-30,2.14,2.2,2.13,2.195,59601,2.194999999999999,2.1654964525239015,2.1168422731381544,0.04865417938574757,0.04954875261572802
ADTX,2020-12-29,2.2,2.2,2.09,2.136,99830,2.136,2.1601321711646118,2.110589654989207,0.0495425161754044,0.04977239592322324
ADTX,2020-12-28,2.2,2.24,2.1551,2.24,101648,2.24,2.164519838649086,2.108556827388344,0.05596301126074232,0.04982986586017783
ADTX,2020-12-28,2.2,2.24,2.1551,2.24,101648,2.24,2.15079617294892,2.0980413735794112,0.05275479936950856,0.04829657951003682
ADTX,2020-12-24,2.21,2.255,2.195,2.25,52369,2.249999999999999,2.1345772953032687,2.0866846834657644,0.04789261183750471,0.04718202454516888
ADTX,2020-12-23,2.22,2.23,2.13,2.191,101036,2.190999999999999,2.1135913489947717,2.073619458143025,0.039971890851747016,0.047004377722085024
ADTX,2020-12-22,2.12,2.13,2.03,2.1,104641,2.0999999999999988,2.0995170488120034,2.0642290147944666,0.03528803401753633,0.048762499439669635
ADTX,2020-12-21,2.01,2.04,2.01,2.01,35861,2.0099999999999985,2.099429239505095,2.061367335978024,0.03806190352707084,0.052131115795202854
ADTX,2020-12-18,2.01,2.025,2.0,2.005,54470,2.004999999999999,2.1156891012332943,2.0654767228562663,0.050212378377028084,0.055648418862235746
ADTX,2020-12-17,1.97,2.06,1.97,2.05,94017,2.049999999999999,2.135814392366621,2.070314860684768,0.06549953168185317,0.05700742898353766
ADTX,2020-12-16,2.03,2.07,2.01,2.06,123466,2.06,2.151417009160552,2.071940049539549,0.07947695962100276,0.054884403308958885
ADTX,2020-12-15,2.2,2.23,2.1,2.1127,124846,2.112699999999999,2.168038283553379,2.072895253502713,0.09514303005066617,0.048736264230947915
ADTX,2020-12-14,2.53,2.59,2.45,2.4564,326436,2.456399999999999,2.1780997896539933,2.06971087378293,0.10838891587106314,0.03713457277601835
ADTX,2020-12-11,2.4,3.03,2.4,2.97,3022503,2.97,2.127499751409265,2.0387757436855645,0.08872400772370037,0.019320987002257147
ADTX,2020-12-10,2.04,2.09,2.0,2.08,99835,2.0799999999999987,1.9743178880291308,1.9642778031804096,0.010040084848721207,0.0019702318218963433
ADTX,2020-12-09,1.97,1.97,1.94,1.9599,35328,1.9598999999999984,1.9551029585798816,1.9550200274348424,8.293114503943322e-05,-4.723143480987347e-05
ADTX,2020-12-08,1.97,1.97,1.92,1.95,39052,1.9499999999999984,1.9542307692307688,1.9546296296296295,-0.000398860398860501,-7.977207977214463e-05
ADTX,2020-12-07,2.0,2.0,1.94,1.955,85661,1.9549999999999983,1.955,1.955,0.0,0.0
