Symbol,Date,Open,High,Low,Close,Volume,RMTI SMA,RMTI spanTwelveEMA,RMTI spanTwntySixEMA,RMTI_x,RMTI_y
RMTI,2021-01-11,1.1,1.11,1.075,1.09,494920,1.09,1.0562227248768208,1.0760089073319954,-0.01978618245517461,-0.0367849177953247
RMTI,2021-01-08,1.08,1.1,1.08,1.0801,101610,1.0801,1.0500814021271518,1.074889619918555,-0.024808217791403075,-0.04103460163036222
RMTI,2021-01-07,1.08,1.11,1.07,1.1,85343,1.1000000000000003,1.0446234752411794,1.0744727895120394,-0.02984931427086002,-0.045091197590102
RMTI,2021-01-06,1.05,1.09,1.05,1.085,115326,1.0850000000000004,1.034555016194121,1.0724306126730023,-0.0378755964788815,-0.048901668419912496
RMTI,2021-01-05,1.0111,1.05,1.0111,1.045,203603,1.0450000000000004,1.0253832009566886,1.0714250616868428,-0.04604186073015426,-0.051658186405170295
RMTI,2021-01-04,1.04,1.04,1.0176,1.025,132557,1.0250000000000004,1.0218165102215409,1.07353906662179,-0.05172255640024903,-0.0530622678239243
RMTI,2021-01-04,1.04,1.04,1.0176,1.025,132557,1.0250000000000004,1.0212376938981849,1.0774221919515334,-0.056184498053348575,-0.05339719567984306
RMTI,2020-12-31,0.98,1.005,0.9759,0.9865,83615,0.9865000000000004,1.0205536382433094,1.0816159673076557,-0.06106232906434661,-0.05270037008646667
RMTI,2020-12-30,0.9247,0.97,0.924,0.962499,302598,0.9624990000000004,1.026745208833002,1.0892252446922683,-0.06248003585926633,-0.05060988034199674
RMTI,2020-12-29,0.96,0.97,0.9447,0.9447,210854,0.9447000000000004,1.0384263377117295,1.0993633442676498,-0.06093700655592028,-0.047642341462679344
RMTI,2020-12-28,1.01,1.02,0.9705,1.005,325312,1.0050000000000003,1.055467490022953,1.1117364118090618,-0.05626892178610876,-0.04431867518936911
RMTI,2020-12-28,1.01,1.02,0.9705,1.005,325312,1.0050000000000003,1.0646433972998537,1.1202753247537869,-0.055631927453932965,-0.04133111354018419
RMTI,2020-12-24,1.02,1.03,1.0,1.02,86166,1.0200000000000005,1.0754876513543723,1.1294973507340895,-0.054009699379717,-0.037755910061746945
RMTI,2020-12-23,1.0,1.02,0.9914,0.9999,134499,0.9999000000000008,1.0855763152369855,1.1382571387928166,-0.05268082355583115,-0.03369246273225437
RMTI,2020-12-22,1.01,1.03,1.0,1.015,136390,1.0150000000000008,1.1011538270982557,1.149325709896242,-0.04817188279798645,-0.02894537252636017
RMTI,2020-12-21,1.0290000000000001,1.03,1.0,1.02,138164,1.0200000000000011,1.1168181592979385,1.1600717666879412,-0.04325360739000295,-0.024138744958453653
RMTI,2020-12-18,1.07,1.07,1.03,1.05,278978,1.0500000000000012,1.1344214609884724,1.1712775080229765,-0.03685604703450407,-0.019360029350566382
RMTI,2020-12-17,1.04,1.07,1.02,1.07,129645,1.070000000000001,1.149770817531831,1.1809797086648146,-0.031208891132983533,-0.014986024929581957
RMTI,2020-12-16,1.09,1.1,1.05,1.055,212327,1.0550000000000008,1.1642746025376185,1.1898580853579996,-0.025583482820381143,-0.010930308378731563
RMTI,2020-12-15,1.14,1.15,1.12,1.15,79046,1.150000000000001,1.1841427120899128,1.2006467321866396,-0.0165040200967268,-0.007267014768319168
RMTI,2020-12-14,1.15,1.15,1.125,1.135,123038,1.1350000000000011,1.1903504779244425,1.2046984707615709,-0.014347992837128174,-0.00495776343621726
RMTI,2020-12-11,1.1604,1.19,1.13,1.135,218105,1.1350000000000011,1.2004142011834322,1.2102743484224965,-0.009860147239064476,-0.002610206085989475
RMTI,2020-12-10,1.17,1.18,1.1,1.17,366147,1.1700000000000017,1.2123076923076923,1.2162962962962962,-0.0039886039886039,-0.0007977207977207801
RMTI,2020-12-09,1.23,1.24,1.21,1.22,140533,1.2200000000000015,1.22,1.22,0.0,0.0
RMTI,2020-12-08,1.25,1.26,1.22,1.22,259489,1.2200000000000013,1.22,1.22,0.0,0.0
RMTI,2020-12-07,1.18,1.235,1.17,1.22,519224,1.2200000000000013,1.22,1.22,0.0,0.0
