Symbol,Date,Open,High,Low,Close,Volume,HBM SMA,HBM spanTwelveEMA,HBM spanTwntySixEMA,HBM_x,HBM_y
HBM,2021-07-13,6.73,6.83,6.72,6.82,31362,6.82,6.693369140081746,6.797112950884972,-0.103743810803226,-0.17202841557842896
HBM,2021-07-12,6.76,6.83,6.76,6.82,32939,6.82,6.670345347369336,6.79528198695577,-0.1249366395864335,-0.18909956677222967
HBM,2021-07-09,6.74,6.7585,6.72,6.72,20796,6.72,6.643135410527397,6.793304545912231,-0.150169135384834,-0.2051402985686787
HBM,2021-07-08,6.54,6.595,6.5,6.55,28327,6.55,6.629160030623288,6.79916890958521,-0.170008878961922,-0.21888308936463985
HBM,2021-07-07,6.4,6.55,6.4,6.52,55290,6.52,6.643552763463886,6.819102422352027,-0.1755496588881415,-0.23110164196531927
HBM,2021-07-06,6.73,6.77,6.73,6.75,10191,6.75,6.666016902275502,6.843030616140189,-0.177013713864687,-0.24498963773461369
HBM,2021-07-06,6.73,6.77,6.73,6.75,10191,6.75,6.650747248143776,6.850473065431404,-0.1997258172876286,-0.26198361870209536
HBM,2021-07-02,6.7,6.76,6.67,6.68,32250,6.68,6.632701293260826,6.858510910665917,-0.2258096174050905,-0.277548069055712
HBM,2021-07-01,6.69,6.73,6.69,6.72,8983,6.72,6.624101528399159,6.87279178351919,-0.2486902551200316,-0.29048268196836735
HBM,2021-06-30,6.43,6.48,6.43,6.48,16005,6.48,6.606665442653551,6.8850151262007255,-0.2783496835471748,-0.3009307886804513
HBM,2021-06-29,6.53,6.55,6.5,6.51,22726,6.51,6.629695523136014,6.917416336296783,-0.2877208131607682,-0.30657606496377043
HBM,2021-06-28,6.72,6.72,6.6792,6.68,16797,6.68,6.6514583455243805,6.950009643200525,-0.2985512976761448,-0.31128987791452095
HBM,2021-06-25,6.65,6.71,6.63,6.7099,42672,6.7099,6.646268953801541,6.971610414656568,-0.3253414608550269,-0.314474522974115
HBM,2021-06-24,6.62,6.67,6.6,6.6183,26166,6.6183,6.634699672674548,6.992547247829093,-0.3578475751545458,-0.31175778850388697
HBM,2021-06-23,6.44,6.49,6.3999,6.46,91551,6.46,6.637681431342647,7.022487027655421,-0.3848055963127743,-0.30023534184122247
HBM,2021-06-22,6.24,6.25,6.21,6.23,21492,6.23,6.669987146132218,7.067485989867855,-0.3974988437356366,-0.2790927782233345
HBM,2021-06-21,6.13,6.13,6.12,6.12,12854,6.12,6.749984809065349,7.134484869057284,-0.3845000599919341,-0.24949126184525894
HBM,2021-06-18,6.11,6.11,6.04,6.07,22269,6.07,6.864527501622685,7.215643658581866,-0.3511161569591809,-0.21573906230858986
HBM,2021-06-17,6.43,6.43,6.3,6.35,142160,6.35,7.0089870473722655,7.307295151268416,-0.2983081038961508,-0.18189478864594205
HBM,2021-06-16,6.51,6.51,6.37,6.45,64952,6.45,7.128802874167223,7.383878763369889,-0.2550758892026668,-0.15279145983338988
HBM,2021-06-15,6.82,6.83,6.74,6.75,46442,6.75,7.252221578561263,7.45858906443948,-0.2063674858782169,-0.1272203524910709
HBM,2021-06-14,7.13,7.2,7.06,7.11,26880,7.11,7.343534592845129,7.515276189594639,-0.1717415967495092,-0.10743356914428437
HBM,2021-06-11,7.2,7.24,7.17,7.18,30737,7.18,7.385995427907881,7.54769828476221,-0.1617028568543288,-0.09135656224297813
HBM,2021-06-10,7.05,7.07,6.97,7.0,47445,7.0,7.4234491420729505,7.577114147543186,-0.1536650054702359,-0.07376998859014045
HBM,2021-06-09,7.11,7.11,6.97,7.08,58608,7.08,7.500439895177124,7.623283279346642,-0.122843384169518,-0.053796234370116776
HBM,2021-06-08,7.25,7.26,7.11,7.18,39876,7.18,7.576883512482055,7.666745941694373,-0.0898624292123173,-0.036534446920266465
HBM,2021-06-07,7.49,7.52,7.46,7.47,32001,7.47,7.649044151115157,7.705685617029923,-0.0566414659147662,-0.023202451347253523
HBM,2021-06-04,7.5,7.61,7.5,7.61,16878,7.61,7.681597633136095,7.724540466392317,-0.0429428332562222,-0.014842697705375336
HBM,2021-06-03,7.42,7.42,7.2427,7.28,151053,7.28,7.694615384615385,7.733703703703703,-0.039088319088318,-0.0078176638176636
HBM,2021-06-02,7.78,7.782,7.7,7.77,39349,7.77,7.77,7.77,0.0,0.0
