Symbol,Date,Open,High,Low,Close,Volume,GENE SMA,GENE spanTwelveEMA,GENE spanTwntySixEMA,GENE_x,GENE_y
GENE,2021-07-13,3.66,3.66,3.6392,3.6392,1657,3.6392,3.9967082473953353,4.039112606187503,-0.0424043587921678,0.02502594115004371
GENE,2021-07-12,3.84,3.84,3.84,3.84,2183,3.84,4.06170974692176,4.071105614682503,-0.0093958677607437,0.041883516135596606
GENE,2021-07-09,4.0,4.0,3.94,3.9999,3154,3.9999,4.102020609998443,4.089594063857104,0.0124265461413397,0.054703362109681686
GENE,2021-07-08,3.78,3.8316,3.75,3.805,2197,3.805,4.120587993634524,4.096769588965672,0.0238184046688516,0.06527256610176717
GENE,2021-07-07,4.08,4.08,4.08,4.08,269,4.08,4.1779676288408005,4.120111156082926,0.0578564727578747,0.07563610645999581
GENE,2021-07-06,4.2,4.21,4.18,4.21,2145,4.21,4.195779924993674,4.12332004856956,0.072459876424114,0.08008101488552608
GENE,2021-07-06,4.2,4.21,4.18,4.21,2145,4.21,4.193194456810706,4.116385652455125,0.076808804355581,0.08198629950087907
GENE,2021-07-02,4.28,4.28,4.28,4.28,461,4.28,4.190138903503562,4.108896504651534,0.0812423988520274,0.08328067328720358
GENE,2021-07-01,4.24,4.24,4.21,4.2104,2289,4.2104,4.173800522322392,4.095208225023657,0.0785922972987345,0.08379024189599761
GENE,2021-06-30,4.22,4.22,4.2,4.2,741,4.2,4.167146071835553,4.08599288302555,0.0811531888100036,0.08508972804531316
GENE,2021-06-29,4.29,4.29,4.2237,4.2237,4469,4.2237,4.161172630351108,4.076872313667594,0.0843003166835139,0.08607386285414054
GENE,2021-06-28,4.27,4.35,4.27,4.28,4971,4.28,4.149804017687673,4.065126098761001,0.0846779189266717,0.08651724939679718
GENE,2021-06-25,4.19,4.19,4.16,4.1799,2561,4.1799,4.126132020903613,4.0479361866618815,0.0781958342417317,0.08697708201432854
GENE,2021-06-24,4.1,4.1033,4.1,4.1033,1245,4.1033,4.11635602470427,4.037379081594832,0.0789769431094384,0.08917239395747772
GENE,2021-06-23,4.06,4.08,4.06,4.08,9897,4.08,4.118729847377774,4.032105408122418,0.0866244392553561,0.09172125666948752
GENE,2021-06-22,4.12,4.1201,4.12,4.1201,2462,4.1201,4.125771637810097,4.028273840772211,0.0974977970378851,0.09299546102302036
GENE,2021-06-21,4.18,4.18,4.18,4.18,1526,4.18,4.12680284468466,4.020927748033989,0.1058750966506707,0.09186987701930416
GENE,2021-06-18,4.13,4.13,4.1201,4.1201,7288,4.1201,4.117130634627325,4.008201967876708,0.108928666750617,0.08836857211146251
GENE,2021-06-17,4.14,4.14,4.14,4.14,1914,4.14,4.116590750014112,3.999250125306845,0.1173406247072663,0.08322854845167386
GENE,2021-06-16,4.05,4.0992,4.05,4.0992,2592,4.0992,4.11233452274395,3.987990135331393,0.1243443874125569,0.07470052938777562
GENE,2021-06-15,4.27,4.282,4.27,4.2768,3606,4.2768,4.1147226177883045,3.9790933461579048,0.1356292716303997,0.06228956488158028
GENE,2021-06-14,4.45,4.4923,4.4212,4.4923,11473,4.4923,4.085254002840724,3.9552768138505368,0.1299771889901873,0.043954638194375416
GENE,2021-06-11,4.76,4.8,4.76,4.7699,60331,4.7699,4.0112456397208565,3.91231495895858,0.0989306807622769,0.022449000495422446
GENE,2021-06-10,4.24,4.28,4.21,4.21,20715,4.21,3.8733084833064666,3.843708155675266,0.0296003276312006,0.003328580428708927
GENE,2021-06-09,3.85,3.85,3.8396,3.8396,4145,3.8396,3.812091843907642,3.814404808129288,-0.0023129642216455,-0.0032393563719140123
GENE,2021-06-08,3.8,3.8,3.8,3.8,1617,3.8,3.8070903609817583,3.812389192779631,-0.0052988317978726,-0.0034709544094810273
GENE,2021-06-07,3.83,3.83,3.83,3.83,1105,3.83,3.808379517523896,3.8133803282020016,-0.0050008106781054,-0.003013985062383132
GENE,2021-06-04,3.79,3.79,3.785,3.785,3365,3.785,3.804448520710059,3.8120507544581614,-0.0076022337481025,-0.0025172786584525576
GENE,2021-06-03,3.75,3.75,3.7419,3.7419,3586,3.7419,3.807984615384615,3.8142148148148154,-0.0062301994301994,-0.0012460398860400625
GENE,2021-06-02,3.78,3.82,3.77,3.82,2007,3.82,3.82,3.82,0.0,0.0
