Symbol,Date,Open,High,Low,Close,Volume,CERS SMA,CERS spanTwelveEMA,CERS spanTwntySixEMA,CERS_x,CERS_y
CERS,2021-07-13,5.11,5.13,5.11,5.12,8684,5.12,5.435100454458654,5.57223372221037,-0.1371332677517163,-0.06174597684664662
CERS,2021-07-12,5.26,5.27,5.23,5.24,28065,5.24,5.492391446178409,5.608412419987199,-0.1160209738087898,-0.0428991541203792
CERS,2021-07-09,5.25,5.25,5.18,5.18,26941,5.18,5.538280800029029,5.637885413586175,-0.0996046135571457,-0.02461869919827653
CERS,2021-07-08,5.11,5.12,5.05,5.06,85363,5.06,5.603422763670671,5.674516246673068,-0.0710934830023974,-0.005872220608559214
CERS,2021-07-07,5.46,5.46,5.43,5.44,16342,5.44,5.702226902519884,5.723677546406914,-0.0214506438870296,0.010433094989900353
CERS,2021-07-06,5.59,5.59,5.56,5.57,27708,5.57,5.749904521159863,5.746371750119467,0.0035327710403958,0.018404029709132855
CERS,2021-07-06,5.59,5.59,5.56,5.57,27708,5.57,5.78261443409802,5.760481490129024,0.0221329439689954,0.022121844376317104
CERS,2021-07-02,6.1244,6.1244,5.92,6.03,25923,6.03,5.821271603934023,5.775720009339346,0.0455515945946771,0.022119069478147294
CERS,2021-07-01,5.91,5.95,5.895,5.94,96511,5.94,5.783320986467482,5.755377610086494,0.0279433763809873,0.016260938199014825
CERS,2021-06-30,5.67,5.73,5.67,5.71,26691,5.71,5.754833893097933,5.740607818893413,0.0142260742045197,0.0133403286535217
CERS,2021-06-29,5.77,5.78,5.76,5.77,9105,5.77,5.762985510024831,5.743056444404886,0.0199290656199444,0.013118892265772196
CERS,2021-06-28,5.86,5.89,5.85,5.865,23292,5.865,5.761710148211164,5.740900959957278,0.0208091882538861,0.01141634892722913
CERS,2021-06-25,5.78,5.82,5.76,5.8,21412,5.8,5.742930175158649,5.73097303675386,0.0119571384047887,0.009068139095564885
CERS,2021-06-24,5.71,5.765,5.71,5.75,17477,5.75,5.732553843369312,5.7254508796941685,0.0071029636751429,0.00834588926825892
CERS,2021-06-23,5.62,5.66,5.62,5.64,28316,5.64,5.7293818148910045,5.723486950069702,0.0058948648213021,0.008656620666537688
CERS,2021-06-22,5.69,5.69,5.67,5.67,11317,5.67,5.745633053962096,5.730165906075279,0.0154671478868166,0.00934705962784656
CERS,2021-06-21,5.75,5.83,5.7,5.755,20837,5.755,5.759384518318841,5.734979178561302,0.0244053397575392,0.007817037563104028
CERS,2021-06-18,5.83,5.895,5.83,5.88,188327,5.88,5.760181703467722,5.733377512846205,0.0268041906215161,0.0036699620144952276
CERS,2021-06-17,5.75,5.75,5.73,5.74,13879,5.74,5.738396558643671,5.721647713873902,0.0167488447697685,-0.0021135951372602325
CERS,2021-06-16,5.8,5.8,5.759,5.759,8469,5.759,5.7381050238516105,5.720179530983814,0.0179254928677963,-0.006829205114017432
CERS,2021-06-15,5.9,5.9,5.8501,5.8501,15737,5.8501,5.734305937279176,5.71707389346252,0.0172320438166559,-0.01301787960947087
CERS,2021-06-14,5.98,6.0,5.97,5.98,27704,5.98,5.713252471329936,5.7064318049395215,0.0068206663904142,-0.020580360466002583
CERS,2021-06-11,5.83,5.84,5.825,5.83,15715,5.83,5.664752920662652,5.684546349334683,-0.0197934286720311,-0.027430617180106785
CERS,2021-06-10,5.64,5.64,5.63,5.63,10912,5.63,5.63470799714677,5.672910057281458,-0.0382020601346875,-0.02933991430712569
CERS,2021-06-09,5.67,5.71,5.67,5.7,25470,5.7,5.635563996628001,5.676342861863974,-0.040778865235973,-0.027124377850235235
CERS,2021-06-08,5.57,5.61,5.57,5.607,21232,5.607,5.623848359651273,5.674450290813091,-0.0506019311618182,-0.02371075600380077
CERS,2021-06-07,5.29,5.38,5.28,5.38,73048,5.38,5.626911697769686,5.679846314078139,-0.0529346163084527,-0.01698796221429641
CERS,2021-06-04,5.45,5.48,5.425,5.43,50148,5.43,5.671804733727811,5.70383401920439,-0.0320292854765789,-0.008001298690757323
CERS,2021-06-03,5.59,5.65,5.59,5.61,45410,5.61,5.715769230769231,5.725740740740741,-0.0099715099715096,-0.001994301994301928
CERS,2021-06-02,5.73,5.75,5.72,5.735,28075,5.735,5.735,5.735,0.0,0.0
