Symbol,Date,Open,High,Low,Close,Volume,AEZS SMA,AEZS spanTwelveEMA,AEZS spanTwntySixEMA,AEZS_x,AEZS_y
AEZS,2020-09-14,0.3756,0.3769,0.34,0.3521,784966,0.3521,0.4016337685903796,0.43139587688577147,-0.029762108295391887,-0.020086622006359158
AEZS,2020-09-11,0.38,0.385,0.38,0.3847,227264,0.3847,0.4106399083340849,0.4377395470366332,-0.027099638702548282,-0.017667750434100973
AEZS,2020-09-10,0.39,0.39,0.376,0.38,533558,0.38,0.41535625530391856,0.4419827107995639,-0.026626455495645296,-0.015309778366989147
AEZS,2020-09-09,0.3744,0.3849,0.37,0.3744,275003,0.3744,0.4217846653591765,0.44694132766352895,-0.025156662304352484,-0.012480609084825095
AEZS,2020-09-08,0.3799,0.3841,0.3651,0.37440999999999997,769813,0.37440999999999997,0.43040005906084494,0.4527446338766113,-0.02234457481576635,-0.009311595779943262
AEZS,2020-09-08,0.3799,0.3841,0.3651,0.37440999999999997,769813,0.37440999999999997,0.4405800697991804,0.4590114045867402,-0.018431334787559817,-0.006053351020987488
AEZS,2020-09-04,0.4,0.4095,0.396,0.4,741229,0.4000000000000001,0.4526109915808495,0.4657795169536794,-0.013168525372829865,-0.002958855079344406
AEZS,2020-09-03,0.423,0.4363,0.423,0.4270000000000001,517120,0.42700000000000016,0.4621766264137312,0.4710418783099738,-0.008865251896242543,-0.0004064375059730271
AEZS,2020-09-02,0.43,0.4398,0.4270000000000001,0.4282,342051,0.42820000000000014,0.4685723766707732,0.4745652285747716,-0.0059928519039983965,0.0017082660915943657
AEZS,2020-09-01,0.455,0.46,0.4402,0.44709899999999997,847639,0.447099,0.47591280879273207,0.4782744468607533,-0.00236163806802131,0.0036335455904925565
AEZS,2020-08-31,0.467,0.467,0.4572,0.4649,299541,0.4649,0.4811516831186834,0.4807684826096136,0.0003832005090697588,0.00513234150512101
AEZS,2020-08-28,0.46,0.46,0.4521,0.455,451964,0.4550000000000001,0.4841065345948076,0.4820379612183826,0.0020685733764249647,0.0063196267541338075
AEZS,2020-08-27,0.49,0.49,0.4815,0.485,469994,0.485,0.4893986317938636,0.4842009981158533,0.005197633678010238,0.007382390098561004
AEZS,2020-08-26,0.493,0.4999,0.4819,0.4889,271272,0.4889,0.4901983830291115,0.4841370779651216,0.00606130506398994,0.007928579203698681
AEZS,2020-08-25,0.462,0.4698,0.46,0.4688,222564,0.4688,0.4904344526707681,0.4837560442023313,0.006678408468436814,0.00839539773862588
AEZS,2020-08-24,0.4907,0.4907,0.475,0.48200000000000004,998026,0.4820000000000001,0.4943679895199987,0.4849525277385178,0.009415461781480894,0.008824645056173159
