Symbol,Date,Open,High,Low,Close,Volume,PHX SMA,PHX spanTwelveEMA,PHX spanTwntySixEMA,PHX_x,PHX_y
PHX,2020-09-14,1.82,1.82,1.7993,1.7993,1876,1.7993,1.8652469311110649,1.9930212297569156,-0.12777429864585074,-0.12197941369016485
PHX,2020-09-11,1.77,1.77,1.73,1.73,2873,1.7300000000000002,1.8772372822221672,2.0085189281374687,-0.13128164591530145,-0.12053069245124337
PHX,2020-09-10,1.78,1.81,1.75,1.7866,12954,1.7866000000000004,1.904007697171652,2.0308004423884656,-0.12679274521681386,-0.11784295408522884
PHX,2020-09-09,1.92,1.92,1.82,1.84,15893,1.8400000000000007,1.9253545512028616,2.050336477779543,-0.1249819265766816,-0.11560550630233263
PHX,2020-09-08,1.89,1.91,1.82,1.82,27517,1.820000000000001,1.9408735605124727,2.0671633960019067,-0.12628983548943395,-0.11326140123374538
PHX,2020-09-08,1.89,1.91,1.82,1.82,27517,1.820000000000001,1.9628505715147404,2.0869364676820594,-0.12408589616731902,-0.11000429266982323
PHX,2020-09-04,1.97,2.0,1.93,1.964,37984,1.9640000000000009,1.9888234026992384,2.1082913850966243,-0.11946798239738565,-0.10648389179544929
PHX,2020-09-03,2.04,2.2,1.8693,1.92,463656,1.9200000000000004,1.9933367486445543,2.1198346959043537,-0.12649794725979954,-0.10323786914496513
PHX,2020-09-02,1.8,1.8201,1.8,1.81,14728,1.8100000000000005,2.0066707029435644,2.1358214715767025,-0.12915076863313812,-0.09742284961625657
PHX,2020-09-01,1.89,1.89,1.8,1.8301,15989,1.8301000000000005,2.042429012569667,2.161887189302839,-0.11945817673317195,-0.08949086986203617
PHX,2020-08-31,1.91,1.93,1.87,1.88,10468,1.88,2.0810342875823338,2.188430164447066,-0.10739587686473227,-0.0819990431442522
PHX,2020-08-28,1.95,2.08,1.87,1.9,178505,1.9000000000000004,2.1175859762336677,2.2131045776028317,-0.095518601369164,-0.07564983471413218
PHX,2020-08-27,2.22,2.22,2.15,2.15,7515,2.150000000000001,2.1571470628216067,2.2381529438110577,-0.08100588098945094,-0.07068264305037422
PHX,2020-08-26,2.11,2.11,2.0773,2.0773,3713,2.077300000000001,2.158446528789172,2.245205179315942,-0.08675865052677034,-0.06810183356560505
PHX,2020-08-25,2.02,2.05,2.01,2.05,8114,2.0500000000000016,2.173200443114476,2.2586375936612173,-0.08543715054674195,-0.06343762932531383
PHX,2020-08-24,2.07,2.1,2.05,2.07,19994,2.0700000000000007,2.1956005236807434,2.2753286011541145,-0.07972807747337107,-0.057937749019956894
PHX,2020-08-21,2.13,2.13,2.07,2.11,5936,2.1100000000000017,2.218436982531788,2.291754889246444,-0.0733179067146561,-0.052490166906603346
PHX,2020-08-20,2.12,2.134,2.0725,2.1092,16545,2.1092000000000017,2.238152797537567,2.306295280386159,-0.06814248284859215,-0.04728323195459015
PHX,2020-08-19,2.15,2.1708,2.15,2.16,6433,2.160000000000001,2.261598760726216,2.3220629028170516,-0.0604641420908365,-0.04206841923108965
PHX,2020-08-18,2.15,2.19,2.15,2.1701,6495,2.170100000000001,2.280071262676437,2.335027935042416,-0.05495667236597957,-0.03746948851615316
PHX,2020-08-17,2.2,2.2,2.11,2.15,32218,2.1500000000000017,2.300066037708516,2.348222169845809,-0.0481561321372932,-0.03309769255369667
PHX,2020-08-14,2.21,2.29,2.15,2.2081,25159,2.208100000000002,2.327350771837337,2.364079943433474,-0.03672917159613665,-0.029333082657797646
PHX,2020-08-13,2.34,2.34,2.26,2.2968,7255,2.296800000000003,2.3490327303532164,2.376558338908152,-0.027525608554935577,-0.027484060423212893
PHX,2020-08-12,2.41,2.41,2.3,2.31,7923,2.310000000000003,2.358529590417437,2.382939006020804,-0.024409415603366732,-0.02747367339028222
PHX,2020-08-11,2.43,2.48,2.42,2.45,5333,2.450000000000004,2.3673531523115168,2.388774126502468,-0.02142097419095146,-0.02823973783701098
PHX,2020-08-10,2.39,2.4,2.36,2.3718,3922,2.371800000000003,2.352326452731792,2.3838760566226656,-0.031549603890873364,-0.02994442874852597
PHX,2020-08-07,2.32,2.32,2.27,2.3,7128,2.300000000000003,2.348785807773936,2.384842141152479,-0.03605633337854286,-0.029543134962939123
PHX,2020-08-06,2.37,2.4399,2.3301,2.38,8081,2.3800000000000034,2.3576559546419245,2.391629512444677,-0.03397355780275246,-0.027914835359038184
PHX,2020-08-05,2.42,2.44,2.4,2.42,11433,2.4200000000000035,2.353593400940456,2.392559873440251,-0.03896647249979512,-0.02640015474810961
PHX,2020-08-04,2.22,2.2899,2.22,2.25,5192,2.250000000000004,2.3415194738387206,2.390364663315471,-0.04884518947675032,-0.023258575310188233
PHX,2020-08-03,2.25,2.279,2.2,2.23,45162,2.230000000000004,2.358159378173033,2.4015938363807092,-0.04343445820767533,-0.016861921768547707
PHX,2020-07-31,2.25,2.25,2.18,2.19,16156,2.1900000000000035,2.3814610832954033,2.4153213432911653,-0.03386025999576248,-0.010218787658765575
PHX,2020-07-30,2.29,2.31,2.28,2.29,16207,2.290000000000004,2.4162721893491126,2.4333470507544583,-0.017074861405345754,-0.00430841957451646
PHX,2020-07-29,2.43,2.43,2.37,2.38,4635,2.3800000000000034,2.439230769230769,2.4448148148148148,-0.005584045584045239,-0.0011168091168091367
PHX,2020-07-28,2.43,2.48,2.43,2.45,2265,2.4500000000000037,2.45,2.45,0.0,0.0
