Symbol,Date,Open,High,Low,Close,Volume,CBWTF SMA,CBWTF spanTwelveEMA,CBWTF spanTwntySixEMA,CBWTF_x,CBWTF_y
CBWTF,2020-09-14,0.121,0.132,0.121,0.1285,49881,0.1285,0.13262230130921288,0.14478877153809952,-0.012166470228886644,-0.01148808959920695
CBWTF,2020-09-11,0.1271,0.1271,0.11599999999999999,0.1224,27898,0.1224,0.13337181063816067,0.14609187326114748,-0.012720062622986805,-0.011318494441787025
CBWTF,2020-09-10,0.11755,0.12944,0.11755,0.122,75266,0.122,0.13536668529964446,0.14798722312203927,-0.012620537822394834,-0.010968102396487081
CBWTF,2020-09-09,0.12575,0.13,0.124,0.125,110266,0.125,0.1377969917177616,0.1500662009718024,-0.012269209254040792,-0.01055499354001015
CBWTF,2020-09-08,0.129,0.1369,0.1275,0.1285,188634,0.1285,0.14012371748462735,0.1520714970495466,-0.011947779564919214,-0.010126439611502489
CBWTF,2020-09-08,0.129,0.1369,0.1275,0.1285,188634,0.1285,0.14223712066365055,0.15395721681351032,-0.011720096149859777,-0.0096711046231483
CBWTF,2020-09-04,0.14,0.14,0.1275,0.134,183556,0.134,0.14473477896613246,0.15599379415859116,-0.0112590151924587,-0.00915885674147043
CBWTF,2020-09-03,0.132,0.1499,0.132,0.14,129944,0.14,0.1466865569599747,0.15775329769127847,-0.011066740731303759,-0.008633817128723362
CBWTF,2020-09-02,0.133,0.1437,0.133,0.139548,109485,0.139548,0.147902294589061,0.15917356150658074,-0.011271266917519729,-0.008025586228078262
CBWTF,2020-09-01,0.1211,0.1324,0.1211,0.13,203024,0.13,0.14942125724161756,0.1607436064271072,-0.011322349185489631,-0.007214166055717897
CBWTF,2020-08-31,0.1277,0.1383,0.1277,0.13125,225105,0.13124999999999998,0.15295239492191168,0.16320309494127574,-0.010250700019364095,-0.006187120273274961
CBWTF,2020-08-28,0.15,0.1585,0.1259,0.1259,1267761,0.12589999999999998,0.1568982849077138,0.16575934253657784,-0.00886105762886405,-0.005171225336752683
CBWTF,2020-08-27,0.161,0.161,0.14800000000000002,0.1549,125135,0.15489999999999998,0.1625343367091163,0.16894808993950405,-0.0064137532303877596,-0.00424876726372484
CBWTF,2020-08-26,0.15,0.1567,0.14515,0.1515,70032,0.1515,0.1639223979289556,0.17007193713466434,-0.006149539205708765,-0.0037075207720591104
CBWTF,2020-08-25,0.15,0.155,0.14825,0.1516,224514,0.15160000000000004,0.16618101573422026,0.17155769210543753,-0.005376676371217276,-0.003097016163646703
CBWTF,2020-08-24,0.1531,0.1639,0.1531,0.1582,344868,0.15820000000000006,0.16883210950407848,0.17315430747387256,-0.004322197969794078,-0.00252710111175406
CBWTF,2020-08-21,0.16,0.16399999999999998,0.16,0.1615,128183,0.1615000000000001,0.17076522032300184,0.17435065207178235,-0.0035854317487805103,-0.0020783268972440552
CBWTF,2020-08-20,0.15825,0.17300000000000001,0.15825,0.16399999999999998,277819,0.16400000000000006,0.1724498058362749,0.17537870423752494,-0.0029288984012500463,-0.0017015506843599411
CBWTF,2020-08-19,0.16699999999999998,0.1727,0.1626,0.17157,69113,0.17157000000000006,0.17398613417014305,0.17628900057652694,-0.002302866406383885,-0.001394713755137415
CBWTF,2020-08-18,0.16399999999999998,0.1721,0.16399999999999998,0.172,85692,0.17200000000000004,0.17442543129198726,0.1766665206226491,-0.002241089330661861,-0.0011676755923257973
CBWTF,2020-08-17,0.174,0.174,0.1635,0.17,103447,0.1700000000000001,0.17486641879962128,0.17703984227246103,-0.0021734234728397195,-0.0008993221577417883
CBWTF,2020-08-14,0.1705,0.1765,0.162,0.1661,504525,0.16610000000000005,0.17575122221773426,0.17760302965425787,-0.0018518074365236337,-0.0005807968289672986
