Symbol,Date,Open,High,Low,Close,Volume,GENE SMA,GENE spanTwelveEMA,GENE spanTwntySixEMA,GENE_x,GENE_y
GENE,2021-08-13,3.3,3.32,3.26,3.26,1201,3.26,3.416686317842175,3.559309403906772,-0.1426230860645967,-0.1461947376708593
GENE,2021-08-12,3.38,3.38,3.36,3.36,1403,3.36,3.4451747392680248,3.5832541562193136,-0.1380794169512889,-0.14708765057242495
GENE,2021-08-11,3.43,3.43,3.43,3.43,1903,3.43,3.4606610554985746,3.601114488716859,-0.1404534332182843,-0.14933970897770896
GENE,2021-08-10,3.4,3.4,3.4,3.4,1466,3.4,3.466235792861952,3.614803647814208,-0.1485678549522555,-0.15156127791756513
GENE,2021-08-09,3.38,3.381,3.38,3.381,2332,3.381,3.478278664291398,3.631987939639344,-0.1537092753479458,-0.1523096336588924
GENE,2021-08-06,3.44,3.44,3.37,3.37,3018,3.37,3.495965694162561,3.652066974810492,-0.1561012806479302,-0.15195972323662893
GENE,2021-08-05,3.4,3.4,3.4,3.4,3161,3.4,3.518868547646663,3.674632332795331,-0.1557637851486681,-0.15092433388380347
GENE,2021-08-04,3.44,3.46,3.44,3.46,4394,3.46,3.540481010855147,3.696602919418957,-0.1561219085638101,-0.14971447106758728
GENE,2021-08-03,3.38,3.38,3.38,3.38,1855,3.38,3.555113921919719,3.715531152972474,-0.1604172310527549,-0.14811261169353168
GENE,2021-08-02,3.37,3.37,3.37,3.37,760,3.37,3.5869528168142137,3.742373645210272,-0.1554208283960583,-0.14503645685372588
GENE,2021-07-30,3.49,3.4999,3.47,3.47,5915,3.47,3.626398783507708,3.772163536827094,-0.1457647533193862,-0.14244036396814275
GENE,2021-07-29,3.48,3.48,3.4404,3.4404,1792,3.4404,3.6548349259636543,3.796336619773261,-0.1415016938096069,-0.141609266630332
GENE,2021-07-28,3.49,3.5196,3.43,3.4901,7606,3.4901,3.693823094320683,3.824811549355122,-0.1309884550344393,-0.14163615983551334
GENE,2021-07-27,4.02,4.09,4.0,4.0499,100084,4.0499,3.730863656924443,3.851588473303532,-0.1207248163790888,-0.14429808603578193
GENE,2021-07-26,3.56,3.56,3.56,3.56,2314,3.56,3.6728570490925234,3.835723551167815,-0.1628665020752913,-0.15019140344995519
GENE,2021-07-23,3.64,3.64,3.62,3.62,998,3.62,3.693376512563891,3.85778143526124,-0.1644049226973485,-0.14702262879362105
GENE,2021-07-22,3.66,3.68,3.66,3.68,3027,3.68,3.706717696666416,3.876803950082139,-0.1700862534157226,-0.14267705531768904
GENE,2021-07-21,3.68,3.68,3.65,3.65,2975,3.65,3.7115754596966735,3.89254826608871,-0.1809728063920364,-0.1358247557931805
GENE,2021-07-20,3.52,3.55,3.5,3.5,780,3.5,3.722770997823341,3.911952127375806,-0.1891811295524652,-0.12453774314346655
GENE,2021-07-19,3.42,3.5155,3.42,3.44,5166,3.44,3.7632748156094022,3.944908297565871,-0.1816334819564682,-0.10837689654121688
GENE,2021-07-16,3.43,3.43,3.41,3.41,310,3.41,3.822052054811112,3.985300961371141,-0.1632489065600286,-0.09006275018740392
GENE,2021-07-15,3.63,3.63,3.63,3.63,362,3.63,3.896970610231314,4.031325038280832,-0.1343544280495177,-0.07176621109424763
GENE,2021-07-14,3.63,3.63,3.63,3.63,1628,3.63,3.9455107211824623,4.063431041343298,-0.1179203201608358,-0.05611915685543012
GENE,2021-07-13,3.66,3.66,3.6392,3.6392,1657,3.6392,4.002876306852001,4.098105524650762,-0.095229217798761,-0.04066886602907868
GENE,2021-07-12,3.84,3.84,3.84,3.84,2183,3.84,4.068999271734183,4.134817966622824,-0.0658186948886401,-0.027028778086658087
GENE,2021-07-09,4.0,4.0,3.94,3.9999,3154,3.9999,4.11063550295858,4.15840340395265,-0.0477679009940699,-0.017331298886162354
GENE,2021-07-08,3.78,3.8316,3.75,3.805,2197,3.805,4.13076923076923,4.171083676268862,-0.0403144454996313,-0.00972214835918546
GENE,2021-07-07,4.08,4.08,4.08,4.08,269,4.08,4.19,4.20037037037037,-0.0103703703703708,-0.002074074074073984
GENE,2021-07-06,4.2,4.21,4.18,4.21,2145,4.21,4.21,4.21,0.0,0.0
GENE,2021-07-06,4.2,4.21,4.18,4.21,2145,4.21,4.21,4.21,0.0,0.0
