Symbol,Date,Open,High,Low,Close,Volume,ADAP SMA,ADAP spanTwelveEMA,ADAP spanTwntySixEMA,ADAP_x,ADAP_y
ADAP,2021-08-13,3.84,3.84,3.8,3.84,14180,3.84,3.647967586179828,3.7313036013514274,-0.0833360151715996,-0.12452335474034681
ADAP,2021-08-12,3.69,3.735,3.69,3.725,8130,3.725,3.6130526018488873,3.7226078894595416,-0.1095552876106542,-0.13482018963253373
ADAP,2021-08-11,3.55,3.6,3.55,3.6,12832,3.6,3.592698529457776,3.7224165206163047,-0.1297179911585289,-0.1411364151380036
ADAP,2021-08-10,3.55,3.59,3.54,3.54,21012,3.54,3.59137098935919,3.732209842265609,-0.1408388529064188,-0.14399102113287227
ADAP,2021-08-09,3.47,3.58,3.47,3.56,11369,3.56,3.600711169242679,3.7475866296468574,-0.1468754604041784,-0.1447790631894856
ADAP,2021-08-06,3.5,3.535,3.5,3.51,2267,3.51,3.608113200014075,3.762593560018606,-0.1544803600045305,-0.14425496388581238
ADAP,2021-08-05,3.46,3.46,3.46,3.46,7977,3.46,3.6259519636529984,3.782801044820095,-0.1568490811670964,-0.14169861485613272
ADAP,2021-08-04,3.49,3.49,3.47,3.47,3283,3.47,3.656125047953544,3.808625128405703,-0.152500080452159,-0.13791099827839182
ADAP,2021-08-03,3.58,3.6,3.58,3.6,8000,3.6,3.689965965763279,3.835715138678159,-0.1457491729148801,-0.13426372773495002
ADAP,2021-08-02,3.655,3.655,3.58,3.58,12553,3.58,3.706323414083875,3.854572349772412,-0.148248935688537,-0.1313923664399675
ADAP,2021-07-30,3.57,3.58,3.5068,3.57,9725,3.57,3.7292913075536704,3.876538137754205,-0.1472468302005345,-0.1271782241278251
ADAP,2021-07-29,3.69,3.7,3.69,3.7,4502,3.7,3.75825336347252,3.901061188774541,-0.1428078253020217,-0.12216107260964772
ADAP,2021-07-28,3.55,3.5812,3.55,3.5812,2779,3.5812,3.768844884103887,3.9171460838765046,-0.148301199772618,-0.1169993844365543
ADAP,2021-07-27,3.51,3.51,3.51,3.51,3571,3.51,3.8029621357591386,3.944021770586625,-0.1410596348274864,-0.10917393060253848
ADAP,2021-07-26,3.59,3.61,3.59,3.6,3526,3.6,3.856227978624436,3.9787435122335553,-0.122515533609119,-0.10120250454630149
ADAP,2021-07-23,3.83,3.84,3.81,3.81,6014,3.81,3.902814883828879,4.00904299321224,-0.1062281093833608,-0.09587424728059697
ADAP,2021-07-22,3.98,3.98,3.98,3.98,4292,3.98,3.919690317252312,4.024966432669219,-0.105276115416907,-0.09328578175490612
ADAP,2021-07-21,3.95,3.95,3.95,3.95,4503,3.95,3.908724920389096,4.028563747282757,-0.1198388268936612,-0.09028819833940599
ADAP,2021-07-20,3.67,3.6869,3.67,3.6869,2966,3.6869,3.90122036045984,4.034848847065377,-0.133628486605537,-0.08290054120084228
ADAP,2021-07-19,3.65,3.65,3.65,3.65,5036,3.65,3.940187698725266,4.062684754830607,-0.1224970561053409,-0.07021855484966857
ADAP,2021-07-16,3.79,3.83,3.79,3.8,15297,3.8,3.992949098493496,4.095699535217055,-0.1027504367235589,-0.05714892953575049
ADAP,2021-07-15,3.72,3.72,3.72,3.72,3152,3.72,4.028030752765041,4.11935549803442,-0.0913247452693788,-0.04574855273879824
ADAP,2021-07-14,3.88,3.9,3.88,3.9,1951,3.9,4.084036344176867,4.151303937877173,-0.067267593700306,-0.034354504606153094
ADAP,2021-07-13,3.94,3.94,3.94,3.94,2229,3.94,4.11749749766357,4.171408252907346,-0.053910755243776,-0.026126232332614865
ADAP,2021-07-12,4.13,4.13,4.1,4.11,5522,4.11,4.149769769966038,4.189920913139934,-0.0401511431738965,-0.019180101604824557
ADAP,2021-07-09,4.07,4.07,4.07,4.07,3648,4.07,4.15700063723259,4.1963145861911295,-0.0393139489585392,-0.013937341212556555
ADAP,2021-07-08,3.89,3.89,3.87,3.87,5712,3.87,4.172818934911243,4.20641975308642,-0.0336008181751772,-0.0075931892760608835
ADAP,2021-07-07,4.17,4.17,4.17,4.17,2005,4.17,4.227876923076924,4.233333333333333,-0.0054564102564098,-0.0010912820512817944
ADAP,2021-07-06,4.27,4.275,4.21,4.2384,8010,4.2384,4.2384,4.2384,0.0,0.0
ADAP,2021-07-06,4.27,4.275,4.21,4.2384,8010,4.2384,4.2384,4.2384,0.0,0.0
