Symbol,Date,Open,High,Low,Close,Volume,ATOS SMA,ATOS spanTwelveEMA,ATOS spanTwntySixEMA,ATOS_x,ATOS_y
ATOS,2021-06-22,6.25,6.26,6.155,6.17,359805,6.17,4.979325942887479,4.366690598785117,0.6126353441023626,0.5209298730087688
ATOS,2021-06-21,5.6,5.69,5.6,5.66,261539,5.66,4.762839750685203,4.222425846687926,0.5404139039972771,0.4980035052353703
ATOS,2021-06-18,5.1282,5.2164,5.08,5.2099,152808,5.2099,4.59971970535524,4.107419914422961,0.4922997909322797,0.48740090554489357
ATOS,2021-06-17,4.66,4.66,4.62,4.63,81337,4.63,4.488777833601648,4.019221507576797,0.4695563260248505,0.48617618419804703
ATOS,2021-06-16,4.64,4.67,4.625,4.6615,59104,4.6615,4.4631010760746745,3.970359228182941,0.4927418478917333,0.49033114874134615
ATOS,2021-06-15,4.63,4.66,4.57,4.6518,423818,4.6518,4.427028544451888,3.9150679664375767,0.5119605780143113,0.4897284739537493
ATOS,2021-06-14,4.41,4.43,4.36,4.37,588454,4.37,4.386161007079504,3.856129403752583,0.530031603326921,0.48417044793860875
ATOS,2021-06-11,4.48,4.49,4.2,4.2601,657517,4.2601,4.38909937200305,3.815019756052789,0.5740796159502604,0.47270515909153077
ATOS,2021-06-10,4.15,4.3,4.14,4.2901,513394,4.2901,4.412553803276332,3.779413336537013,0.6331404667393192,0.4473615448768483
ATOS,2021-06-09,5.57,5.8,5.57,5.7869,608973,5.7869,4.434818131144755,3.738558403459973,0.6962597276847822,0.40091681441123067
ATOS,2021-06-08,6.3,6.48,6.22,6.4799,549246,6.4799,4.188985064080165,3.574691075736771,0.6142939883433938,0.32708108609284264
ATOS,2021-06-07,4.9,4.97,4.9,4.97,261346,4.97,3.772455075731104,3.3422743617957127,0.4301807139353912,0.25527786053020485
ATOS,2021-06-04,4.5453,4.59,4.5453,4.5797,181734,4.5797,3.554719634954941,3.21205631073937,0.3426633242155716,0.2115521471789082
ATOS,2021-06-03,3.94,3.96,3.92,3.9501,139295,3.9501,3.368359568583113,3.102644815598519,0.2657147529845938,0.17877435291974245
ATOS,2021-06-02,3.99,4.0,3.97,3.991,225175,3.991,3.2625885810527704,3.0348484008464007,0.2277401802063696,0.1570392529035296
ATOS,2021-06-01,3.32,3.34,3.32,3.34,140205,3.34,3.130150141244183,2.958356272914113,0.1717938683300701,0.1393640210778196
ATOS,2021-06-01,3.32,3.34,3.32,3.34,140205,3.34,3.0919956214703976,2.927824774747242,0.1641708467231555,0.13125655926475693
ATOS,2021-05-28,3.16,3.2,3.16,3.195,54406,3.195,3.046903916283197,2.8948507567270214,0.1520531595561758,0.12302798740015727
ATOS,2021-05-27,3.14,3.16,3.13,3.16,31109,3.16,3.019977355607415,2.870838817265183,0.1491385383422319,0.11577169436115273
ATOS,2021-05-26,3.0,3.01,2.96,2.97,236770,2.97,2.994518692990581,2.847705922646398,0.1468127703441832,0.10742998336588293
ATOS,2021-05-25,3.17,3.19,3.16,3.18,78568,3.18,2.9989766371706867,2.8379223964581093,0.1610542407125774,0.09758428662130783
ATOS,2021-05-24,3.24,3.26,3.23,3.238,77891,3.238,2.966063298474448,2.810556188174758,0.1555071102996899,0.0817167980984904
ATOS,2021-05-21,3.26,3.3,3.26,3.29,55069,3.29,2.9166202618334385,2.7763606832287384,0.1402595786047,0.06326922004819054
ATOS,2021-05-20,3.27,3.27,3.24,3.25,29518,3.25,2.848733036712246,2.7352695378870373,0.1134634988252085,0.04402163040906315
ATOS,2021-05-19,3.09,3.1,3.0,3.0113,422689,3.0113,2.775775407023563,2.694091100918,0.0816843061055632,0.026661163305026797
ATOS,2021-05-18,3.27,3.3,3.1804,3.2021,328889,3.2021,2.7329527537551206,2.66871438899144,0.0642383647636806,0.01290537760489269
ATOS,2021-05-17,3.17,3.18,3.06,3.075,532580,3.075,2.647653254437869,2.626043540110756,0.0216097143271141,7.213081519570879e-05
ATOS,2021-05-14,2.41,2.48,2.41,2.4344,87656,2.4344,2.5699538461538456,2.590127023319616,-0.0201731771657702,-0.005312265062783671
ATOS,2021-05-13,2.56,2.56,2.48,2.5099,125984,2.5099,2.5946,2.602585185185185,-0.007985185185185,-0.0015970370370370192
ATOS,2021-05-12,2.59,2.61,2.57,2.61,77573,2.61,2.61,2.61,0.0,0.0
