Symbol,Date,Open,High,Low,Close,Volume,EGLX SMA,EGLX spanTwelveEMA,EGLX spanTwntySixEMA,EGLX_x,EGLX_y
EGLX,2021-06-22,5.47,5.47,5.35,5.35,10798,5.35,5.947491290898602,6.311431840622869,-0.3639405497242665,-0.2578551345321468
EGLX,2021-06-21,5.55,5.55,5.43,5.46,9022,5.46,6.056126071061985,6.388346387872698,-0.3322203168107132,-0.23133378073411687
EGLX,2021-06-18,5.56,5.58,5.53,5.58,4254,5.58,6.164512629436891,6.462614098902513,-0.2981014694656219,-0.20611214671496775
EGLX,2021-06-17,5.62,5.73,5.55,5.67,6231,5.67,6.270787652970872,6.533223226814714,-0.2624355738438426,-0.1831148160273042
EGLX,2021-06-16,5.73,5.83,5.73,5.83,4821,5.83,6.3800217716928485,6.602281084959891,-0.2222593132670427,-0.1632846265731698
EGLX,2021-06-15,6.05,6.1,6.02,6.02,41862,6.02,6.480025730182457,6.6640635717566825,-0.1840378415742254,-0.14854095489970157
EGLX,2021-06-14,6.31,6.34,6.2601,6.2601,37780,6.2601,6.563666772033813,6.715588657497217,-0.1519218854634036,-0.1396667332310706
EGLX,2021-06-11,6.09,6.25,6.09,6.2,110185,6.2,6.618860730585416,6.752027750096994,-0.1331670195115784,-0.13660294517298732
EGLX,2021-06-10,6.5,6.64,6.5,6.6,38978,6.6,6.695017227055492,6.796189970104753,-0.1011727430492612,-0.13746192658833956
EGLX,2021-06-09,6.72,6.72,6.68,6.7086,1372,6.7086,6.712293086520127,6.811885167713133,-0.0995920811930064,-0.14653422247310913
EGLX,2021-06-08,6.85,6.91,6.79,6.91,4330,6.91,6.712964556796514,6.820147981130184,-0.1071834243336695,-0.1582697577931348
EGLX,2021-06-07,6.64,6.64,6.61,6.61,7776,6.61,6.677139930759517,6.812959819620598,-0.1358198888610813,-0.17104134115800107
EGLX,2021-06-04,6.45,6.5,6.44,6.5,2937,6.5,6.689347190897611,6.829196605190247,-0.1398494142926356,-0.179846704232231
EGLX,2021-06-03,6.68,6.68,6.68,6.68,2679,6.68,6.723773952878995,6.855532333605466,-0.1317583807264712,-0.18984602671712983
EGLX,2021-06-02,6.98,6.98,6.98,6.98,984,6.98,6.731732853402448,6.869574920293903,-0.137842066891455,-0.20436793821479443
EGLX,2021-06-01,6.88,6.88,6.88,6.88,2502,6.88,6.686593372202894,6.860740913917416,-0.1741475417145226,-0.22099940604562926
EGLX,2021-06-01,6.88,6.88,6.88,6.88,2502,6.88,6.651428530785238,6.85920018703081,-0.2077716562455718,-0.23271237212840593
EGLX,2021-05-28,6.55,6.63,6.55,6.63,2193,6.63,6.6098700818371,6.857536201993275,-0.2476661201561754,-0.23894755109911442
EGLX,2021-05-27,6.27,6.27,6.27,6.27,1722,6.27,6.606210096716573,6.875739098152738,-0.2695290014361644,-0.23676790883484916
EGLX,2021-05-26,6.62,6.62,6.5,6.5,4617,6.5,6.667339205210496,6.924198226004957,-0.2568590207944607,-0.22857763568452033
EGLX,2021-05-25,6.54,6.57,6.54,6.57,1546,6.57,6.697764515248768,6.958134084085352,-0.2603695688365848,-0.22150728940703518
EGLX,2021-05-24,6.7,6.7,6.7,6.7,1107,6.7,6.72099442711218,6.989184810812181,-0.2681903837000012,-0.21179171954964796
EGLX,2021-05-21,6.7,6.8829,6.7,6.8829,2506,6.8829,6.72481159567803,7.012319595677155,-0.287507999999125,-0.19769205351205985
EGLX,2021-05-20,6.3,6.35,6.3,6.35,3588,6.35,6.696068249437672,7.022673163331328,-0.3266049138936564,-0.17523806689029353
EGLX,2021-05-19,5.79,5.79,5.75,5.78,4983,5.78,6.75898974933543,7.076487016397834,-0.3174972670624045,-0.13739635513945278
EGLX,2021-05-18,5.86,6.02,5.86,5.99,16342,5.99,6.936987885578235,7.180205977709661,-0.2432180921314257,-0.09237112715871484
EGLX,2021-05-17,6.39,6.39,6.34,6.3619,6832,6.3619,7.1091675011379145,7.275422455926434,-0.1662549547885197,-0.054659385915537116
EGLX,2021-05-14,6.35,6.56,6.26,6.5199,15413,6.5199,7.245034319526627,7.348504252400549,-0.1034699328739217,-0.026760493697291464
EGLX,2021-05-13,7.25,7.25,6.95,6.9747,23786,6.9747,7.376876923076923,7.414792592592592,-0.0379156695156694,-0.007583133903133899
EGLX,2021-05-12,7.51,7.51,7.4178,7.45,11503,7.45,7.45,7.45,0.0,0.0
