Symbol,Date,Open,High,Low,Close,Volume,SSFT SMA,SSFT spanTwelveEMA,SSFT spanTwntySixEMA,SSFT_x,SSFT_y
SSFT,2020-11-06,0.07,0.08,0.06,0.08,11000,0.08,0.07054484629013394,0.07529223905353273,-0.004747392763398806,-0.006457699649771777
SSFT,2020-11-05,0.0605,0.07,0.0605,0.07,16448,0.07000000000000002,0.06882572743379466,0.07491561817781536,-0.006089890744020707,-0.006885276371365023
SSFT,2020-11-04,0.0625,0.065,0.06,0.065,15500,0.065,0.06861222333084822,0.0753088676320406,-0.006696644301192378,-0.007084122778201102
SSFT,2020-11-03,0.06425,0.065,0.062,0.065,46250,0.065,0.06926899120918427,0.07613357704260383,-0.006864585833419576,-0.007180992397453282
SSFT,2020-11-02,0.063,0.068,0.061,0.068,18313,0.068,0.07004517142903595,0.07702426320601215,-0.0069790917769761976,-0.007260094038461711
SSFT,2020-10-30,0.061,0.068,0.061,0.068,14665,0.068,0.07041702077976976,0.07774620426249312,-0.007329183482723364,-0.0073303446038330885
SSFT,2020-10-29,0.075,0.075,0.061,0.07,50317,0.07,0.07085647910336426,0.07852590060349257,-0.0076694215001283095,-0.00733063488411052
SSFT,2020-10-28,0.0593,0.0625,0.0593,0.0625,37833,0.0625,0.07101220257670321,0.07920797265177199,-0.008195770075068777,-0.007245938230106073
SSFT,2020-10-27,0.0626,0.0626,0.055,0.055,95564,0.05499999999999999,0.07255987577246742,0.08054461046391373,-0.007984734691446295,-0.007008480268865396
SSFT,2020-10-26,0.078,0.08,0.07,0.0705,80750,0.07050000000000001,0.0757525804583706,0.08258817930102683,-0.006835598842656221,-0.006764416663220167
SSFT,2020-10-23,0.077,0.078,0.07,0.07,59000,0.07000000000000002,0.07670759508716528,0.08355523364510897,-0.0068476385579436935,-0.006746621118361154
SSFT,2020-10-22,0.07,0.076,0.0675,0.076,41500,0.07600000000000001,0.07792715783028624,0.08463965233671769,-0.006712494506431453,-0.006721366758465518
SSFT,2020-10-21,0.077,0.077,0.07,0.07,13290,0.07000000000000002,0.07827755016306555,0.08533082452365512,-0.00705327436058957,-0.006723584821474034
SSFT,2020-10-20,0.078,0.078,0.07,0.078,11100,0.07800000000000001,0.07978255928362292,0.08655729048554753,-0.006774731201924608,-0.00664116243669515
SSFT,2020-10-19,0.075,0.075,0.07,0.0725,24629,0.07250000000000002,0.08010666097155436,0.08724187372439132,-0.007135212752836961,-0.006607770245387784
SSFT,2020-10-16,0.071,0.075,0.071,0.075,21100,0.07500000000000002,0.0814896902391097,0.08842122362234263,-0.006931533383232935,-0.00647590961852549
SSFT,2020-10-15,0.08,0.08,0.07400000000000001,0.08,16499,0.08000000000000003,0.08266963391894781,0.08949492151213004,-0.006825287593182225,-0.0063620036773486275
SSFT,2020-10-14,0.075,0.08,0.075,0.0775,85784,0.07750000000000003,0.08315502190421105,0.09025451523310044,-0.007099493328889386,-0.006246182698390228
SSFT,2020-10-13,0.075,0.075,0.075,0.075,3500,0.07500000000000002,0.0841832077049767,0.09127487645174848,-0.00709166874677178,-0.006032855040765438
SSFT,2020-10-12,0.075,0.08,0.075,0.08,29425,0.08000000000000003,0.08585288183315427,0.09257686656788837,-0.006723984734734081,-0.005768151614263852
SSFT,2020-10-09,0.083,0.083,0.075,0.083,27200,0.08300000000000002,0.08691704216645504,0.09358301589331942,-0.00666597372686438,-0.0055291933341462905
SSFT,2020-10-08,0.083,0.083,0.083,0.083,130,0.08300000000000002,0.08762923165126506,0.09442965716478498,-0.006800425513519921,-0.005244998235966767
SSFT,2020-10-07,0.077,0.081,0.077,0.081,19000,0.08100000000000003,0.08847091013331325,0.09534402973796777,-0.006873119604654518,-0.004856141416578479
SSFT,2020-10-06,0.08,0.081,0.008,0.081,51381,0.08100000000000003,0.08982925743027928,0.09649155211700518,-0.0066622946867258975,-0.004351896869559469
SSFT,2020-10-05,0.08,0.085,0.08,0.081,69419,0.08100000000000003,0.09143457696305733,0.0977308762863656,-0.00629629932330826,-0.003774297415267861
SSFT,2020-10-02,0.078,0.087,0.078,0.08,58700,0.08000000000000003,0.09333177277452227,0.09906934638927484,-0.00573757361475255,-0.003143796938257757
SSFT,2020-10-01,0.09,0.09,0.081,0.081,50716,0.08100000000000003,0.09575573146079906,0.10059489410041683,-0.0048391626396177565,-0.0024953527691340548
SSFT,2020-09-30,0.09,0.09,0.086,0.09,54150,0.09000000000000004,0.09843859172639888,0.10216248562845016,-0.0037238939020512725,-0.001909400301513126
SSFT,2020-09-29,0.09,0.0999,0.09,0.09,75300,0.09000000000000005,0.09997288113119868,0.10313548447872617,-0.003162603347527479,-0.0014557769013785857
SSFT,2020-09-28,0.0999,0.0999,0.092,0.0929,67930,0.09290000000000008,0.10178613224596207,0.10418632323702423,-0.0024001909910621594,-0.001029070289841359
SSFT,2020-09-25,0.095,0.1,0.09,0.1,29192,0.10000000000000007,0.10340179265431884,0.1050892290959862,-0.0016874364416673696,-0.0006862901145361589
SSFT,2020-09-24,0.1,0.10035,0.095,0.095,37950,0.09500000000000006,0.10402030040964952,0.1054963674236651,-0.001476067014015578,-0.0004360035327533595
SSFT,2020-09-23,0.1,0.10099999999999999,0.1,0.10099999999999999,118000,0.10100000000000006,0.1056603550295858,0.1063360768175583,-0.0006757217879724968,-0.00017598766243780484
SSFT,2020-09-22,0.1011,0.1039,0.1011,0.1038,14000,0.10380000000000007,0.1065076923076923,0.10676296296296296,-0.000255270655270659,-5.105413105413182e-05
SSFT,2020-09-21,0.10655,0.107,0.105,0.107,23800,0.10700000000000008,0.107,0.107,0.0,0.0
