Symbol,Date,Open,High,Low,Close,Volume,CPPKF SMA,CPPKF spanTwelveEMA,CPPKF spanTwntySixEMA,CPPKF_x,CPPKF_y
CPPKF,2020-12-28,0.1705,0.18600000000000005,0.15,0.15,1134,0.15,0.17716924440564502,0.1766600129515415,0.0005092314541035313,0.0034082889194443646
CPPKF,2020-12-24,0.182,0.182,0.1738,0.18100000000000002,21000,0.18100000000000002,0.1821091070248532,0.17879281398766486,0.003316293037188361,0.004133053285779573
CPPKF,2020-12-23,0.182,0.182,0.18,0.182,15300,0.182,0.18231076284755374,0.17861623910667804,0.0036945237408757274,0.004337243347927382
CPPKF,2020-12-22,0.18100000000000002,0.18100000000000002,0.18,0.18100000000000002,5918,0.181,0.18236726518347265,0.1783455382352123,0.0040217269482603355,0.004497923249690302
CPPKF,2020-12-21,0.18193299999999998,0.1901,0.18179,0.18179,44904,0.18179,0.18261585885319487,0.17813318129402927,0.0044826775591656496,0.004616972325047787
CPPKF,2020-12-18,0.1972,0.1972,0.1857,0.1857,4197,0.1857,0.1827660150083213,0.1778406357975516,0.004925379210769687,0.0046505460165183355
CPPKF,2020-12-17,0.18921,0.1894,0.18921,0.1894,4347,0.1894,0.18223256319165246,0.17721188666135573,0.005020676530296697,0.004581837717955498
CPPKF,2020-12-16,0.17125,0.1908,0.17125,0.18245,16261,0.18245,0.180929392862862,0.17623683759426415,0.004692555268597798,0.004472128014870192
CPPKF,2020-12-15,0.19,0.1905,0.18775,0.1905,3000,0.1905,0.1806529188379278,0.1757397846018053,0.004913134236122496,0.004417021201438276
CPPKF,2020-12-14,0.1885,0.1885,0.187,0.187,6078,0.187,0.17886254044482378,0.17455896736994975,0.004303573074874029,0.004292992942767221
CPPKF,2020-12-11,0.17800000000000002,0.18,0.17800000000000002,0.18,62109,0.18,0.17738300234388266,0.17356368475954573,0.0038193175843369287,0.004290347909740519
CPPKF,2020-12-10,0.17800000000000002,0.17800000000000002,0.17800000000000002,0.17800000000000002,500,0.17800000000000002,0.17690718458822496,0.1730487795403094,0.0038584050479155696,0.0044081054910914165
CPPKF,2020-12-09,0.1785,0.17945999999999998,0.1785,0.17945999999999998,2469,0.17945999999999998,0.1767084908769931,0.17265268190353414,0.004055808973458974,0.004545530601885377
CPPKF,2020-12-08,0.17605,0.17605,0.17,0.17,1689,0.17,0.17620821649099186,0.17210809645581687,0.004100120035174987,0.004667961008991977
CPPKF,2020-12-07,0.1669,0.1669,0.1669,0.1669,880,0.16689999999999994,0.17733698312571766,0.17227674417228225,0.0050602389534354095,0.0048099212524462245
CPPKF,2020-12-04,0.18,0.18,0.18,0.18,22178,0.18,0.17923461642130267,0.1727068837060648,0.006527732715237877,0.004747341827198928
CPPKF,2020-12-03,0.1899,0.1899,0.18,0.18,26525,0.18,0.17909545577063046,0.17212343440255,0.00697202136808045,0.00430224410518919
CPPKF,2020-12-02,0.191,0.195,0.191,0.195,13000,0.195,0.17893099318347236,0.17149330915475394,0.007437684028718389,0.003634799789466375
CPPKF,2020-12-01,0.2,0.2087,0.19712000000000002,0.2,62326,0.2,0.17600935558046735,0.16961277388713428,0.00639658169333307,0.002684078729653364
CPPKF,2020-11-30,0.1933,0.2047,0.19,0.2,75484,0.2,0.1716474202314614,0.16718179579810502,0.00446562443335638,0.0017559529887334379
CPPKF,2020-11-27,0.1776,0.1788,0.1691,0.1691,70160,0.16909999999999994,0.16649240572809074,0.16455633946195342,0.0019360662661373207,0.0010785351275777021
CPPKF,2020-11-27,0.1776,0.1788,0.1691,0.1691,70160,0.16909999999999994,0.1660182976786527,0.1641928466189097,0.001825451059742994,0.0008641523429377974
CPPKF,2020-11-25,0.165,0.1712,0.165,0.1651,41490,0.16509999999999994,0.16545798816568047,0.16380027434842248,0.0016577138172579884,0.0006238276637364981
CPPKF,2020-11-24,0.18,0.1849,0.18,0.1849,5177,0.1849,0.1655230769230769,0.16369629629629628,0.0018267806267806273,0.0003653561253561255
CPPKF,2020-11-23,0.1525,0.162,0.1525,0.162,15400,0.16199999999999998,0.162,0.162,0.0,0.0
