Symbol,Date,Open,High,Low,Close,Volume,RUBY SMA,RUBY spanTwelveEMA,RUBY spanTwntySixEMA,RUBY_x,RUBY_y
RUBY,2020-11-16,5.04,5.1013,4.935,4.935,44613,4.935,4.78083479473008,4.835717941378813,-0.054883146648732506,-0.10065083139940847
RUBY,2020-11-13,4.94,5.0469,4.86,4.97,87574,4.97,4.752804757408278,4.827775376689118,-0.07497061928084127,-0.11209275258707745
RUBY,2020-11-12,4.7,4.815,4.5985,4.5985,3093,4.5985000000000005,4.713314713300691,4.816397406824247,-0.10308269352355648,-0.1213732859136367
RUBY,2020-11-11,4.8,4.82,4.755,4.82,2676,4.820000000000002,4.734190115718999,4.8338291993701885,-0.0996390836511898,-0.12594593401115675
RUBY,2020-11-10,4.76,4.81,4.64,4.64,17730,4.6400000000000015,4.718588318576997,4.8349355353198025,-0.11634721674280525,-0.13252264660114849
RUBY,2020-11-09,5.07,5.2373,4.7401,4.9401,42346,4.940100000000002,4.7328771037728155,4.850530378145387,-0.11765327437257155,-0.13656650406573428
RUBY,2020-11-06,4.57,4.619,4.51,4.619,1337,4.6190000000000015,4.695200213549691,4.843364808397016,-0.14816459484732736,-0.14129481148902495
RUBY,2020-11-05,4.82,4.89,4.64,4.64,3813,4.6400000000000015,4.709054797831452,4.861313993068778,-0.15225919523732756,-0.13957736564944978
RUBY,2020-11-04,4.91,5.17,4.77,4.89,62702,4.8900000000000015,4.7216102156189885,4.87901911251428,-0.15740889689529247,-0.13640690825248056
RUBY,2020-11-03,4.73,4.83,4.61,4.78,16497,4.780000000000002,4.690993891186077,4.878140641515422,-0.1871467503293456,-0.13115641109177778
RUBY,2020-11-02,4.33,4.33,4.2432,4.32,3546,4.320000000000001,4.6748109623108185,4.885991892836657,-0.2111809305258392,-0.11715882628238583
RUBY,2020-10-30,4.35,4.405,4.2,4.23,20791,4.23,4.73932204636733,4.931271244263589,-0.19194919789625864,-0.09365330022152271
RUBY,2020-10-29,4.63,4.63,4.52,4.56,6523,4.559999999999999,4.831926054797754,4.987372943804676,-0.15544688900692186,-0.06907932580283871
RUBY,2020-10-28,4.61,4.78,4.5,4.665,12862,4.664999999999998,4.881367155670072,5.02156277930905,-0.1401956236389772,-0.04748743500181793
RUBY,2020-10-27,4.57,4.5792,4.5,4.54,52758,4.539999999999998,4.920706638519177,5.050087801653773,-0.1293811631345969,-0.024310387842528106
RUBY,2020-10-26,4.51,4.665,4.51,4.555,9182,4.554999999999999,4.989926027340847,5.090894825786076,-0.10096879844523077,0.001957305980488877
RUBY,2020-10-23,4.68,4.78,4.6,4.6,8818,4.599999999999998,5.069003486857363,5.1337664118489625,-0.06476292499159886,0.027688832086918566
RUBY,2020-10-22,4.65,4.6999,4.6,4.66,1297,4.659999999999998,5.154276848104158,5.176467724796879,-0.022190876692722128,0.05080177135654814
RUBY,2020-10-21,4.65,4.8,4.62,4.74,18951,4.739999999999998,5.244145365941277,5.217785142780629,0.02636022316064679,0.06904993336886549
RUBY,2020-10-20,5.05,5.15,5.05,5.13,5240,5.129999999999997,5.3358081597487805,5.25600795420308,0.079800205545701,0.07972236092091994
RUBY,2020-10-19,5.45,5.46,5.3,5.425,48038,5.424999999999996,5.373227825157648,5.266088590539326,0.10713923461832307,0.0797028997647249
RUBY,2020-10-16,5.4,5.44,5.3533,5.44,8307,5.439999999999998,5.36381470245904,5.253375677782472,0.11043902467656784,0.07284381605132557
RUBY,2020-10-15,5.57,5.69,5.33,5.33,31346,5.329999999999996,5.349962830178865,5.2384457320050695,0.1115170981737954,0.063445013895015
RUBY,2020-10-14,5.64,5.8,5.64,5.6975,3621,5.697499999999996,5.353592435665932,5.231121390565475,0.1224710451004558,0.0514269928253199
RUBY,2020-10-13,5.64,5.8138,5.64,5.7164,5413,5.7163999999999975,5.291063787605191,5.193811101810713,0.0972526857944782,0.0336659797565357
RUBY,2020-10-12,5.42,5.44,5.04,5.36,8305,5.359999999999996,5.213729930806135,5.1520039899555705,0.061725940850565486,0.017769303247050068
RUBY,2020-10-09,5.4,5.5,5.2524,5.5,2869,5.4999999999999964,5.187135372770888,5.135364309152017,0.051771063618871516,0.006780143846171432
RUBY,2020-10-08,5.48,5.48,5.39,5.45,1943,5.4499999999999975,5.130250895092867,5.106193453884178,0.02405744120868913,-0.00446758609700359
RUBY,2020-10-07,5.26,5.26,5.21,5.21,2299,5.209999999999996,5.072114694200661,5.078688930194912,-0.006574235994250444,-0.01159884292342677
RUBY,2020-10-06,5.21,5.31,5.2,5.27,10689,5.269999999999997,5.047044638600783,5.068184044610505,-0.021139406009723416,-0.012854994655720852
RUBY,2020-10-05,4.73,4.85,4.73,4.76,3620,4.759999999999998,5.00650730016456,5.0520387681793455,-0.04553146801478558,-0.010783891817220432
RUBY,2020-10-02,4.92,4.92,4.72,4.72,8743,4.719999999999997,5.0513268092853885,5.075401869633693,-0.024075060348304863,-0.002096997767829144
RUBY,2020-10-01,5.02,5.09,5.01,5.08,1992,5.079999999999997,5.111568047337278,5.103834019204389,0.007734028132889038,0.0033975178772897865
RUBY,2020-09-30,5.01,5.24,5.01,5.24,7179,5.239999999999997,5.1173076923076914,5.105740740740742,0.011566951566951644,0.0023133903133899735
RUBY,2020-09-29,5.13,5.55,5.06,5.095,7370,5.094999999999997,5.095,5.095,0.0,0.0
