Symbol,Date,Open,High,Low,Close,Volume,ABUS SMA,ABUS spanTwelveEMA,ABUS spanTwntySixEMA,ABUS_x,ABUS_y
ABUS,2020-11-16,3.98,4.14,3.81,3.82,1763236,3.82,3.241864904419748,3.119831413859405,0.12203349056034266,0.022577145207995655
ABUS,2020-11-13,3.56,3.5698,3.43,3.46,375598,3.4599999999999995,3.1367494324960647,3.0638179269681567,0.07293150552790806,-0.002286941130091199
ABUS,2020-11-12,3.62,3.75,3.46,3.52,692777,3.52,3.0779766020408044,3.0321233611256098,0.045853240915194604,-0.021091552794591014
ABUS,2020-11-11,3.27,3.2899,3.23,3.275,123294,3.275,2.9976087115027688,2.993093230015658,0.004515481487110673,-0.037827751222037416
ABUS,2020-11-10,3.3,3.3099,3.135,3.16,322284,3.1600000000000006,2.947173931776,2.9705406884169108,-0.02336675664091104,-0.048413559399324436
ABUS,2020-11-09,2.98,3.045,2.9,2.991,391577,2.9910000000000005,2.908478283008,2.955383943490264,-0.04690566048226419,-0.054675260088927896
ABUS,2020-11-06,2.84,2.8648,2.79,2.815,152174,2.8150000000000013,2.8934743344639995,2.9525346589694843,-0.059060324505484825,-0.056617659990593816
ABUS,2020-11-05,2.87,3.05,2.87,2.95,203672,2.9500000000000006,2.907742395275636,2.9635374316870426,-0.05579503641140749,-0.05600699386187106
ABUS,2020-11-04,2.9,2.97,2.87,2.95,164611,2.95,2.9000591944166603,2.9646204262220066,-0.06456123180534634,-0.056059983224487166
ABUS,2020-11-03,2.76,2.81,2.76,2.795,46357,2.795,2.890979047946962,2.965790060319767,-0.07481101237280496,-0.05393467107927237
ABUS,2020-11-02,2.84,2.85,2.78,2.8,86410,2.8,2.9084297839373185,2.9794532651453483,-0.0710234812080297,-0.04871558575588922
ABUS,2020-10-30,2.92,2.94,2.84,2.875,49405,2.875,2.928144290107741,2.9938095263569764,-0.06566523624923581,-0.043138611892854097
ABUS,2020-10-29,2.92,2.95,2.86,2.87,83384,2.87,2.937806888309148,3.0033142884655346,-0.0655074001563869,-0.037506955803758776
ABUS,2020-10-28,2.85,2.935,2.78,2.83,157609,2.83,2.950135413456265,3.013979431542777,-0.0638440180865123,-0.03050684471560185
ABUS,2020-10-27,2.82,2.89,2.78,2.87,71293,2.87,2.971978215902859,3.0286977860662003,-0.05671957016334073,-0.022172551372874348
ABUS,2020-10-26,2.85,2.9210000000000003,2.84,2.905,41148,2.905,2.9905197097033787,3.041393608951496,-0.05087389924811658,-0.013535796675257644
ABUS,2020-10-23,2.88,2.9,2.81,2.83,123890,2.8300000000000005,3.0060687478312658,3.052305097667616,-0.04623634983634961,-0.004201271032042687
ABUS,2020-10-22,2.79,2.8924,2.7899,2.87,130482,2.870000000000001,3.0380812474369514,3.0700895054810253,-0.032008258044073916,0.006307498669034154
ABUS,2020-10-21,2.89,2.92,2.84,2.85,117322,2.8500000000000005,3.0686414742436696,3.0860966659195075,-0.01745519167583787,0.015886437847311172
ABUS,2020-10-20,3.02,3.05,2.96,2.96,81381,2.9600000000000004,3.1083944695607,3.1049843991930683,0.003410070367632301,0.02422184522809843
ABUS,2020-10-19,3.08,3.1,3.02,3.035,150340,3.035000000000001,3.1353752822081,3.1165831511285136,0.01879213107958666,0.029424788943215076
ABUS,2020-10-16,3.08,3.13,3.08,3.115,59693,3.115000000000001,3.1536253335186637,3.123109803218795,0.0305155302998692,0.03208295340912229
ABUS,2020-10-15,3.1,3.134,3.04,3.105,119125,3.1050000000000004,3.160648121431149,3.1237585874762988,0.03688953395485006,0.03247480918643567
ABUS,2020-10-14,3.22,3.32,3.2,3.21,134358,3.2100000000000004,3.170765961691357,3.1252592744744025,0.045506687216954944,0.031371127994332074
ABUS,2020-10-13,3.16,3.31,3.16,3.3015,203882,3.3015,3.163632500180695,3.118480016432355,0.04515248374833991,0.027837238188676464
ABUS,2020-10-12,3.16,3.21,3.1,3.135,117809,3.135,3.1385656820317305,3.103838417746944,0.03472726428478712,0.023508426798760598
ABUS,2020-10-09,3.16,3.23,3.12,3.15,104990,3.1500000000000004,3.139213987855681,3.101345491166699,0.03786849668898196,0.020703717427254076
ABUS,2020-10-08,3.39,3.44,3.27,3.325,279502,3.3250000000000006,3.1372528947385323,3.097453130460035,0.039799764278497296,0.016412522611822106
ABUS,2020-10-07,3.1,3.22,3.09,3.185,117275,3.1850000000000005,3.1031170574182654,3.079249380896837,0.02386767652142785,0.010565712195153308
ABUS,2020-10-06,3.26,3.3,3.16,3.2082,183186,3.2082,3.0882292496761314,3.070789331368584,0.01743991830754732,0.007240221113584562
ABUS,2020-10-05,3.04,3.0687,3.01,3.05,89270,3.0500000000000003,3.0664163859808826,3.059796477878071,0.006619908102811767,0.004690296815093872
ABUS,2020-10-02,3.0,3.13,2.97,3.07,218066,3.0700000000000003,3.0694011834319523,3.060580196108317,0.008820987323635787,0.004207893993164398
ABUS,2020-10-01,3.17,3.17,3.07,3.0984,99849,3.0984000000000003,3.0692923076923075,3.0598266117969817,0.009465695895325421,0.003054620660546661
ABUS,2020-09-30,3.17,3.2,3.12,3.141,97948,3.141,3.064,3.0567407407407408,0.0072592592592588545,0.0014518518518518598
ABUS,2020-09-29,3.01,3.07,2.95,3.05,83929,3.05,3.05,3.05,0.0,0.0
