Symbol,Date,Open,High,Low,Close,Volume,LXRX SMA,LXRX spanTwelveEMA,LXRX spanTwntySixEMA,LXRX_x,LXRX_y
LXRX,2020-11-16,1.28,1.31,1.27,1.285,77966,1.285,1.2161292644897281,1.2691522557145742,-0.053022991224846334,-0.07210246729404705
LXRX,2020-11-13,1.23,1.23,1.19,1.2101,72206,1.2101,1.2036073125787694,1.26788443617174,-0.06427712359297066,-0.0768723363113473
LXRX,2020-11-12,1.25,1.26,1.23,1.23,51671,1.2300000000000002,1.2024268239567275,1.2725071910654793,-0.07008036710875176,-0.08002113949094145
LXRX,2020-11-11,1.29,1.29,1.225,1.235,151521,1.2350000000000003,1.197413519221587,1.2759077663507177,-0.07849424712913056,-0.08250633258648887
LXRX,2020-11-10,1.17,1.23,1.1666,1.2234,162467,1.2234,1.1905796136255118,1.2791803876587748,-0.08860077403326305,-0.0835093539508284
LXRX,2020-11-09,1.03,1.14,1.03,1.14,241796,1.14,1.1846122706483322,1.2836428186714768,-0.0990305480231446,-0.08223649893021974
LXRX,2020-11-06,1.11,1.1245,1.069,1.09,107673,1.09,1.1927235925843924,1.2951342441651952,-0.10241065158080254,-0.07803798665698852
LXRX,2020-11-05,1.11,1.13,1.08,1.1,50088,1.1000000000000003,1.2114006094179182,1.3115449836984103,-0.1001443742804924,-0.07194482042603496
LXRX,2020-11-04,1.1,1.13,1.1,1.11,37729,1.1100000000000003,1.2316552656757214,1.3284685823942834,-0.09681331671856208,-0.06489493196242066
LXRX,2020-11-03,1.06,1.11,1.06,1.1001,165520,1.1001000000000003,1.253774404889489,1.345946068985826,-0.09217166409633704,-0.056915335773385305
LXRX,2020-11-02,1.09,1.09,1.05,1.075,109870,1.0750000000000004,1.281715205778487,1.3656137545046922,-0.08389854872620495,-0.04810125369264737
LXRX,2020-10-30,1.15,1.16,1.125,1.13,84792,1.13,1.3192997886473028,1.3888628548650672,-0.06956306621776442,-0.039151929934257916
LXRX,2020-10-29,1.25,1.25,1.16,1.2,200545,1.2000000000000002,1.3537179320377215,1.4095718832542727,-0.055853951216551234,-0.031549145863381284
LXRX,2020-10-28,1.3,1.3,1.26,1.27,39140,1.2700000000000002,1.381666646953671,1.4263376339146148,-0.04467098696094385,-0.025472944525088796
LXRX,2020-10-27,1.33,1.33,1.31,1.325,22708,1.3250000000000002,1.40196967367252,1.4388446446277843,-0.036874970955264035,-0.020673433916125028
LXRX,2020-10-26,1.32,1.3499,1.32,1.33,28501,1.3300000000000003,1.4159641597947965,1.4479522161980067,-0.03198805640321023,-0.01662304965634022
LXRX,2020-10-23,1.37,1.375,1.35,1.365,37852,1.3650000000000002,1.431594007030214,1.4573883934938474,-0.02579438646363341,-0.012781797969622715
LXRX,2020-10-22,1.4,1.4,1.36,1.36,39825,1.3600000000000003,1.4437020083084349,1.4647794649733552,-0.021077456664920332,-0.00952865084612004
LXRX,2020-10-21,1.39,1.41,1.39,1.4,33549,1.4000000000000006,1.4589205552736049,1.4731618221712235,-0.014241266897618619,-0.006641449391419966
LXRX,2020-10-20,1.42,1.4343,1.405,1.41,77355,1.4100000000000006,1.4696333835051691,1.4790147679449217,-0.009381384439752338,-0.004741495014870301
LXRX,2020-10-19,1.49,1.5,1.45,1.455,50923,1.4550000000000007,1.4804758168697454,1.4845359493805153,-0.004060132510769865,-0.0035815226586497365
LXRX,2020-10-16,1.5,1.51,1.49,1.51,16777,1.510000000000001,1.4851077835733355,1.4868988253309563,-0.001791041757621015,-0.003461870195619704
LXRX,2020-10-15,1.46,1.46,1.43,1.455,49365,1.4550000000000007,1.4805819260412147,1.4850507313574333,-0.004468805316218294,-0.0038795773051194314
LXRX,2020-10-14,1.46,1.48,1.44,1.44,69701,1.4400000000000004,1.4852331853214358,1.4874547898660275,-0.0022216045445919708,-0.00373227030234466
LXRX,2020-10-13,1.49,1.5075,1.48,1.495,19107,1.4950000000000006,1.493457400834424,1.49125117305531,0.002206227779114167,-0.0041099367417828875
LXRX,2020-10-12,1.57,1.57,1.52,1.525,24828,1.5250000000000004,1.493176928258865,1.490951266899735,0.002225661359130271,-0.005688977872007095
LXRX,2020-10-09,1.57,1.59,1.55,1.57,44436,1.5700000000000007,1.4873909152150222,1.4882273682517135,-0.0008364530366913313,-0.00766763767979138
LXRX,2020-10-08,1.51,1.53,1.5,1.525,54962,1.5250000000000006,1.4723710816177535,1.4816855577118506,-0.00931447609409708,-0.009375433840566392
LXRX,2020-10-07,1.45,1.47,1.45,1.455,51813,1.4550000000000003,1.462802187366436,1.4782204023287988,-0.01541821496236273,-0.009390673277183719
LXRX,2020-10-06,1.45,1.45,1.42,1.425,64192,1.4250000000000007,1.4642207668876064,1.4800780345151028,-0.015857267627496396,-0.007883787855888967
LXRX,2020-10-05,1.46,1.48,1.43,1.4518,67974,1.4518000000000006,1.4713518154126255,1.484484277276311,-0.01313246186368544,-0.00589041791298711
LXRX,2020-10-02,1.43,1.43,1.4027,1.415,60522,1.4150000000000005,1.4749066909421935,1.4870990194584162,-0.012192328516222206,-0.004079906925312527
LXRX,2020-10-01,1.46,1.4633,1.4304,1.45,33632,1.4500000000000002,1.4857988165680474,1.4928669410150892,-0.007068124447041856,-0.0020518015275849955
LXRX,2020-09-30,1.47,1.48,1.45,1.45,47964,1.4500000000000004,1.4923076923076923,1.4962962962962962,-0.0039886039886039,-0.0007977207977207801
LXRX,2020-09-29,1.55,1.55,1.5,1.5,45129,1.5000000000000002,1.5,1.5,0.0,0.0
