Symbol,Date,Open,High,Low,Close,Volume,KERN SMA,KERN spanTwelveEMA,KERN spanTwntySixEMA,KERN_x,KERN_y
KERN,2020-11-16,2.88,3.04,2.8,2.845,226465,2.845,3.1078681271642954,3.2778599564471453,-0.16999182928284995,-0.19142389913508445
KERN,2020-11-13,2.86,2.87,2.74,2.83,183587,2.8300000000000005,3.155662332103258,3.312488752962917,-0.1568264208596588,-0.19678191659814306
KERN,2020-11-12,3.0,3.12,2.76,3.1,508388,3.1000000000000005,3.214873665212941,3.3510878531999504,-0.1362141879870089,-0.2067707905327641
KERN,2020-11-11,3.5,3.5,3.17,3.2236,464630,3.2236000000000007,3.2357597861607488,3.3711748814559463,-0.13541509529519802,-0.22440994116920276
KERN,2020-11-10,3.72,4.19,3.65,4.0456,690836,4.045600000000002,3.2379706563717936,3.3829808719724226,-0.14501021560062854,-0.24665865263770406
KERN,2020-11-09,4.76,4.86,3.8,3.87,1513545,3.870000000000002,3.0911289575303025,3.3299713417302166,-0.2388423841999141,-0.2720707618969728
KERN,2020-11-06,3.42,3.64,3.25,3.34,1442262,3.3400000000000016,2.9495160407176297,3.286769049068634,-0.3372530083510039,-0.2803778563212375
KERN,2020-11-05,2.6,2.75,2.52,2.68,192660,2.680000000000001,2.8785189572117447,3.282510572994125,-0.4039916157823802,-0.26615906831379577
KERN,2020-11-04,2.4,2.4,2.28,2.3,29746,2.3000000000000007,2.914613313068425,3.3307114188336544,-0.4160981057652293,-0.23170093144664963
KERN,2020-11-03,2.52,2.53,2.42,2.4383,89917,2.438300000000001,3.026361188171776,3.4131683323403466,-0.3868071441685714,-0.18560163786700468
KERN,2020-11-02,2.38,2.4192,2.335,2.39,30468,2.390000000000001,3.1332814042030077,3.4911577989275746,-0.3578763947245673,-0.1353002612916132
KERN,2020-10-30,2.35,2.44,2.35,2.42,31141,2.4200000000000004,3.2684234776944634,3.5792504228417807,-0.3108269451473173,-0.07965622793337479
KERN,2020-10-29,2.3,2.38,2.28,2.3569,75712,2.3569000000000004,3.42268229182073,3.671990456669123,-0.24930816484839324,-0.021863548629889144
KERN,2020-10-28,2.35,2.39,2.17,2.245,765612,2.245000000000001,3.61646089033359,3.7771976932026536,-0.16073680286906322,0.034997605424736886
KERN,2020-10-27,3.43,3.4504,3.22,3.29,110937,3.29,3.865817415848788,3.8997735086588654,-0.03395609281007728,0.08393120749818703
KERN,2020-10-26,3.77,3.8,3.7,3.77,8074,3.7700000000000014,3.970511491457658,3.9485553893515752,0.021956102106083453,0.11340303257525308
KERN,2020-10-23,3.72,3.7458,3.67,3.69,13495,3.690000000000001,4.006968126268141,3.962839820499701,0.04412830576844051,0.1362647651925457
KERN,2020-10-22,3.69,3.71,3.6,3.71,7173,3.71,4.06459869468053,3.9846670061396767,0.07993168854085342,0.159298880048572
KERN,2020-10-21,3.72,3.78,3.52,3.5573,24887,3.557300000000001,4.129071184622444,4.006640366630851,0.12243081799159315,0.17914067792550165
KERN,2020-10-20,4.06,4.1,3.8111,3.8301,108026,3.8301,4.233029581826525,4.04258759596132,0.19044198586520533,0.19331814290897875
KERN,2020-10-19,4.42,4.45,4.3701,4.44,10365,4.440000000000001,4.306289505794984,4.059586603638225,0.24670290215675905,0.19403718216992208
KERN,2020-10-16,4.47,4.58,4.47,4.5145,10401,4.514500000000001,4.281978506848617,4.029153531929283,0.2528249749193341,0.18087075217321283
KERN,2020-10-15,4.51,4.53,4.42,4.49,12231,4.49,4.239701871730183,3.990325814483625,0.249376057246558,0.1628821964866825
KERN,2020-10-14,4.83,4.89,4.8,4.8,11490,4.799999999999999,4.1941931211356716,3.950351879642315,0.2438412414933557,0.1412587312967135
KERN,2020-10-13,4.7,4.74,4.5005,4.565,28856,4.564999999999999,4.084046415887611,3.8823800300137,0.2016663858739114,0.11561310374755274
KERN,2020-10-12,4.53,4.6,4.26,4.3573,37681,4.3573,3.996600309685359,3.827770432414796,0.16882987727056342,0.09409978321596307
KERN,2020-10-09,4.16,4.59,4.1,4.4928,273737,4.492799999999999,3.9310185478099697,3.7854080670079786,0.14561048080199068,0.0754172597023131
KERN,2020-10-08,4.07,4.09,4.0,4.0,20037,3.999999999999999,3.8288764655936007,3.7288167123686176,0.10005975322498316,0.05786895442739358
KERN,2020-10-07,3.93,3.965,3.93,3.93,5671,3.93,3.797763095701528,3.707122049358107,0.0906410463434213,0.04732125472799617
KERN,2020-10-06,4.06,4.1279,4.0,4.0,5331,4.0,3.7737200221927147,3.689291813306756,0.08442820888595959,0.03649130682414
KERN,2020-10-05,4.06,4.06,3.9461,4.06,16707,4.059999999999999,3.732578208045936,3.6644351583712966,0.06814304967464002,0.02450708130868532
KERN,2020-10-02,3.95,3.9530000000000003,3.85,3.885,29824,3.884999999999999,3.6730469731451976,3.632789971041,0.040257002104197685,0.013598089217196756
KERN,2020-10-01,3.8,3.83,3.68,3.71,25802,3.709999999999999,3.6345100591715975,3.61261316872428,0.021896890447318015,0.006933360995446522
KERN,2020-09-30,3.74,3.8,3.74,3.7901,8497,3.790099999999999,3.6207846153846153,3.6048222222222215,0.01596239316239334,0.003192478632478757
KERN,2020-09-29,3.57,3.61,3.53,3.59,15338,3.589999999999999,3.59,3.59,0.0,0.0
