Symbol,Date,Open,High,Low,Close,Volume,DNN SMA,DNN spanTwelveEMA,DNN spanTwntySixEMA,DNN_x,DNN_y
DNN,2020-11-16,0.35,0.36,0.35,0.3528,58697,0.3528,0.3518535271916268,0.35544873018465306,-0.0035952029930262923,-0.008586761953021728
DNN,2020-11-13,0.3698,0.3698,0.3556,0.3579,68099,0.3579,0.35168144122646794,0.3556606285994253,-0.003979187372957382,-0.009834651693020599
DNN,2020-11-12,0.3738,0.3738,0.3572,0.3615,81582,0.3615,0.35055079417673485,0.3554814788873793,-0.004930684710644506,-0.011298517773036403
DNN,2020-11-11,0.375,0.3799,0.3662,0.3674,90546,0.3674000000000001,0.3485600294815957,0.3549999971983697,-0.006439967716773964,-0.012890476038634389
DNN,2020-11-10,0.35,0.3586,0.34700000000000003,0.358599,135275,0.3585990000000001,0.3451345802964313,0.35400799697423924,-0.008873416677807888,-0.01450310311909948
DNN,2020-11-09,0.35,0.3597,0.35,0.3596,149534,0.35960000000000003,0.3426865039866916,0.35364071673217834,-0.010954212745486748,-0.015910524729422365
DNN,2020-11-06,0.35,0.35,0.34,0.3468,127564,0.34680000000000005,0.3396113228933628,0.3531639740707526,-0.013552651177389794,-0.01714960272540627
DNN,2020-11-05,0.33399999999999996,0.34,0.33,0.3395,116943,0.3395000000000001,0.3383042906921561,0.35367309199641284,-0.015368801304256776,-0.018048840612410386
DNN,2020-11-04,0.345,0.345,0.3323,0.33299999999999996,125587,0.3330000000000001,0.3380868889998208,0.3548069393561259,-0.016720050356305142,-0.018718850439448802
DNN,2020-11-03,0.34,0.3405,0.3397,0.33975,29639,0.3397500000000001,0.33901177790887904,0.35655149450461604,-0.017539716595736943,-0.01921855046023473
DNN,2020-11-02,0.34,0.3499,0.34,0.3419,145418,0.3419000000000001,0.3388775557104934,0.3578956140649853,-0.019018058354491885,-0.01963825892635916
DNN,2020-10-30,0.3227,0.3295,0.3227,0.3295,116110,0.3295000000000001,0.3383280203851285,0.3591752631901841,-0.02084724280505557,-0.019793309069325967
DNN,2020-10-29,0.316,0.32,0.3103,0.319,28326,0.3190000000000001,0.3399331150006065,0.3615492842453989,-0.021616169244792368,-0.01952982563539355
DNN,2020-10-28,0.3315,0.3315,0.3202,0.322848,159784,0.3228480000000001,0.34373913590980765,0.3649532269850307,-0.021214091075223096,-0.019008239733043844
DNN,2020-10-27,0.32,0.3249,0.32,0.321201,93755,0.3212010000000001,0.34753752425704537,0.3683216451438332,-0.020784120886787827,-0.018456776897499045
DNN,2020-10-26,0.33,0.3354,0.325,0.327,344610,0.327,0.35232598321287184,0.3720912967553398,-0.01976531354246797,-0.01787494090017685
DNN,2020-10-23,0.3497,0.3497,0.34299999999999997,0.3476,53481,0.3476000000000001,0.35693070743339395,0.37569860049576703,-0.018767893062373087,-0.017402347739604068
DNN,2020-10-22,0.3496,0.3539,0.342,0.349,131735,0.3490000000000001,0.35862719969401097,0.3779464885354284,-0.01931928884141737,-0.017060961408911814
DNN,2020-10-21,0.35700000000000004,0.35700000000000004,0.35,0.3537,78456,0.3537000000000001,0.3603775996383767,0.3802622076182627,-0.019884607979886004,-0.016496379550785412
DNN,2020-10-20,0.3481,0.3499,0.345,0.3451,55860,0.3451000000000001,0.361591708663536,0.3823871842277237,-0.020795475564187704,-0.015649322443510263
DNN,2020-10-19,0.35,0.3543,0.34051,0.34544899999999995,404201,0.3454490000000001,0.3645902011478153,0.3853701589659416,-0.02077995781812636,-0.0143627841633409
DNN,2020-10-16,0.3411,0.349,0.3318,0.3378,567794,0.33780000000000004,0.3680704195383272,0.38856385168321705,-0.0204934321448898,-0.012758490749644545
DNN,2020-10-15,0.35,0.35,0.34,0.34105,708753,0.3410500000000001,0.3735741321816594,0.3926249598178744,-0.01905082763621496,-0.010824755400833217
DNN,2020-10-14,0.3425,0.344,0.3356,0.33689,690001,0.3368900000000001,0.379487610760143,0.3967509566033043,-0.017263345843161304,-0.00876823734198778
DNN,2020-10-13,0.35,0.3517,0.3411,0.3418,392455,0.3418,0.3872326308983508,0.4015398331315686,-0.014307202233217853,-0.006644460216694398
DNN,2020-10-12,0.3551,0.3595,0.35,0.35,741517,0.35,0.3954931092435055,0.4063190197820941,-0.010825910538588612,-0.004728774712563548
DNN,2020-10-09,0.3701,0.3771,0.37005,0.37240100000000004,639472,0.3724010000000001,0.4037645836514155,0.4108245413646616,-0.00705995771324608,-0.003204490756057281
DNN,2020-10-08,0.38,0.3898,0.36,0.3787,4499253,0.3787,0.4094670534062183,0.4138984246738345,-0.004431371267616224,-0.0022406240167600674
DNN,2020-10-07,0.4198,0.42100000000000004,0.41,0.4186,46804,0.4186,0.4150610631164398,0.4167142986477413,-0.0016532355313015337,-0.0016929372040460418
DNN,2020-10-06,0.4294,0.43,0.42200000000000004,0.4238,130600,0.4238,0.4144176200467016,0.4165634425395606,-0.0021458224928590512,-0.0017028626222321827
DNN,2020-10-05,0.42,0.4245,0.4101,0.4102,84915,0.4102000000000001,0.4127117327824655,0.4159845179427255,-0.003272785160259972,-0.0015921226545754655
DNN,2020-10-02,0.4,0.401,0.3911,0.3971,122848,0.3971000000000001,0.41316841147018657,0.4164472793781436,-0.003278867907957006,-0.0011719570281543247
DNN,2020-10-01,0.426,0.426,0.41,0.4121,77539,0.4121000000000001,0.4160899408284024,0.417995061728395,-0.0019051208999926734,-0.0006452293082036542
DNN,2020-09-30,0.41,0.4109,0.395,0.3993,331595,0.3993000000000001,0.4168153846153846,0.41846666666666665,-0.0016512820512820658,-0.00033025641025641317
DNN,2020-09-29,0.4236,0.425,0.4191,0.42,59840,0.42000000000000015,0.42,0.42,0.0,0.0
