Symbol,Date,Open,High,Low,Close,Volume,PIXY SMA,PIXY spanTwelveEMA,PIXY spanTwntySixEMA,PIXY_x,PIXY_y
PIXY,2020-11-16,2.2,2.2636,2.2,2.22,30868,2.22,2.221841722106416,2.433130783515998,-0.21128906140958212,-0.2634325753537747
PIXY,2020-11-13,2.15,2.17,2.15,2.16,41231,2.1600000000000006,2.2221765806712193,2.4501812461972783,-0.22800466552605905,-0.2764684538398228
PIXY,2020-11-12,2.21,2.21,2.1489,2.15,31128,2.1500000000000004,2.2334814135205314,2.47339574589306,-0.23991433237252835,-0.28858440091826376
PIXY,2020-11-11,2.28,2.2823,2.18,2.21,59879,2.2100000000000004,2.2486598523424464,2.4992674055645043,-0.250607553222058,-0.3007519180546975
PIXY,2020-11-10,2.28,2.2892,2.2213,2.25,18910,2.250000000000001,2.2556889164047096,2.522408798009665,-0.26671988160495497,-0.3132880092628573
PIXY,2020-11-09,2.2,2.29,2.18,2.23,64604,2.2300000000000004,2.2567232648419298,2.5442015018504383,-0.28747823700850805,-0.3249300411773328
PIXY,2020-11-06,2.1699,2.1752,2.13,2.13,31455,2.1300000000000003,2.2615820402677347,2.5693376219984727,-0.3077555817307376,-0.33429299221953884
PIXY,2020-11-05,2.13,2.19,2.1243,2.19,28566,2.1900000000000004,2.2855060475891418,2.6044846317583508,-0.318978584169209,-0.34092734484173903
PIXY,2020-11-04,2.14,2.18,2.1267,2.13,19819,2.1300000000000003,2.3028707835144404,2.6376434022990187,-0.3347726187845783,-0.34641453500987157
PIXY,2020-11-03,2.17,2.26,2.17,2.22,55162,2.2200000000000006,2.3343018350625204,2.6782548744829406,-0.3439530394204202,-0.34932501406619487
PIXY,2020-11-02,2.11,2.14,2.08,2.1301,113160,2.130100000000001,2.35508398689207,2.714915264441576,-0.35983127754950583,-0.3506680077276385
PIXY,2020-10-30,2.21,2.23,2.133,2.23,52527,2.230000000000001,2.3959901663269916,2.7617004855969016,-0.3657103192699101,-0.3483771902721715
PIXY,2020-10-29,2.142,2.142,2.02,2.08,79928,2.0800000000000005,2.4261701965682634,2.8042365244446543,-0.3780663278763914,-0.3440439080227368
PIXY,2020-10-28,2.22,2.22,2.11,2.17,98720,2.17,2.4891102323079477,2.8621754464002267,-0.37306521409227933,-0.33553830305932325
PIXY,2020-10-27,2.29,2.29,2.22,2.24,19458,2.24,2.547130274545756,2.9175494821122445,-0.3704192075664885,-0.3261565753010843
PIXY,2020-10-26,2.31,2.34,2.23,2.34,138819,2.34,2.602972142644985,2.971753440681224,-0.3687812980362395,-0.3150909172347332
PIXY,2020-10-23,2.38,2.38,2.323,2.34,34423,2.34,2.6507852594895267,3.0222937159357217,-0.37150845644619457,-0.30166832203435673
PIXY,2020-10-22,2.35,2.38,2.325,2.36,31178,2.3599999999999994,2.707291670305805,3.0768772132105795,-0.3695855429047743,-0.2842082884313971
PIXY,2020-10-21,2.3553,2.41,2.315,2.315,169025,2.314999999999999,2.7704356103614063,3.1342273902674265,-0.3637917799060197,-0.2628639748130528
PIXY,2020-10-20,2.42,2.42,2.31,2.34,211742,2.3399999999999994,2.853242084972571,3.1997655814888204,-0.34652349651624936,-0.23763202353981094
PIXY,2020-10-19,2.58,2.59,2.5201,2.525,105103,2.5249999999999995,2.9465588276948567,3.2685468280079264,-0.3219880003130693,-0.2104091552957013
PIXY,2020-10-16,2.58,2.5978,2.5,2.51,397645,2.51,3.0232058872757404,3.32803057424856,-0.30482468697281995,-0.18251444404135922
PIXY,2020-10-15,2.79,3.0,2.66,2.66,2531821,2.66,3.116516048598601,3.393473020188445,-0.27695697158984345,-0.15193688330849414
PIXY,2020-10-14,2.65,2.6794,2.61,2.6616,85123,2.6616,3.1995189665256203,3.4521508618035206,-0.25263189527790075,-0.1206818612381567
PIXY,2020-10-13,2.63,2.63,2.54,2.5879,120972,2.5878999999999994,3.2973224149848237,3.5153949307478016,-0.2180725157629788,-0.08769435272822079
PIXY,2020-10-12,2.84,2.85,2.73,2.74,179354,2.74,3.4263083086184274,3.5895945252076262,-0.16328621658919884,-0.0550998119695315
PIXY,2020-10-09,2.69,2.79,2.68,2.745,844941,2.7449999999999988,3.5510916374581414,3.657562087224236,-0.10647044976609488,-0.028053210814614662
PIXY,2020-10-08,3.58,3.6,3.55,3.56,94707,3.56,3.697653753359621,3.730567054202176,-0.03291330084255417,-0.008448901076744716
PIXY,2020-10-07,3.63,3.64,3.55,3.56,18494,3.5599999999999987,3.722681708515916,3.744212418538349,-0.021530710022433563,-0.00233280113529224
PIXY,2020-10-06,3.66,3.74,3.64,3.6794,10009,3.679399999999999,3.752260200973355,3.758949412021417,-0.006689211048062305,0.0024666760864929804
PIXY,2020-10-05,3.72,3.7293,3.65,3.65,6293,3.649999999999999,3.7655075102412385,3.7653133649831303,0.00019414525810734773,0.004755647870131691
PIXY,2020-10-02,3.87,3.87,3.7744,3.78,34001,3.779999999999999,3.786508875739645,3.7745384341817814,0.011970441557863865,0.005896023523137554
PIXY,2020-10-01,3.83,3.85,3.81,3.83,8566,3.83,3.787692307692308,3.774101508916324,0.013590798775984236,0.004377419014456088
PIXY,2020-09-30,3.91,3.945,3.8364,3.89,21338,3.89,3.78,3.769629629629629,0.010370370370370365,0.0020740740740741617
PIXY,2020-09-29,3.73,3.8,3.73,3.76,6532,3.7599999999999993,3.76,3.76,0.0,0.0
