Symbol,Date,Open,High,Low,Close,Volume,RYCEF SMA,RYCEF spanTwelveEMA,RYCEF spanTwntySixEMA,RYCEF_x,RYCEF_y
RYCEF,2020-11-16,1.33,1.38,1.33,1.34,239358,1.34,1.3749165028613148,1.6210689735115686,-0.2461524706502538,-0.23399146308615126
RYCEF,2020-11-13,1.24,1.24,1.22,1.24,100064,1.24,1.3812649579270084,1.6435544913924942,-0.2622895334654858,-0.2309512111951256
RYCEF,2020-11-12,1.22,1.22,1.18,1.21,130092,1.2100000000000002,1.4069494957319189,1.6758388507038935,-0.26888935497197464,-0.22311663062753553
RYCEF,2020-11-11,1.37,1.37,1.3,1.32,120127,1.3200000000000005,1.4427584949559045,1.713105958760205,-0.27034746380430064,-0.21167344954142572
RYCEF,2020-11-10,1.47,1.53,1.47,1.515,96649,1.515,1.4650782213115234,1.7445544354610216,-0.2794762141494982,-0.19700494597570697
RYCEF,2020-11-09,1.35,1.48,1.35,1.47,193057,1.47,1.4560015342772552,1.762918790297903,-0.3069172560206481,-0.17638712893225916
RYCEF,2020-11-06,0.925,0.925,0.8935,0.91,59422,0.91,1.4534563586913016,1.7863522935217355,-0.3328959348304341,-0.14375459716016198
RYCEF,2020-11-05,1.06,1.06,0.9501,0.98,125620,0.98,1.552266605726084,1.8564604770034747,-0.30419387127739084,-0.09646926274259397
RYCEF,2020-11-04,1.06,1.07,1.055,1.065,15390,1.065,1.6563150794944628,1.9265773151637529,-0.2702622356692901,-0.04453811060889481
RYCEF,2020-11-03,1.05,1.05,1.015,1.04,32575,1.04,1.7638269121298198,1.995503500376853,-0.2316765882470333,0.011892920656204009
RYCEF,2020-11-02,0.965,0.965,0.92,0.94,52336,0.94,1.8954318052443329,2.0719437804070013,-0.1765119751626687,0.07278529788201334
RYCEF,2020-10-30,0.95,0.95,0.9158,0.93,29801,0.9300000000000002,2.0691466789251205,2.162499282839561,-0.093352603914441,0.13510961614318379
RYCEF,2020-10-29,0.9931,1.01,0.96525,1.0,216647,1.0,2.2762642569115057,2.2610992254667264,0.015165031444779318,0.19222517115758986
RYCEF,2020-10-28,1.14,1.14,1.08,1.12,174120,1.12,2.508312303622689,2.361987163504065,0.1463251401186243,0.2364902060857925
RYCEF,2020-10-27,2.83,2.94,2.83,2.83,24515,2.83,2.7607327224631777,2.4613461365843903,0.29938658587878786,0.25903147257758463
RYCEF,2020-10-26,3.02,3.16,3.0,3.13,32868,3.13,2.7481386720019376,2.4318538275111408,0.3162848444907969,0.24894269425228394
RYCEF,2020-10-23,3.04,3.09,3.04,3.04,8361,3.04,2.678709339638653,2.376002133712032,0.30270720592662137,0.2321071566926557
RYCEF,2020-10-22,2.925,2.93,2.9,2.9,10025,2.8999999999999995,2.6130201286638632,2.3228823044089943,0.29013782425486845,0.21445714438416424
RYCEF,2020-10-21,2.93,2.98,2.93,2.98,3470,2.979999999999998,2.5608419702391103,2.276712888761714,0.2841290814773965,0.1955369744164881
RYCEF,2020-10-20,2.86,3.0,2.86,3.0,15647,2.9999999999999987,2.4846314193734944,2.220449919862651,0.2641814995108436,0.173388947651261
RYCEF,2020-10-19,2.83,2.9,2.8,2.8,13290,2.799999999999999,2.3909280410777662,2.158085913451663,0.2328421276261028,0.15069080968636533
RYCEF,2020-10-16,2.83,2.83,2.74,2.77,13900,2.7699999999999987,2.316551321273723,2.1067327865277963,0.20981853474592693,0.13015298020143085
RYCEF,2020-10-15,2.37,2.37,2.37,2.37,3200,2.3699999999999988,2.234106106959855,2.05367140945002,0.1804346975098352,0.11023659156530684
RYCEF,2020-10-14,2.35,2.38,2.34,2.34,6385,2.339999999999999,2.209398126407101,2.0283651222060213,0.18103300420108012,0.09268706507917485
RYCEF,2020-10-13,2.45,2.45,2.36,2.39,19153,2.3899999999999992,2.1856523312083924,2.003434331982503,0.1822179992258892,0.07060058029869862
RYCEF,2020-10-12,2.95,3.06,2.95,3.005,20375,3.0049999999999986,2.1484982096099183,1.9725090785411037,0.17598913106881486,0.04269622556690096
RYCEF,2020-10-09,2.9,2.9,2.7,2.7,86613,2.6999999999999984,1.992770611357176,1.889909804824392,0.10286080653278452,0.00937299919142253
RYCEF,2020-10-08,2.38,2.49,2.375,2.45,94970,2.4499999999999984,1.8641834497857532,1.825102589210343,0.039080860575410485,-0.0139989526439178
RYCEF,2020-10-07,2.09,2.09,1.99,2.0,19446,1.9999999999999984,1.7576713497467995,1.7751107963471704,-0.01743944660037089,-0.027268905948749818
RYCEF,2020-10-06,1.81,1.89,1.81,1.87,106552,1.8699999999999983,1.7136115951553086,1.7571196600549441,-0.043508064899635324,-0.029726270785844545
RYCEF,2020-10-05,1.55,1.59,1.54,1.565,18730,1.5649999999999982,1.6851773397290009,1.7480892328593394,-0.06291189313033829,-0.026280822257396794
RYCEF,2020-10-02,1.36,1.43,1.33,1.43,36402,1.4299999999999984,1.707027765134274,1.7627363714880864,-0.05570860635381236,-0.01712305453916136
RYCEF,2020-10-01,1.52,1.52,1.48,1.485,60719,1.4849999999999983,1.7573964497041419,1.7893552812071332,-0.031958831502991066,-0.007476666585498606
RYCEF,2020-09-30,1.73,1.735,1.71,1.735,46628,1.7349999999999983,1.8069230769230769,1.813703703703704,-0.006780626780626743,-0.0013561253561254372
RYCEF,2020-09-29,1.86,1.86,1.82,1.82,15408,1.8199999999999985,1.82,1.82,0.0,0.0
