Symbol,Date,Open,High,Low,Close,Volume,BXRX SMA,BXRX spanTwelveEMA,BXRX spanTwntySixEMA,BXRX_x,BXRX_y
BXRX,2021-02-05,1.6,1.63,1.57,1.5911,744567,1.5911,1.4246932055348267,1.335331774389426,0.08936143114540074,0.088867709150946
BXRX,2021-02-04,1.58,1.63,1.5,1.52,930541,1.52,1.3944374247229772,1.3148703163405802,0.07956710838239722,0.08874427865233231
BXRX,2021-02-03,1.45,1.46,1.43,1.44,400974,1.44,1.3716078655817003,1.2984599416478264,0.07314792393387393,0.09103857121981614
BXRX,2021-02-02,1.32,1.33,1.29,1.315,477185,1.315,1.3591729320511006,1.2871367369796525,0.0720361950714481,0.09551123304130169
BXRX,2021-02-01,1.35,1.35,1.28,1.3,595101,1.3000000000000005,1.3672043742422098,1.284907675938025,0.08229669830418508,0.10137999253376506
BXRX,2021-01-29,1.38,1.38,1.31,1.3499,566574,1.3499000000000003,1.379423351377157,1.2837002900130667,0.09572306136409026,0.1061508160911601
BXRX,2021-01-28,1.36,1.36,1.31,1.335,643948,1.3350000000000006,1.384791233445731,1.278404313214112,0.10638692023161901,0.10875775477292755
BXRX,2021-01-27,1.42,1.45,1.21,1.3702,2155126,1.3702000000000003,1.3938441849813183,1.273876658271241,0.11996752671007728,0.10935046340825468
BXRX,2021-01-26,1.54,1.5548,1.5,1.5,879982,1.5000000000000004,1.3981431277051943,1.2661707909329405,0.13197233677225384,0.10669619758279901
BXRX,2021-01-25,1.5,1.57,1.5,1.52,605701,1.5200000000000005,1.3796236963788657,1.2474644542075757,0.13215924217129027,0.10037716278543529
BXRX,2021-01-22,1.51,1.53,1.39,1.4601,1338293,1.4601000000000002,1.3541007320841143,1.2256616105441818,0.12843912153993253,0.0924316429389716
BXRX,2021-01-21,1.72,1.85,1.64,1.65,2807947,1.65,1.3348281379175897,1.2069065393877163,0.1279215985298734,0.08342977328873136
BXRX,2021-01-20,1.5507,1.59,1.46,1.5090000000000001,1964191,1.5090000000000003,1.2775241629935152,1.1714590625387336,0.10606510045478168,0.07230681697844585
BXRX,2021-01-19,1.32,1.34,1.31,1.3312,501394,1.3312000000000002,1.2354376471741544,1.1444557875418322,0.0909818596323222,0.06386724610936188
BXRX,2021-01-19,1.32,1.34,1.31,1.3312,501394,1.3312,1.218026310296728,1.1295162505451788,0.08851005975154913,0.0570885927286218
BXRX,2021-01-15,1.31,1.37,1.3,1.35,416923,1.35,1.1974492758052238,1.113381550588793,0.0840677252164308,0.04923322597288997
BXRX,2021-01-14,1.29,1.3,1.27,1.285,532913,1.2849999999999997,1.1697127804970826,1.0944520746358963,0.07526070586118627,0.040524601162004764
BXRX,2021-01-13,1.37,1.38,1.3,1.32,903747,1.3199999999999996,1.148751467860189,1.079208240606768,0.06954322725342066,0.03184057498720939
BXRX,2021-01-12,1.41,1.44,1.33,1.345,2912102,1.3449999999999995,1.1176153711074956,1.0599448998553094,0.05767047125218627,0.022414911920656512
BXRX,2021-01-11,1.23,1.3,1.22,1.2787,2528722,1.2786999999999995,1.0762727113088584,1.037140491843734,0.03913221946512424,0.01360102208777407
BXRX,2021-01-08,1.18,1.18,1.12,1.125,475093,1.1249999999999998,1.0394677497286509,1.0178157311912328,0.02165201853741805,0.00721822274343647
BXRX,2021-01-07,1.19,1.19,1.14,1.1413,1152287,1.1412999999999998,1.0239164314974964,1.0092409896865315,0.01467544181096492,0.003609773794941076
BXRX,2021-01-06,1.05,1.08,1.02,1.04,1414758,1.0399999999999998,1.0025739644970413,0.9986762688614541,0.0038976956355872843,0.0008433567909351148
BXRX,2021-01-05,1.02,1.02,1.0,1.0,348085,1.0,0.9957692307692309,0.9953703703703703,0.0003988603988603901,7.977207977210022e-05
BXRX,2021-01-04,1.01,1.01,0.995,0.995,227645,0.995,0.995,0.995,0.0,0.0
