Symbol,Date,Open,High,Low,Close,Volume,SPPI SMA,SPPI spanTwelveEMA,SPPI spanTwntySixEMA,SPPI_x,SPPI_y
SPPI,2021-02-05,3.74,3.74,3.655,3.71,170616,3.71,3.7284176011078927,3.6827845809225668,0.04563302018532678,0.06769800032609129
SPPI,2021-02-04,3.79,3.8,3.7122,3.755,143738,3.755,3.7317662558547817,3.6806073473963714,0.0511589084584112,0.07321424536128264
SPPI,2021-02-03,3.7618,3.81,3.71,3.8,152568,3.8,3.7275419387374695,3.67465593518808,0.052886003549389216,0.0787280795870007
SPPI,2021-02-02,3.76,3.79,3.64,3.65,221963,3.65,3.714367745780645,3.664628410003127,0.049739335777518434,0.08518859859640347
SPPI,2021-02-01,3.63,3.66,3.51,3.5524,193355,3.5523999999999987,3.7260709722862164,3.6657986828033775,0.060272289482839365,0.09405091430112483
SPPI,2021-01-29,3.6,3.69,3.55,3.68,206308,3.6799999999999993,3.757647512701893,3.674870577427648,0.08277693527424512,0.1024955705056963
SPPI,2021-01-28,3.72,3.8,3.705,3.72,173953,3.7199999999999993,3.7717652422840553,3.67446022362186,0.09730501866219532,0.10742522931355919
SPPI,2021-01-27,3.78,3.79,3.56,3.6368,529433,3.6368,3.781177104517518,3.670817041511608,0.11036006300591072,0.10995528197640014
SPPI,2021-01-26,4.02,4.03,3.94,3.9662,235835,3.9662,3.807427487157068,3.673538404832537,0.13388908232453067,0.1098540867190226
SPPI,2021-01-25,4.05,4.06,3.91,3.9583,249976,3.9583,3.7785597575492615,3.65012547721914,0.12843428033012172,0.10384533781764546
SPPI,2021-01-22,3.93,3.93,3.79,3.819,333148,3.819,3.7458797134673087,3.6254715153966712,0.12040819807063753,0.09769810218952639
SPPI,2021-01-21,4.07,4.09,3.8,3.82,575355,3.82,3.7325851159159114,3.609989236628405,0.12259587928750547,0.09202057821924861
SPPI,2021-01-20,4.31,4.35,4.02,4.02,905067,4.02,3.7166915006278938,3.5931883755586767,0.12350312506921712,0.08437675295218416
SPPI,2021-01-19,3.7664,3.86,3.72,3.78,514553,3.78,3.6615445007420564,3.5590434456033715,0.10250105513868536,0.07459515992292591
SPPI,2021-01-19,3.7664,3.86,3.72,3.78,514553,3.779999999999999,3.640007137240613,3.5413669212516408,0.0986402159889712,0.06761868611898615
SPPI,2021-01-15,3.79,3.83,3.7,3.7508,217344,3.7508,3.6145538894661775,3.5222762749517726,0.09227761451440576,0.05986330365148966
SPPI,2021-01-14,3.75,3.79,3.71,3.78,120035,3.78,3.58978186936912,3.5039943769479147,0.08578749242120542,0.05175972593576086
SPPI,2021-01-13,3.69,3.73,3.6473,3.65,208019,3.65,3.5551967547089602,3.4819139271037485,0.07328282760521176,0.04325278431439972
SPPI,2021-01-12,3.65,3.67,3.61,3.64,47741,3.64,3.5379598010196798,3.4684670412720484,0.06949275974763225,0.035745273491696705
SPPI,2021-01-11,3.7,3.73,3.61,3.685,160219,3.685,3.5194070375687128,3.454744404573812,0.06466263299490073,0.027308401927713034
SPPI,2021-01-08,3.78,3.79,3.71,3.715,167231,3.715,3.489299226217569,3.436323956939717,0.052975269277852455,0.017969844160916116
SPPI,2021-01-07,3.73,3.75,3.64,3.7,300842,3.700000000000001,3.448262721893492,3.4140298734948944,0.03423284839859697,0.009218487881682141
SPPI,2021-01-06,3.52,3.57,3.43,3.48,200841,3.4800000000000013,3.402492307692308,3.3911522633744857,0.011340044317821985,0.0029648977524533216
SPPI,2021-01-05,3.46,3.5,3.43,3.4346,105044,3.434600000000002,3.3884,3.3840444444444446,0.004355555555555224,0.0008711111111110448
SPPI,2021-01-04,3.41,3.5,3.35,3.38,254758,3.3800000000000017,3.38,3.38,0.0,0.0
