Symbol,Date,Open,High,Low,Close,Volume,SCOR SMA,SCOR spanTwelveEMA,SCOR spanTwntySixEMA,SCOR_x,SCOR_y
SCOR,2021-02-05,4.27,4.49,4.27,4.3847,196364,4.3847,3.621560621052101,3.323092008156085,0.2984686128960159,0.22677835247797026
SCOR,2021-02-04,3.89,4.02,3.84,3.965,59953,3.964999999999999,3.4828080066979377,3.2381633688085727,0.2446446378893654,0.20885578737345883
SCOR,2021-02-03,3.81,4.2,3.81,4.145,321882,4.145,3.3951367351884727,3.1800164383132588,0.21512029687521395,0.19990857474448231
SCOR,2021-02-02,3.24,3.275,3.24,3.25,54335,3.25,3.2587979597681946,3.102817753378319,0.15598020638987584,0.1961056442117994
SCOR,2021-02-01,3.23,3.2769,3.2,3.22,46814,3.2200000000000006,3.2603975888169576,3.0910431736485844,0.16935441516837324,0.20613700366728038
SCOR,2021-01-29,3.27,3.28,3.2,3.25,63538,3.2500000000000004,3.267742604965496,3.0807266275404714,0.18701597742502415,0.21533265079200714
SCOR,2021-01-28,3.24,3.35,3.16,3.24,220427,3.24,3.2709685331410405,3.0671847577437092,0.20378377539733167,0.22241181913375274
SCOR,2021-01-27,3.37,3.37,3.2,3.25,142937,3.25,3.2765991755303197,3.053359538363205,0.2232396371671146,0.2270688300678581
SCOR,2021-01-26,3.4,3.42,3.33,3.42,38072,3.42,3.2814353892631054,3.0376283014322616,0.24380708783084384,0.22802612829304397
SCOR,2021-01-25,3.51,3.53,3.41,3.44,57913,3.4399999999999995,3.25624182367458,3.0070385655468423,0.24920325812773705,0.22408088840859397
SCOR,2021-01-22,3.27,3.355,3.21,3.3361,42158,3.3361,3.222831246160866,2.97240165079059,0.2504295953702762,0.2178002959788081
SCOR,2021-01-21,3.38,3.38,3.3,3.34,30589,3.34,3.202236927281024,2.9433057828538374,0.25893114442718623,0.20964297113094105
SCOR,2021-01-20,3.43,3.46,3.33,3.41,48755,3.41,3.1771890958775737,2.9115702454821446,0.2656188503954291,0.19732092780687965
SCOR,2021-01-19,3.59,3.635,3.45,3.48,142550,3.4800000000000004,3.134859840582587,2.8716958651207163,0.2631639754618713,0.1802464471597423
SCOR,2021-01-19,3.59,3.635,3.45,3.48,142550,3.4800000000000013,3.072107084324877,2.8230315343303727,0.2490755499945028,0.15951706508421015
SCOR,2021-01-15,3.3,3.38,3.3,3.3,72962,3.300000000000001,2.997944736020308,2.7704740570768034,0.2274706789435048,0.13712744385663667
SCOR,2021-01-14,3.28,3.37,3.25,3.28,76596,3.280000000000001,2.9430255971149086,2.7281119816429467,0.214913615471962,0.11454163508491962
SCOR,2021-01-13,3.38,3.46,3.17,3.26,153022,3.260000000000001,2.8817575238630737,2.6839609401743827,0.19779658368869146,0.08944863998815902
SCOR,2021-01-12,3.49,3.5,3.35,3.44,213864,3.4400000000000013,2.8129861645654515,2.6378778153883333,0.17510834917711815,0.06236165406302601
SCOR,2021-01-11,3.39,3.5,3.33,3.38,282633,3.3800000000000012,2.6989836490318972,2.5737080406193997,0.12527560841249666,0.03417498028450297
SCOR,2021-01-08,3.57,3.6,3.15,3.3129,804104,3.3129000000000017,2.5751624943104234,2.509204683868953,0.06595781044147088,0.011399823252504337
SCOR,2021-01-07,2.43,2.49,2.42,2.44,14904,2.440000000000002,2.4410284023668645,2.4449090585784687,-0.0038806562116047156,-0.0022396735447371835
SCOR,2021-01-06,2.44,2.485,2.42,2.46,21818,2.460000000000002,2.4412153846153846,2.445301783264746,-0.0040863986493611115,-0.0018294278780204112
SCOR,2021-01-05,2.35,2.4398,2.35,2.3707,41360,2.370700000000002,2.4378,2.444125925925926,-0.006325925925925624,-0.0012651851851851249
SCOR,2021-01-04,2.57,2.58,2.45,2.45,93436,2.4500000000000024,2.45,2.45,0.0,0.0
