Symbol,Date,Open,High,Low,Close,Volume,MRKR SMA,MRKR spanTwelveEMA,MRKR spanTwntySixEMA,MRKR_x,MRKR_y
MRKR,2021-02-05,2.18,2.18,2.1,2.14,93347,2.14,1.971579780150456,1.8866099270080223,0.08496985314243366,0.09278688280373305
MRKR,2021-02-04,2.08,2.09,2.03,2.06,153233,2.06,1.9409579219959936,1.8663387211686644,0.07461920082732942,0.0947411402190579
MRKR,2021-02-03,1.85,1.9434,1.85,1.93,41969,1.93,1.9193139078134476,1.8508458188621573,0.06846808895128986,0.09977162506699006
MRKR,2021-02-02,1.91,1.94,1.8501,1.8796,27235,1.8796,1.917370981961347,1.8445134843711304,0.07285749759021676,0.10759750909591499
MRKR,2021-02-01,1.96,1.96,1.84,1.86,33584,1.8600000000000003,1.9242384332270464,1.8417065631208207,0.08253187010622565,0.1162825119723396
MRKR,2021-01-29,1.9,1.9,1.81,1.84,17840,1.84,1.9359181483592365,1.8402430881704863,0.09567506018875016,0.12472017243886808
MRKR,2021-01-28,1.89,2.01,1.89,1.9,114063,1.9,1.95335781169728,1.840262535224125,0.11309527647315455,0.13198145050139756
MRKR,2021-01-27,1.98,1.9826,1.88,1.92,77516,1.9200000000000004,1.963059232005876,1.8354835380420556,0.1275756939638204,0.1367029940084582
MRKR,2021-01-26,2.03,2.03,1.99,2.02,19391,2.0200000000000005,1.9708881832796716,1.82872222108542,0.1421659621942517,0.13898481901961762
MRKR,2021-01-25,2.03,2.05,2.02,2.0216,19133,2.0216000000000007,1.9619587620577932,1.8134199987722532,0.14853876328553994,0.13818953322595912
MRKR,2021-01-22,2.02,2.0262,1.974,2.0199,67434,2.0199000000000007,1.951114900613756,1.7967655986740336,0.15434930193972218,0.1356022257110639
MRKR,2021-01-21,2.27,2.27,2.05,2.0644,110988,2.064400000000001,1.9386085189071662,1.7789148465679565,0.15969367233920972,0.13091545665389928
MRKR,2021-01-20,2.06,2.0646,2.01,2.05,37643,2.0500000000000007,1.915737340526651,1.7560760342933928,0.15966130623325792,0.12372090273257166
MRKR,2021-01-19,2.07,2.09,1.94,2.02,136036,2.0200000000000005,1.8913259478951328,1.732562117036864,0.15876383085826862,0.11473580185740004
MRKR,2021-01-19,2.07,2.09,1.94,2.02,136036,2.020000000000001,1.867930665694248,1.7095670863998134,0.15836357929443426,0.10372879460718283
MRKR,2021-01-15,2.14,2.18,2.13,2.14,77896,2.140000000000001,1.8402816958204744,1.6847324533117984,0.15554924250867594,0.09007009843536987
MRKR,2021-01-14,2.1,2.18,2.08,2.12,124681,2.120000000000001,1.7857874586969245,1.6483110495767423,0.1374764091201821,0.07370031241704333
MRKR,2021-01-13,2.0896,2.14,2.0501,2.12,265878,2.120000000000002,1.7250215420963653,1.6105759335428818,0.11444560855348353,0.05775628824125864
MRKR,2021-01-12,1.86,1.9,1.85,1.88,71200,1.8800000000000017,1.6532072770229769,1.569822008226312,0.08338526879666497,0.043583958163202416
MRKR,2021-01-11,1.78,1.8039,1.76,1.785,86844,1.785000000000002,1.6119722364817002,1.5450077688844173,0.06696446759728293,0.033633630504836774
MRKR,2021-01-08,1.72,1.74,1.66,1.6998,23342,1.6998000000000018,1.5805126431147367,1.525808390395171,0.054704252719566034,0.025300921231725233
MRKR,2021-01-07,1.71,1.74,1.68,1.7128,81488,1.712800000000002,1.5588240327719616,1.5118890616267844,0.0469349711451772,0.017950088359765092
MRKR,2021-01-06,1.71,1.7243,1.65,1.675,84867,1.675000000000002,1.5308284023668641,1.4958161865569266,0.03501221580993685,0.010703867663412065
MRKR,2021-01-05,1.74,1.85,1.65,1.75,494208,1.750000000000002,1.504615384615385,1.4814814814814814,0.023133903133903292,0.0046267806267807025
MRKR,2021-01-04,1.45,1.47,1.41,1.46,41500,1.4600000000000015,1.46,1.46,0.0,0.0
