Symbol,Date,Open,High,Low,Close,Volume,EOD SMA,EOD spanTwelveEMA,EOD spanTwntySixEMA,EOD_x,EOD_y
EOD,2021-02-05,5.08,5.085,5.07,5.07,10420,5.07,4.9999471996408085,4.973157760650488,0.026789438990322267,0.024786595765600654
EOD,2021-02-04,5.02,5.03,5.02,5.02,20439,5.02,4.9872103268482295,4.965410381502527,0.02179994534570362,0.024285884959420693
EOD,2021-02-03,5.02,5.03,5.01,5.02,16289,5.02,4.9812485680933625,4.961043212022728,0.020205356070633233,0.024907369862850182
EOD,2021-02-02,4.95,5.0,4.94,4.99,43908,4.99,4.9742028532012466,4.956326668984547,0.01787618421669901,0.026082873310904194
EOD,2021-02-01,4.94,4.94,4.86,4.9,122012,4.9,4.971330644692381,4.95363280250331,0.017697842189071444,0.028134545584455266
EOD,2021-01-29,4.97,4.9814,4.95,4.955,16115,4.955,4.9842998528182685,4.957923426703576,0.0263764261146946,0.03074372143330122
EOD,2021-01-28,4.95,4.97,4.95,4.9658,51749,4.9658,4.9896270987852285,4.9581573008398605,0.03146979794536797,0.03183554526295332
EOD,2021-01-27,5.0,5.01,4.98,4.99,25797,4.99,4.993959298564361,4.9575458849070495,0.03641341365731154,0.03192698209234965
EOD,2021-01-26,5.04,5.05,5.03,5.0371,15542,5.0371000000000015,4.994679171030608,4.9549495556996135,0.039729615330995394,0.030805374201109174
EOD,2021-01-25,5.02,5.0298,5.02,5.02,10656,5.0200000000000005,4.986966293036175,4.9483775201555815,0.03858877288059226,0.02857431391863784
EOD,2021-01-22,5.06,5.06,5.01,5.0249,34628,5.0249000000000015,4.980960164497297,4.9426477217680285,0.03831244272926782,0.026070699178149012
EOD,2021-01-21,5.06,5.06,5.04,5.04,8105,5.040000000000002,4.972971103496805,4.936067539509471,0.036903563987332966,0.02301026329036909
EOD,2021-01-20,5.04,5.043,5.02,5.0302,15624,5.030200000000002,4.960784031405315,4.927752942670231,0.03303108873508531,0.019536938116127896
EOD,2021-01-19,5.0,5.03,5.0,5.0086,30845,5.008600000000002,4.948162946206281,4.9195571780838465,0.028605768122433876,0.016163400461388765
EOD,2021-01-19,5.0,5.03,5.0,5.0086,30845,5.008600000000002,4.93717439097106,4.912433752330554,0.02474063864050446,0.013052808546127267
EOD,2021-01-15,4.97,4.97,4.9502,4.96,8110,4.960000000000002,4.924187916602162,4.904740452517,0.019447464085161847,0.010130851022532745
EOD,2021-01-14,4.97,4.98,4.96,4.97,5148,4.9700000000000015,4.9176766287116465,4.90031968871836,0.01735693999328536,0.007801697756875468
EOD,2021-01-13,4.94,4.96,4.94,4.95,11918,4.950000000000002,4.9081632884773985,4.894745263815829,0.013418024661570271,0.005412887197772774
EOD,2021-01-12,4.94,4.945,4.92,4.94,18703,4.940000000000002,4.900556613655108,4.890324884921097,0.010231728734011902,0.0034116028318236205
EOD,2021-01-11,4.9,4.92,4.9,4.91,18858,4.910000000000001,4.893385088865128,4.886350875714784,0.007034213150344471,0.0017065713562767722
EOD,2021-01-08,4.94,4.97,4.9339,4.9501,30237,4.950100000000001,4.8903641959315145,4.884458945771967,0.00590525015954757,0.00037466090776006955
EOD,2021-01-07,4.91,4.95,4.9,4.9168,31367,4.916800000000001,4.879503140646336,4.879207661433725,0.00029547921261130483,-0.0010079864051868058
EOD,2021-01-06,4.87,4.899,4.87,4.875,23422,4.875000000000002,4.872721893491124,4.876200274348422,-0.003478380857298013,-0.0013338528096363334
EOD,2021-01-05,4.8,4.83,4.79,4.83,50660,4.830000000000002,4.872307692307691,4.876296296296296,-0.003988603988603678,-0.0007977207977209133
EOD,2021-01-04,4.92,4.9255,4.87,4.88,104467,4.880000000000001,4.88,4.88,0.0,0.0
