Symbol,Date,Open,High,Low,Close,Volume,CHW SMA,CHW spanTwelveEMA,CHW spanTwntySixEMA,CHW_x,CHW_y
CHW,2021-02-05,10.05,10.1035,9.99,10.05,17222,10.05,9.803296685729944,9.732665440440185,0.07063124528975527,0.050287466405356314
CHW,2021-02-04,9.9,9.9126,9.89,9.89,9009,9.89,9.75844153768084,9.7072786756754,0.05116286200543918,0.04520152168425568
CHW,2021-02-03,9.83,9.89,9.83,9.88,21933,9.880000000000004,9.734521817259171,9.692660969729431,0.0418608475297404,0.0437111866039598
CHW,2021-02-02,9.77,9.81,9.77,9.81,11994,9.810000000000004,9.708071238579024,9.677673847307787,0.030397391271236533,0.044173771372514645
CHW,2021-02-01,9.61,9.64,9.55,9.61,18293,9.61,9.689538736502481,9.66708775509241,0.022450981410070625,0.04761786639783418
CHW,2021-01-29,9.65,9.66,9.52,9.53,32836,9.53,9.704000324957477,9.671654775499805,0.032345549457675205,0.05390958764477507
CHW,2021-01-28,9.69,9.72,9.6,9.68,6614,9.68,9.73563674767702,9.682987157539788,0.05264959013723214,0.05930059719155092
CHW,2021-01-27,9.65,9.7,9.22,9.575,74992,9.575000000000003,9.74575251998193,9.683226130142971,0.06252638983896297,0.060963348955130614
CHW,2021-01-26,9.84,9.863,9.8237,9.85,14212,9.850000000000003,9.776798432705922,9.691884220554408,0.08491421215151362,0.06057258873417341
CHW,2021-01-25,9.85,9.88,9.8,9.88,31662,9.880000000000004,9.763489056834274,9.679234958198762,0.08425409863551002,0.054487182879838364
CHW,2021-01-22,9.86,9.86,9.78,9.78,16318,9.780000000000003,9.74230524898596,9.663173754854663,0.07913149413129618,0.04704545394092
CHW,2021-01-21,9.92,9.95,9.91,9.93,15328,9.93,9.735451657892497,9.653827655243036,0.08162400264946079,0.039023943893325516
CHW,2021-01-20,9.96,10.04,9.959,9.9927,26727,9.9927,9.70007923205477,9.63173386766248,0.06834536439229133,0.028373929204291694
CHW,2021-01-19,9.72,9.7691,9.7,9.7496,33232,9.7496,9.64687545606473,9.602856577075476,0.04401887898925239,0.018381070407291783
CHW,2021-01-19,9.72,9.7691,9.7,9.7496,33232,9.749600000000003,9.628198266258321,9.591117103241515,0.0370811630168042,0.01197161826180119
CHW,2021-01-15,9.71,9.7404,9.7,9.71,31340,9.710000000000004,9.606125223759832,9.578438471500835,0.02768675225899564,0.005694232073049994
CHW,2021-01-14,9.62,9.68,9.6,9.669,21682,9.669000000000004,9.587238900807073,9.567913549220904,0.01932535158616844,0.0001961020265631385
CHW,2021-01-13,9.68,9.73,9.62,9.72,39201,9.720000000000002,9.57237324640836,9.559826633158577,0.012546613249783787,-0.004586210363338186
CHW,2021-01-12,9.64,9.6894,9.6223,9.63,18544,9.63,9.545532018482604,9.54701276381126,-0.0014807453286547199,-0.008869416266618236
CHW,2021-01-11,9.51,9.6,9.45,9.58,66135,9.58,9.53017420366126,9.54037378491616,-0.010199581254900279,-0.01071658400110867
CHW,2021-01-08,9.57,9.6227,9.57,9.6,15213,9.6,9.521114967963307,9.537203687709454,-0.01608871974614523,-0.010845834687660767
CHW,2021-01-07,9.39,9.49,9.39,9.4417,25092,9.4417,9.506772234865727,9.53217998272621,-0.025407747860482388,-0.009535113423039207
CHW,2021-01-06,9.32,9.4,9.3,9.384,33092,9.383999999999997,9.51860355029586,9.539418381344307,-0.020814831048447502,-0.005566954813677968
CHW,2021-01-05,9.31,9.45,9.3,9.45,26340,9.449999999999996,9.543076923076924,9.551851851851852,-0.008774928774927915,-0.001754985754985583
CHW,2021-01-04,9.62,9.645,9.51,9.56,27790,9.56,9.56,9.56,0.0,0.0
