Symbol,Date,Open,High,Low,Close,Volume,AAPL SMA_x,AAPL SMA_y,AAPL SMA_x.1,AAPL SMA_y.1,AAPL SMA_x.1.1,AAPL SMA_y.1.1,AAPL SMA_x.1.1.1,AAPL SMA_y.1.1.1,AAPL SMA_x.1.1.1.1,AAPL SMA_y.1.1.1.1,AAPL SMA_x.1.1.1.1.1,AAPL SMA_y.1.1.1.1.1,AAPL SMA_x.1.1.1.1.1.1,AAPL SMA_y.1.1.1.1.1.1,AAPL SMA
AAPL,2020-06-18,351.49,353.03,350.86,351.29,2766634,351.29,351.29,351.29,351.29,351.29,351.29,351.29,351.29,351.29,351.29,351.29,351.29,351.29,351.29,351.29
AAPL,2020-06-17,355.16,355.4,352.82,353.85,4171359,353.85000000000014,353.85000000000014,353.85000000000014,353.85000000000014,353.85000000000014,353.85000000000014,353.85000000000014,353.85000000000014,353.85000000000014,353.85000000000014,353.85000000000014,353.85000000000014,353.85000000000014,353.85000000000014,353.8500000000001
AAPL,2020-06-16,351.48,353.0201,349.05,351.815,5262971,351.81500000000005,351.81500000000005,351.81500000000005,351.81500000000005,351.81500000000005,351.81500000000005,351.81500000000005,351.81500000000005,351.81500000000005,351.81500000000005,351.81500000000005,351.81500000000005,351.81500000000005,351.81500000000005,351.81500000000005
AAPL,2020-06-15,333.15,336.8,332.58,336.16,3721837,336.16000000000014,336.16000000000014,336.16000000000014,336.16000000000014,336.16000000000014,336.16000000000014,336.16000000000014,336.16000000000014,336.16000000000014,336.16000000000014,336.16000000000014,336.16000000000014,336.16000000000014,336.16000000000014,336.16000000000014
