Symbol,Date,Open,High,Low,Close,Volume,EGTYF SMA,EGTYF spanTwelveEMA,EGTYF spanTwntySixEMA,EGTYF_x,EGTYF_y
EGTYF,2020-11-09,0.12,0.1365,0.12,0.1312,16390,0.1312,0.11577117765213447,0.11473440434688385,0.001036773305250649,0.0005990628785836011
EGTYF,2020-11-06,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.11199999999999999,4500,0.11199999999999999,0.11296593722524985,0.11341715669463455,-0.0004512194693847005,0.0004896352719168461
EGTYF,2020-11-05,0.1101,0.1101,0.1048,0.1101,19000,0.1101,0.11314156217529528,0.1135305292302053,-0.0003889670549100388,0.0007248489572422327
EGTYF,2020-11-04,0.1091,0.1091,0.1091,0.1091,1000,0.1091,0.1136945734798944,0.11380497156862172,-0.00011039808872731482,0.001003302960280297
EGTYF,2020-11-03,0.11,0.1122,0.11,0.1122,10000,0.1122,0.11452995047623885,0.11418136929411145,0.0003485811821273832,0.0012817282225322036
EGTYF,2020-11-02,0.11,0.11,0.11,0.11,3000,0.11,0.11495357783555503,0.11433987883764038,0.0006136989979146358,0.001515014982633405
EGTYF,2020-10-30,0.12216700000000001,0.12216700000000001,0.12216700000000001,0.12216700000000001,620,0.12216700000000001,0.11585422835111045,0.1146870691446516,0.001167159206458851,0.0017403439788130938
EGTYF,2020-10-29,0.105,0.105,0.105,0.105,100,0.105,0.114706451687676,0.11408867467622374,0.0006177770114522557,0.0018836401719016544
EGTYF,2020-10-28,0.114,0.1179,0.114,0.1179,3400,0.1179,0.11647126108543525,0.11481576865032166,0.0016554924351136065,0.002200105962014004
EGTYF,2020-10-27,0.1095,0.1095,0.1095,0.1095,100,0.1095,0.1162114903736962,0.1145690301423474,0.0016424602313488273,0.002336259343739107
EGTYF,2020-10-26,0.11641300000000004,0.11641300000000004,0.11641300000000004,0.11641300000000004,424,0.11641300000000003,0.1174317613507319,0.11497455255373518,0.002457208796996721,0.0025097091218366837
EGTYF,2020-10-23,0.115,0.115,0.115,0.115,8000,0.115,0.1176169906872286,0.11485947675803401,0.002757513929194613,0.0025228342030466744
EGTYF,2020-10-22,0.11895,0.11895,0.11895,0.11895,10000,0.11895,0.11809280717581562,0.11484823489867672,0.00324457227713891,0.0024641642715096967
EGTYF,2020-10-21,0.11900000000000001,0.11900000000000001,0.11900000000000001,0.11900000000000001,1000,0.119,0.11793695393505482,0.11452009369057085,0.0034168602444839824,0.0022690622701023967
EGTYF,2020-10-20,0.1268,0.1269,0.1268,0.1269,1900,0.1269,0.11774367283233753,0.1141617011858165,0.0035819716465210205,0.001982112776507004
EGTYF,2020-10-19,0.127,0.127,0.127,0.127,2500,0.127,0.11607888607458072,0.11314263728068183,0.0029362487938989074,0.0015821480590035
EGTYF,2020-10-16,0.1115,0.125,0.1115,0.125,35590,0.125,0.11409322899723175,0.11203404826313636,0.0020591807340954037,0.0012436228752796515
EGTYF,2020-10-15,0.11,0.11,0.11,0.11,8000,0.11,0.11211017972400117,0.11099677212418728,0.0011134075998139037,0.001039733410575717
EGTYF,2020-10-14,0.1091,0.1091,0.1051,0.1051,1200,0.1051,0.11249384876472866,0.11107651389412224,0.0014173348706064124,0.0010213148632661738
EGTYF,2020-10-13,0.11800000000000001,0.11800000000000001,0.11800000000000001,0.11800000000000001,7500,0.118,0.11383818490377025,0.11155463500565203,0.002283549898118201,0.0009223098614311105
EGTYF,2020-10-12,0.1277,0.1277,0.1277,0.1277,5799,0.12769999999999998,0.11308149124991028,0.1110390058061042,0.002042485443806072,0.0005819998522593344
EGTYF,2020-10-09,0.1155,0.1156,0.1155,0.1156,3133,0.11559999999999995,0.11042358056807576,0.10970612627059252,0.0007174542974832387,0.00021687845437264657
EGTYF,2020-10-08,0.11,0.11,0.11,0.11,1000,0.10999999999999996,0.109482413398635,0.10923461637223993,0.0002477970263950746,9.17344935949985e-05
EGTYF,2020-10-07,0.1147,0.1147,0.1,0.1035,17225,0.10349999999999997,0.10938830674384134,0.1091733856820191,0.0002149210618222347,5.271886039497948e-05
EGTYF,2020-10-06,0.1189,0.1189,0.1189,0.1189,15000,0.1189,0.1104589079699943,0.10962725653658063,0.0008316514334136688,1.2168310038165669e-05
EGTYF,2020-10-05,0.11,0.11,0.11,0.11,10000,0.11,0.10892416396453873,0.1088854370595071,3.872690503162191e-05,-0.00019270247080571012
EGTYF,2020-10-02,0.096,0.115,0.096,0.10745,7400,0.10744999999999998,0.10872855741263668,0.10879627202426766,-6.771461163097847e-05,-0.0002505598147650466
EGTYF,2020-10-01,0.113,0.113,0.113,0.113,600,0.11299999999999998,0.10896102239675244,0.10890397378620907,5.704861054336985e-05,-0.0002962711155485636
EGTYF,2020-09-30,0.11,0.11,0.11,0.11,10000,0.10999999999999996,0.1082266628325256,0.1085762916891058,-0.0003496288565801864,-0.0003846010470715469
EGTYF,2020-09-29,0.11,0.11,0.10685,0.10685,2710,0.10685,0.1079042378929848,0.10846239502423426,-0.0005581571312494593,-0.0003933440946943835
EGTYF,2020-09-28,0.10835,0.1136,0.10835,0.1136,900,0.11359999999999998,0.10809591750989113,0.108591386626173,-0.0004954691162818714,-0.0003521408355556145
EGTYF,2020-09-25,0.1006,0.1006,0.1,0.1,5000,0.09999999999999998,0.1070951752389622,0.1081906975562668,-0.0010955223173046008,-0.0003163087653740503
EGTYF,2020-09-24,0.106315,0.11765,0.1053,0.1053,2000,0.10529999999999998,0.10838520710059173,0.10884595336076816,-0.0004607462601764479,-0.00012150537739141266
EGTYF,2020-09-23,0.107,0.107,0.107,0.107,5000,0.10699999999999996,0.10894615384615383,0.10912962962962962,-0.00018347578347578664,-3.669515669515733e-05
EGTYF,2020-09-22,0.11199999999999999,0.11199999999999999,0.1093,0.1093,10000,0.1093,0.1093,0.1093,0.0,0.0
