Symbol,Date,Open,High,Low,Close,Volume,RUBY SMA,RUBY spanTwelveEMA,RUBY spanTwntySixEMA,RUBY_x,RUBY_y
RUBY,2020-11-09,5.07,5.2373,4.7401,4.9401,42346,4.9401,4.7316948990448395,4.8338924694033825,-0.10219757035854472,-0.1159401504266305
RUBY,2020-11-06,4.57,4.619,4.51,4.619,1337,4.6190000000000015,4.693803062507536,4.825395866955653,-0.13159280444811827,-0.11937579544365239
RUBY,2020-11-05,4.82,4.89,4.64,4.64,3813,4.6400000000000015,4.707403619327088,4.841907536312107,-0.13450391698501907,-0.11632154319253613
RUBY,2020-11-04,4.91,5.17,4.77,4.89,62702,4.8900000000000015,4.719658822841104,4.858060139217075,-0.13840131637597164,-0.11177594974441538
RUBY,2020-11-03,4.73,4.83,4.61,4.78,16497,4.780000000000002,4.688687699721305,4.855504950354441,-0.16681725063313646,-0.1051196080865263
RUBY,2020-11-02,4.33,4.33,4.2432,4.32,3546,4.320000000000001,4.672085463306996,4.861545346382797,-0.1894598830758003,-0.08969519744987375
RUBY,2020-10-30,4.35,4.405,4.2,4.23,20791,4.23,4.736101002090087,4.90486897409342,-0.16876797200333282,-0.0647540260433921
RUBY,2020-10-29,4.63,4.63,4.52,4.56,6523,4.559999999999999,4.828119366106466,4.958858492020894,-0.1307391259144266,-0.03875053955340692
RUBY,2020-10-28,4.61,4.78,4.5,4.665,12862,4.664999999999998,4.8768683417621865,4.990767171382564,-0.11389882962037667,-0.01575339296315178
RUBY,2020-10-27,4.57,4.5792,4.5,4.54,52758,4.539999999999998,4.915389858446219,5.016828545093168,-0.1014386866469481,0.008782966201154669
RUBY,2020-10-26,4.51,4.665,4.51,4.555,9182,4.554999999999999,4.983642559981896,5.054974828700622,-0.07133226871872543,0.036338379413180584
RUBY,2020-10-23,4.68,4.78,4.6,4.6,8818,4.599999999999998,5.061577570887698,5.094972814996671,-0.03339524410897532,0.0632560414461573
RUBY,2020-10-22,4.65,4.6999,4.6,4.66,1297,4.659999999999998,5.145500765594551,5.134570640196405,0.010930125398145307,0.08741886283494
RUBY,2020-10-21,4.65,4.8,4.62,4.74,18951,4.739999999999998,5.2337736320662875,5.1725362914121185,0.061237340654169074,0.10654104719413868
RUBY,2020-10-20,5.05,5.15,5.05,5.13,5240,5.129999999999997,5.323550656078338,5.2071391947250865,0.11641146135325188,0.11786697382913107
RUBY,2020-10-19,5.45,5.46,5.3,5.425,48038,5.424999999999996,5.358741684456218,5.213310330303094,0.14543135415312491,0.11823085194810086
RUBY,2020-10-16,5.4,5.44,5.3533,5.44,8307,5.439999999999998,5.346694717993714,5.196375156727342,0.1503195612663717,0.11143072639684506
RUBY,2020-10-15,5.57,5.69,5.33,5.33,31346,5.329999999999996,5.329730121265298,5.176885169265528,0.15284495199976875,0.10170851767946339
RUBY,2020-10-14,5.64,5.8,5.64,5.6975,3621,5.697499999999996,5.3296810524044425,5.164635982806772,0.16504506959767085,0.08892440909938681
RUBY,2020-10-13,5.64,5.8138,5.64,5.7164,5413,5.7163999999999975,5.2628048801143406,5.122006861431314,0.14079801868302774,0.0698942439748158
RUBY,2020-10-12,5.42,5.44,5.04,5.36,8305,5.359999999999996,5.18033304013513,5.074455410345818,0.1058776297893118,0.05216830029776302
RUBY,2020-10-09,5.4,5.5,5.2524,5.5,2869,5.4999999999999964,5.1476663201597,5.051611843173483,0.0960544769862146,0.03874096792487583
RUBY,2020-10-08,5.48,5.48,5.39,5.45,1943,5.4499999999999975,5.083605651097827,5.015740790627364,0.06786486047046393,0.024412590659540684
RUBY,2020-10-07,5.26,5.26,5.21,5.21,2299,5.209999999999996,5.016988496751979,4.981000053877551,0.035988442874425715,0.013549523206810098
RUBY,2020-10-06,5.21,5.31,5.2,5.27,10689,5.269999999999997,4.981895496161427,4.962680058187757,0.01921543797367153,0.00793979328990575
RUBY,2020-10-05,4.73,4.85,4.73,4.76,3620,4.759999999999998,4.929512859099869,4.938094462842777,-0.00858160374290762,0.005120882118964523
RUBY,2020-10-02,4.92,4.92,4.72,4.72,8743,4.719999999999997,4.960333378936209,4.9523420198702,0.007991359066009451,0.008546503584432558
RUBY,2020-10-01,5.02,5.09,5.01,5.08,1992,5.079999999999997,5.004030356924611,4.9709293814598166,0.03310097546479529,0.008685289714038556
RUBY,2020-09-30,5.01,5.24,5.01,5.24,7179,5.239999999999997,4.990217694547266,4.962203731976602,0.028013962570665463,0.002581368276349593
RUBY,2020-09-29,5.13,5.55,5.06,5.095,7370,5.094999999999997,4.944802729919498,4.939980030534731,0.004822699384768647,-0.003776780297229153
RUBY,2020-09-28,5.04,5.08,4.99,5.06,6381,5.059999999999998,4.917494135359407,4.9275784329775085,-0.0100842976181017,-0.005926650217728381
RUBY,2020-09-25,4.61,4.73,4.61,4.72,1051,4.719999999999998,4.891583978152027,4.9169847076157085,-0.025400729463683547,-0.00488723836763505
RUBY,2020-09-24,4.73,4.81,4.605,4.68,3697,4.679999999999999,4.922781065088757,4.932743484224965,-0.0099624191362091,0.00024113440637663075
RUBY,2020-09-23,5.0,5.12,5.0,5.115,7472,5.114999999999998,4.966923076923077,4.952962962962963,0.013960113960114208,0.0027920227920228413
RUBY,2020-09-22,5.01,5.05,4.82,4.94,14884,4.94,4.94,4.94,0.0,0.0
