Symbol,Date,Open,High,Low,Close,Volume,SFET SMA,SFET spanTwelveEMA,SFET spanTwntySixEMA,SFET_x,SFET_y
SFET,2020-11-09,1.08,1.08,0.9701,0.9937,85943,0.9937,0.9831086430940568,1.0063142662084037,-0.02320562311434671,-0.018003913747447992
SFET,2020-11-06,1.03,1.03,0.99,1.0,100565,1.0,0.9811829418384308,1.007323407505076,-0.026140465666645074,-0.016703486405723257
SFET,2020-11-05,0.922,0.955,0.922,0.93,66292,0.9300000000000002,0.9777616585363272,1.007909280105482,-0.030147621569154737,-0.014344241590492744
SFET,2020-11-04,0.94,0.9497,0.92051,0.9209999999999999,10944,0.9209999999999999,0.9864455964520232,1.0141420225139206,-0.02769642606189737,-0.010393396595827217
SFET,2020-11-03,0.9219,0.9446,0.92,0.941224,15191,0.941224,0.9983447958069366,1.0215933843150342,-0.023248588508097637,-0.006067639229309678
SFET,2020-11-02,0.9221,0.96,0.9221,0.9440000000000001,15330,0.9440000000000001,1.0087303950445614,1.0280229350602368,-0.01929254001567537,-0.0017724019096126884
SFET,2020-10-30,0.9755,0.9777,0.94,0.96,8633,0.96,1.0204995577799365,1.0347447698650558,-0.014245212085119531,0.0026076326169029835
SFET,2020-10-29,0.97,0.98,0.9520000000000001,0.9520000000000001,10423,0.952,1.0314994773762882,1.0407243514542603,-0.009224874077972123,0.0068208437924085555
SFET,2020-10-28,0.9909,1.0,0.97,0.9998,39927,0.9998,1.0459539278083407,1.0478222995706012,-0.0018683717622605125,0.010832273260003725
SFET,2020-10-27,1.02,1.02,1.0057,1.0066,12391,1.0065999999999995,1.0543455510462207,1.0516640835362494,0.002681467509971336,0.014007434515569784
SFET,2020-10-26,1.0,1.0,0.99,0.999799,15688,0.9997989999999995,1.063026560327352,1.0552692102191494,0.007757350108202444,0.016838926266969395
SFET,2020-10-23,1.07,1.0738,1.04,1.05,87879,1.0499999999999998,1.0745224803868705,1.0597068270366814,0.014815653350188862,0.019109320306661078
SFET,2020-10-22,1.06,1.0694,1.055,1.06,47787,1.0599999999999998,1.0789811131844829,1.060483373199616,0.018497739984867145,0.020182737045779074
SFET,2020-10-21,1.06,1.08,1.06,1.08,12760,1.0799999999999996,1.082432224672571,1.0605220430555853,0.02191018161698577,0.020603986311007107
SFET,2020-10-20,1.08,1.0895,1.06,1.06,35552,1.0599999999999996,1.0828744473403111,1.058963806500032,0.023910640840279163,0.02027743748451244
SFET,2020-10-19,1.1,1.12,1.08,1.11,32417,1.11,1.0870334377658224,1.0588809110200346,0.02815252674578783,0.01936913664557076
SFET,2020-10-16,1.11,1.12,1.09,1.1,29168,1.1,1.08285769917779,1.0547913839016374,0.02806631527615266,0.017173289120516487
SFET,2020-10-15,1.12,1.16,1.08,1.1212,151826,1.1211999999999995,1.0797409172101156,1.0511746946137683,0.028566222596347224,0.01445003258160744
SFET,2020-10-14,1.23,1.24,1.15,1.21,947598,1.2099999999999995,1.072202902157409,1.0455726701828698,0.02663023197453951,0.010920985077922492
SFET,2020-10-13,1.1,1.1,1.08,1.08,30927,1.0799999999999996,1.0471488843678474,1.0324184837974997,0.014730400570347912,0.006993673353768295
SFET,2020-10-12,1.07,1.07,1.05,1.07,19692,1.0699999999999994,1.0411759542529109,1.0286119625012995,0.012563991751611159,0.005059491549623446
SFET,2020-10-09,1.09,1.09,1.06,1.0698,29595,1.0697999999999992,1.0359352186625308,1.0253009195014031,0.010634299161127458,0.0031833664991264615
SFET,2020-10-08,1.08,1.08,1.06,1.0604,50774,1.0603999999999991,1.0297779856920821,1.0217409930615156,0.008036992630566342,0.0013206333336261565
SFET,2020-10-07,1.04,1.09,1.04,1.04,65137,1.0399999999999996,1.0242103467270058,1.018648272506437,0.005562074220568869,-0.00035845649060894567
SFET,2020-10-06,1.05,1.06,1.03,1.04,20161,1.0399999999999996,1.0213395006773704,1.016940134306952,0.004399366370418489,-0.0018385891684033991
SFET,2020-10-05,1.05,1.06,1.0401,1.0471,19787,1.0470999999999997,1.017946682618711,1.015095345051508,0.002851337567202572,-0.0033980780531088707
SFET,2020-10-02,1.02,1.06,1.02,1.055,105899,1.0549999999999993,1.0126460794584762,1.0125349726556288,0.00011110680284742712,-0.004960431958186842
SFET,2020-10-01,1.0,1.04,1.0,1.0301,20905,1.0300999999999991,1.0049453666327446,1.009137770468079,-0.0041924038353344795,-0.006228316648445408
SFET,2020-09-30,1.02,1.07,1.015,1.0611,245046,1.0610999999999993,1.000371796929607,1.0074607921055254,-0.007088995175918322,-0.0067372948517231395
SFET,2020-09-29,0.97,0.9767,0.9620000000000001,0.972549,8971,0.9725489999999992,0.9893303054622627,1.0031696554739675,-0.013839350011704664,-0.006649369770674344
SFET,2020-09-28,0.97,0.97,0.93,0.950001,21859,0.9500009999999992,0.9923814519099472,1.0056193079118851,-0.013237856001937831,-0.004851874710416735
SFET,2020-09-25,0.9301,0.9471,0.9301,0.945,23179,0.9449999999999992,1.0000869886208466,1.0100687725448356,-0.009981783923989074,-0.0027553793875364327
SFET,2020-09-24,1.01,1.01,0.902101,0.9499989999999999,157421,0.9499989999999991,1.0101028047337277,1.0152742743484224,-0.0051714696146947245,-0.0009487782534232725
SFET,2020-09-23,1.02,1.0327,1.02,1.0267,8170,1.026699999999999,1.0210307692307692,1.0204962962962962,0.0005344729344729514,0.00010689458689459031
SFET,2020-09-22,1.02,1.03,1.02,1.02,12858,1.0199999999999991,1.02,1.02,0.0,0.0
