Symbol,Date,Open,High,Low,Close,Volume,RYCEF SMA,RYCEF spanTwelveEMA,RYCEF spanTwntySixEMA,RYCEF_x,RYCEF_y
RYCEF,2020-11-09,1.35,1.48,1.35,1.47,193057,1.47,1.4573648970907067,1.7864324955448994,-0.32906759845419264,-0.2064786880528578
RYCEF,2020-11-06,0.925,0.925,0.8935,0.91,59422,0.91,1.4550676056526537,1.8117470951884915,-0.35667948953583783,-0.17583146045252407
RYCEF,2020-11-05,1.06,1.06,0.9501,0.98,125620,0.98,1.5541708066804083,1.8838868628035703,-0.32971605612316196,-0.1306194531816956
RYCEF,2020-11-04,1.06,1.07,1.055,1.065,15390,1.065,1.6585654988041192,1.956197811827856,-0.29763231302373705,-0.08084530244632898
RYCEF,2020-11-03,1.05,1.05,1.015,1.04,32575,1.04,1.7664864985866864,2.027493636774085,-0.2610071381873984,-0.026648549801977017
RYCEF,2020-11-02,0.965,0.965,0.92,0.94,52336,0.94,1.8985749528751752,2.1064931277160115,-0.20791817484083647,0.03194109729437833
RYCEF,2020-10-30,0.95,0.95,0.9158,0.93,29801,0.9300000000000002,2.0728613079433886,2.1998125779332924,-0.1269512699899038,0.09190591532818199
RYCEF,2020-10-29,0.9931,1.01,0.96525,1.0,216647,1.0,2.2806542730240045,2.3013975841679555,-0.020743311143951004,0.14662021165770342
RYCEF,2020-10-28,1.14,1.14,1.08,1.12,174120,1.12,2.5135005044829146,2.405509390901392,0.10799111358152258,0.188461092358117
RYCEF,2020-10-27,2.83,2.94,2.83,2.83,24515,2.83,2.766864232570717,2.5083501421735037,0.2585140903972136,0.2085785870522656
RYCEF,2020-10-26,3.02,3.16,3.0,3.13,32868,3.13,2.7553850021290294,2.482618153547384,0.2727668485816457,0.1960947112160287
RYCEF,2020-10-23,3.04,3.09,3.04,3.04,8361,3.04,2.6872731843343067,2.4308276058311744,0.2564455785031328,0.17692667687462457
RYCEF,2020-10-22,2.925,2.93,2.9,2.9,10025,2.8999999999999995,2.623141036031454,2.382093814297668,0.241047221733786,0.15704695146749761
RYCEF,2020-10-21,2.93,2.98,2.93,2.98,3470,2.979999999999998,2.572803042582628,2.3406613194414816,0.23214172314114603,0.1360468839009255
RYCEF,2020-10-20,2.86,3.0,2.86,3.0,15647,2.9999999999999987,2.4987672321431056,2.2895142249968,0.20925300714630568,0.11202317409087027
RYCEF,2020-10-19,2.83,2.9,2.8,2.8,13290,2.799999999999999,2.4076340016236704,2.232675362996544,0.17495863862712646,0.08771571582701142
RYCEF,2020-10-16,2.83,2.83,2.74,2.77,13900,2.7699999999999987,2.3362947291916103,2.187289392036268,0.1490053371553426,0.06590498512698265
RYCEF,2020-10-15,2.37,2.37,2.37,2.37,3200,2.3699999999999988,2.2574392254082665,2.1406725433991687,0.11676668200909734,0.04512989711989278
RYCEF,2020-10-14,2.35,2.38,2.34,2.34,6385,2.339999999999999,2.2369736300279515,2.1223263468711027,0.11464728315684836,0.027220700897591526
RYCEF,2020-10-13,2.45,2.45,2.36,2.39,19153,2.3899999999999992,2.2182415627603063,2.104912454620791,0.11332910813951493,0.005364055332777205
RYCEF,2020-10-12,2.95,3.06,2.95,3.005,20375,3.0049999999999986,2.187012755989453,2.0821054509904537,0.10490730499899836,-0.021627207868907334
RYCEF,2020-10-09,2.9,2.9,2.7,2.7,86613,2.6999999999999984,2.0382878025329894,2.0082738870696906,0.030013915463298787,-0.05326083608588398
RYCEF,2020-10-08,2.38,2.49,2.375,2.45,94970,2.4499999999999984,1.917976493902624,1.9529357980352653,-0.03495930413264192,-0.07407952397317967
RYCEF,2020-10-07,2.09,2.09,1.99,2.0,19446,1.9999999999999984,1.8212449473394643,1.9131706618780864,-0.0919257145386223,-0.08385957893331428
RYCEF,2020-10-06,1.81,1.89,1.81,1.87,106552,1.8699999999999983,1.7887440286739125,1.906224314828333,-0.11748028615442108,-0.08184304503198732
RYCEF,2020-10-05,1.55,1.59,1.54,1.565,18730,1.5649999999999982,1.7739702157055328,1.9091222600146005,-0.13515204430906747,-0.07293373475137899
RYCEF,2020-10-02,1.36,1.43,1.33,1.43,36402,1.4299999999999984,1.8119648003792659,1.936652040815768,-0.12468724043650205,-0.0573791573619568
RYCEF,2020-10-01,1.52,1.52,1.48,1.485,60719,1.4849999999999983,1.8814129459027689,1.9771842040810292,-0.09577125817826038,-0.04055213659332049
RYCEF,2020-09-30,1.73,1.735,1.71,1.735,46628,1.7349999999999983,1.953488026976,2.016558940407512,-0.06307091343151194,-0.026747356197085514
RYCEF,2020-09-29,1.86,1.86,1.82,1.82,15408,1.8199999999999985,1.993213122789818,2.0390836556401126,-0.04587053285029463,-0.01766646688847885
RYCEF,2020-09-28,1.84,1.91,1.84,1.91,20150,1.909999999999998,2.0247064178425123,2.0566103480913216,-0.03190393024880933,-0.010615450398024908
RYCEF,2020-09-25,1.89,1.91,1.87,1.89,63300,1.889999999999998,2.0455621301775144,2.0683391759386267,-0.022777045761112724,-0.005293330435328801
RYCEF,2020-09-24,2.05,2.06,1.93,1.93,12208,1.9299999999999984,2.0738461538461537,2.0826063100137167,-0.008760156167563427,-0.0009224016038829319
RYCEF,2020-09-23,2.11,2.155,2.11,2.155,3500,2.1549999999999985,2.1,2.0948148148148147,0.00518518518518496,0.0010370370370370809
RYCEF,2020-09-22,2.09,2.09,2.05,2.09,33406,2.0899999999999985,2.09,2.09,0.0,0.0
