Symbol,Date,Open,High,Low,Close,Volume,REI SMA,REI spanTwelveEMA,REI spanTwntySixEMA,REI_x,REI_y
REI,2020-11-09,0.54,0.56,0.5218,0.53,222595,0.53,0.5502300567489504,0.6115212307471422,-0.06129117399819173,-0.049867315733874054
REI,2020-11-06,0.4875,0.5,0.48200000000000004,0.4965,106601,0.4965,0.5539082488851232,0.6180429292069136,-0.06413468032179037,-0.04701135116779463
REI,2020-11-05,0.4701,0.4964,0.4701,0.4794,113702,0.4794,0.5643461123187821,0.6277663635434667,-0.06342025122468464,-0.04273051887929569
REI,2020-11-04,0.5175,0.5175,0.4301100000000001,0.4789,193771,0.4789,0.5797908600131061,0.639635672626944,-0.05984481261383789,-0.03755808579294845
REI,2020-11-03,0.5,0.515,0.485,0.5144,140518,0.5143999999999999,0.5981346527427618,0.6524945264370995,-0.0543598736943377,-0.03198640408772608
REI,2020-11-02,0.52,0.52,0.48,0.49,200970,0.49,0.6133591350596276,0.6635420885520674,-0.050182953492439834,-0.026393036686073172
REI,2020-10-30,0.54,0.54,0.506,0.51,114113,0.51,0.6357880687068326,0.6774254556362328,-0.04163738692940022,-0.020445557484481507
REI,2020-10-29,0.56,0.569453,0.552,0.561365,110729,0.5613650000000001,0.6586586266535294,0.6908194920871313,-0.03216086543360197,-0.015147600123251828
REI,2020-10-28,0.5811,0.61,0.5811,0.5822,124855,0.5822000000000002,0.676348376954171,0.7011758514541019,-0.02482747449993084,-0.01089428379566429
REI,2020-10-27,0.6,0.6099,0.5529999999999999,0.59,1031146,0.5900000000000001,0.6934662636731113,0.71069391957043,-0.017227655897318783,-0.007410986119597654
REI,2020-10-26,0.72,0.72,0.685,0.6851,49321,0.6851000000000002,0.7122783116136769,0.7203494331360645,-0.008071121522387427,-0.004956818675167371
REI,2020-10-23,0.7333,0.76,0.73,0.735,89789,0.7350000000000001,0.7172198228161637,0.7231693877869497,-0.005949564970786025,-0.004178242963362329
REI,2020-10-22,0.7269,0.73,0.691,0.696451,251418,0.696451,0.7139870633281935,0.7222229388099057,-0.00823587548171223,-0.0037354124615064047
REI,2020-10-21,0.69,0.6986,0.6821,0.6940000000000001,29468,0.6940000000000001,0.7171754384787741,0.7242846939146982,-0.007109255435924111,-0.002610296706454948
REI,2020-10-20,0.68,0.69,0.68,0.6845100000000001,67561,0.6845100000000001,0.7213891545658241,0.7267074694278741,-0.005318314862050033,-0.0014855570240876572
REI,2020-10-19,0.6979,0.6999,0.69,0.6999,8273,0.6998999999999999,0.7280944553959737,0.7300832669821039,-0.0019888115861301787,-0.0005273675645970632
REI,2020-10-16,0.7001,0.721,0.6920000000000001,0.72,69900,0.7199999999999998,0.7332207200134234,0.7324979283406722,0.000722791672751244,-0.00016200655921378413
REI,2020-10-15,0.71,0.73,0.70501,0.705122,33991,0.7051219999999998,0.7356244872885913,0.7334977626079259,0.002126724680665326,-0.00038320611720504117
REI,2020-10-14,0.755,0.755,0.72631,0.7440000000000001,79244,0.7440000000000001,0.7411703940683351,0.7357678236165601,0.005402570451774946,-0.0010106888166726607
REI,2020-10-13,0.7525,0.7699,0.7403,0.7442,32884,0.7441999999999999,0.7406559202625778,0.735109249505885,0.005546670756692795,-0.0026140036337845623
REI,2020-10-12,0.83,0.83,0.762,0.762,125270,0.7619999999999998,0.7400115421285011,0.7343819894663558,0.005629552662145265,-0.004654172231403901
REI,2020-10-09,0.85,0.8799,0.8476,0.86,489857,0.8599999999999999,0.7360136406973194,0.7321725486236643,0.003841092073655128,-0.007225103454791192
REI,2020-10-08,0.73,0.73,0.71001,0.715,28186,0.7149999999999997,0.7134706662786502,0.7219463525135574,-0.008475686234907244,-0.009991652336902771
REI,2020-10-07,0.7006,0.73,0.69,0.71545,14335,0.7154499999999998,0.7131926056020411,0.7225020607146421,-0.009309455112600841,-0.010370643862401654
REI,2020-10-06,0.715,0.7351,0.715,0.7340000000000001,46440,0.7339999999999999,0.7127821702569577,0.7230662255718133,-0.010284055314855656,-0.01063594104985183
REI,2020-10-05,0.72,0.73,0.711,0.711,40466,0.7109999999999997,0.70892438303095,0.7221915236175583,-0.013267140586608384,-0.010723912483600873
REI,2020-10-02,0.67,0.7,0.66,0.695,98826,0.6949999999999997,0.7085469981274862,0.723086845506963,-0.014539847379476778,-0.010088105457848993
REI,2020-10-01,0.6809,0.715,0.68,0.7051,118605,0.7050999999999997,0.7110100886961201,0.7253337931475201,-0.014323704451399966,-0.008975169977442046
REI,2020-09-30,0.69,0.6995,0.6801,0.6902699999999999,40897,0.6902699999999998,0.7120846502772328,0.7269524965993217,-0.014867846322088929,-0.007638036358952566
REI,2020-09-29,0.68,0.6909,0.6701,0.6701,23159,0.6700999999999999,0.7160509503276388,0.7298870963272674,-0.01383614599962868,-0.005830583868168475
REI,2020-09-28,0.67,0.7,0.67,0.691,64047,0.691,0.7244056685690277,0.7346700640334488,-0.01026439546442115,-0.003829193335303423
REI,2020-09-25,0.71,0.71,0.69,0.6935,48401,0.6935000000000001,0.7304794264906691,0.7381636691561246,-0.007684242665455531,-0.002220392803023991
REI,2020-09-24,0.7,0.7,0.67061,0.6859,109627,0.6859,0.7372029585798816,0.7417367626886145,-0.004533804108732943,-0.0008544303374161056
REI,2020-09-23,0.73,0.779,0.73,0.75,12381,0.75,0.7465307692307692,0.7462037037037037,0.0003270655270655176,6.541310541310353e-05
REI,2020-09-22,0.72,0.75,0.7137,0.7459,38216,0.7459,0.7459,0.7459,0.0,0.0
