Symbol,Date,Open,High,Low,Close,Volume,GLOG SMA,GLOG spanTwelveEMA,GLOG spanTwntySixEMA,GLOG_x,GLOG_y
GLOG,2020-11-09,2.4,2.6183,2.37,2.45,522335,2.45,2.4974670465952875,2.6417358271519538,-0.14426878055666625,-0.11499001328780466
GLOG,2020-11-06,2.32,2.35,2.3,2.319,159876,2.319,2.5060974187035217,2.65707469332411,-0.1509772746205882,-0.10767032147058925
GLOG,2020-11-05,2.32,2.32,2.27,2.29,143280,2.29,2.540115131195071,2.6841206687900385,-0.1440055375949676,-0.0968435831830895
GLOG,2020-11-04,2.39,2.39,2.3,2.35,152027,2.3500000000000005,2.585590609594175,2.715650322293241,-0.13005971269906658,-0.08505309458011998
GLOG,2020-11-03,2.45,2.465,2.43,2.435,100006,2.435,2.6284252658840246,2.744902348076701,-0.11647708219267595,-0.07380144005038343
GLOG,2020-11-02,2.4,2.45,2.37,2.3968,83417,2.3968,2.6635934960447565,2.7696945359228367,-0.10610103987808063,-0.06313252951481019
GLOG,2020-10-30,2.51,2.54,2.42,2.465,79440,2.464999999999999,2.7121014044165297,2.799526098796664,-0.08742469438013377,-0.05239040192399269
GLOG,2020-10-29,2.53,2.5364,2.43,2.48,152602,2.4799999999999978,2.7570289324922634,2.8262881867003973,-0.06925925420813428,-0.04363182880995731
GLOG,2020-10-28,2.59,2.66,2.5653,2.585,170888,2.5849999999999977,2.8073978293090383,2.853991241636429,-0.04659341232739056,-0.037224972460413175
GLOG,2020-10-27,2.7,2.7433,2.67,2.69,60764,2.6899999999999986,2.8478337982743187,2.8755105409673436,-0.02767674269302534,-0.03488286249366883
GLOG,2020-10-26,2.87,2.87,2.78,2.78,76071,2.779999999999999,2.876530852506012,2.8903513842447297,-0.013820531738718334,-0.03668439244382981
GLOG,2020-10-23,3.0,3.06,2.9899,3.01,108814,3.01,2.8940819165980143,2.8991794949843084,-0.0050975783862945425,-0.042400357620107784
GLOG,2020-10-22,2.96,3.0,2.94,2.975,66116,2.975,2.873005901434017,2.8903138545830536,-0.017307953149036326,-0.0517260524285612
GLOG,2020-10-21,2.95,3.03,2.93,3.02,72666,3.0199999999999987,2.854461519876565,2.883538962949698,-0.029077443073132425,-0.06033057724844231
GLOG,2020-10-20,2.8,2.9,2.8,2.8815,91568,2.8814999999999986,2.8243636143995774,2.872622079985674,-0.048258465586096484,-0.06814386079226967
GLOG,2020-10-19,2.87,2.87,2.8,2.83,51773,2.8299999999999987,2.813975180654046,2.871911846384528,-0.057936665730481625,-0.07311520959381296
GLOG,2020-10-16,2.85,2.86,2.77,2.85,103912,2.85,2.8110615771366,2.8752647940952905,-0.06420321695869012,-0.07690984555964568
GLOG,2020-10-15,2.72,2.8,2.6882,2.7915,84281,2.7915,2.803981863888709,2.877285977622913,-0.07330411373420409,-0.08008650270988446
GLOG,2020-10-14,2.75,2.8,2.75,2.7602,39743,2.7602,2.806251293686656,2.8841488558327457,-0.07789756214608977,-0.08178209995380456
GLOG,2020-10-13,2.75,2.7999,2.72,2.735,50111,2.7350000000000003,2.8146242561751387,2.8940647642993653,-0.07944050812422665,-0.08275323440573325
GLOG,2020-10-12,2.79,2.8309,2.75,2.76,100086,2.76,2.8291013936615275,2.9067899454433146,-0.07768855178178713,-0.0835814159761099
GLOG,2020-10-09,2.92,2.92,2.865,2.8710000000000004,22505,2.8710000000000004,2.841665283418169,2.91853314107878,-0.076867857660611,-0.08505463202469057
GLOG,2020-10-08,2.77,2.82,2.77,2.795,35325,2.795,2.8363316985851084,2.922335792365082,-0.08600409377997352,-0.08710132561571046
GLOG,2020-10-07,2.77,2.8178,2.74,2.76,35190,2.76,2.84384655287331,2.9325226557542883,-0.08867610288097838,-0.0873756335746447
GLOG,2020-10-06,2.99,3.025,2.9410000000000003,2.9410000000000003,92722,2.9410000000000007,2.859091380668457,2.9463244682146312,-0.0872330875461742,-0.08705051624806127
GLOG,2020-10-05,2.85,2.94,2.85,2.8799,72015,2.879900000000001,2.8441989044263583,2.9467504256718016,-0.10255152124544377,-0.08700487342353302
GLOG,2020-10-02,2.78,2.78,2.73,2.76,72948,2.7600000000000007,2.8377077961402413,2.9520984597255464,-0.1143906635853047,-0.08311821146805545
GLOG,2020-10-01,2.72,2.82,2.72,2.78,64582,2.780000000000001,2.851836486347558,2.96746633650359,-0.115629850156032,-0.07530009843874302
GLOG,2020-09-30,2.61,2.6943,2.61,2.69,69690,2.6900000000000013,2.8648976656834777,2.982463643423877,-0.11756597774039924,-0.06521766050942077
GLOG,2020-09-29,2.68,2.715,2.62,2.645,42410,2.645000000000001,2.896697241262292,3.005860734897787,-0.10916349363549528,-0.05213058120167616
GLOG,2020-09-28,2.72,2.73,2.62,2.655,107036,2.6550000000000007,2.942460376037254,3.034729593689609,-0.09226921765235564,-0.037872353093221484
GLOG,2020-09-25,2.69,2.8399,2.66,2.755,174647,2.7550000000000003,2.9947258989531185,3.0651079611847782,-0.07038206223166021,-0.02427313695343805
GLOG,2020-09-24,2.8,2.8,2.53,2.6398,366051,2.6398,3.038312426035503,3.0899165980795607,-0.05160417204405743,-0.012745905633882622
GLOG,2020-09-23,2.99,3.0,2.94,2.95,51694,2.95,3.110769230769231,3.1259259259259258,-0.0151566951566946,-0.0030313390313389203
GLOG,2020-09-22,3.24,3.24,3.115,3.14,58335,3.14,3.14,3.14,0.0,0.0
