Symbol,Date,Open,High,Low,Close,Volume,SSFT SMA,SSFT spanTwelveEMA,SSFT spanTwntySixEMA,SSFT_x,SSFT_y
SSFT,2020-11-09,0.0779,0.0779,0.0633,0.064,20761,0.064,0.06952870250559956,0.07423934636478104,-0.004710643859181477,-0.005862490823572191
SSFT,2020-11-06,0.07,0.08,0.06,0.08,11000,0.08000000000000003,0.07053392114298129,0.07505849407396352,-0.0045245729309822255,-0.00615045256466987
SSFT,2020-11-05,0.0605,0.07,0.0605,0.07,16448,0.07000000000000002,0.06881281589625061,0.07466317359988059,-0.005850357703629974,-0.00655692247309178
SSFT,2020-11-04,0.0625,0.065,0.06,0.065,15500,0.065,0.06859696424102345,0.07503622748787102,-0.0064392632468475855,-0.006733563665457231
SSFT,2020-11-03,0.06425,0.065,0.062,0.065,46250,0.065,0.06925095773939136,0.07583912568690071,-0.006588167947509355,-0.006807138770109644
SSFT,2020-11-02,0.063,0.068,0.061,0.068,18313,0.068,0.07002385914655343,0.07670625574185276,-0.006682396595299331,-0.006861881475759716
SSFT,2020-10-30,0.061,0.068,0.061,0.068,14665,0.068,0.07039183353683587,0.07740275620120099,-0.007010922664365121,-0.006906752695874811
SSFT,2020-10-29,0.075,0.075,0.061,0.07,50317,0.07,0.07082671236171513,0.07815497669729707,-0.007328264335581951,-0.006880710203752234
SSFT,2020-10-28,0.0593,0.0625,0.0593,0.0625,37833,0.0625,0.07097702370020878,0.07880737483308084,-0.00783035113287206,-0.006768821670794807
SSFT,2020-10-27,0.0626,0.0626,0.055,0.055,95564,0.05499999999999999,0.07251830073661038,0.08011196481972732,-0.007593664083116944,-0.006503439305275494
SSFT,2020-10-26,0.078,0.08,0.07,0.0705,80750,0.07050000000000001,0.07570344632508501,0.0821209220053055,-0.006417475680220511,-0.006230883110815131
SSFT,2020-10-23,0.077,0.078,0.07,0.07,59000,0.07000000000000002,0.07664952747510044,0.08305059576572994,-0.0064010682906295024,-0.006184234968463789
SSFT,2020-10-22,0.07,0.076,0.0675,0.076,41500,0.07600000000000001,0.07785853247057327,0.08409464342698834,-0.006236110956415089,-0.006130026637922359
SSFT,2020-10-21,0.077,0.077,0.07,0.07,13290,0.07000000000000002,0.07819644746522293,0.08474221490114743,-0.006545767435924485,-0.006103505558299179
SSFT,2020-10-20,0.078,0.078,0.07,0.078,11100,0.07800000000000001,0.07968671064071801,0.08592159209323921,-0.0062348814525212,-0.005992940088892849
SSFT,2020-10-19,0.075,0.075,0.07,0.0725,24629,0.07250000000000002,0.07999338530266675,0.08655531946069835,-0.006561934158031593,-0.005932454747985761
SSFT,2020-10-16,0.071,0.075,0.071,0.075,21100,0.07500000000000002,0.0813558189940607,0.08767974501755421,-0.006323926023493506,-0.005775084895474302
SSFT,2020-10-15,0.08,0.08,0.07400000000000001,0.08,16499,0.08000000000000003,0.08251142244752628,0.08869412461895855,-0.0061827021714322685,-0.0056378746134695
SSFT,2020-10-14,0.075,0.08,0.075,0.0775,85784,0.07750000000000003,0.08296804471071287,0.08938965458847523,-0.006421609877762344,-0.005501667723978807
SSFT,2020-10-13,0.075,0.075,0.075,0.075,3500,0.07500000000000002,0.08396223465811523,0.09034082695555323,-0.006378592297438021,-0.005271682185532919
SSFT,2020-10-12,0.075,0.08,0.075,0.08,29425,0.08000000000000003,0.08559173186868163,0.09156809311199753,-0.005976361243315882,-0.0049949546575566465
SSFT,2020-10-09,0.083,0.083,0.075,0.083,27200,0.08300000000000002,0.08660841039026011,0.09249354056095732,-0.005885130170697196,-0.004749603011116834
SSFT,2020-10-08,0.083,0.083,0.083,0.083,130,0.08300000000000002,0.08726448500667104,0.09325302380583388,-0.0059885387991628495,-0.0044657212212217395
SSFT,2020-10-07,0.077,0.081,0.077,0.081,19000,0.08100000000000003,0.08803984591697486,0.0940732657103006,-0.006033419793325737,-0.004085016826736465
SSFT,2020-10-06,0.08,0.081,0.008,0.081,51381,0.08100000000000003,0.08931981790187937,0.09511912696712464,-0.00579930906524527,-0.003597916085089147
SSFT,2020-10-05,0.08,0.085,0.08,0.081,69419,0.08100000000000003,0.09083251206585743,0.0962486571244946,-0.005416145058637176,-0.0030475678400501164
SSFT,2020-10-02,0.078,0.087,0.078,0.08,58700,0.08000000000000003,0.09262024153237697,0.09746854969445418,-0.004848308162077222,-0.002455423535403355
SSFT,2020-10-01,0.09,0.09,0.081,0.081,50716,0.08100000000000003,0.09491483090190003,0.0988660336700105,-0.003951202768110465,-0.0018572023787348912
SSFT,2020-09-30,0.09,0.09,0.086,0.09,54150,0.09000000000000004,0.09744480015679094,0.10029531636361133,-0.0028505162068203915,-0.0013337022813909975
SSFT,2020-09-29,0.09,0.0999,0.09,0.09,75300,0.09000000000000005,0.0987984001852984,0.10111894167270023,-0.0023205414874018365,-0.0009544988000336489
SSFT,2020-09-28,0.0999,0.0999,0.092,0.0929,67930,0.09290000000000008,0.1003981093098981,0.10200845700651624,-0.0016103476966181365,-0.0006129881281916019
SSFT,2020-09-25,0.095,0.1,0.09,0.1,29192,0.10000000000000007,0.10176140191169776,0.10273713356703756,-0.000975731655339776,-0.00036364823608496836
SSFT,2020-09-24,0.1,0.10035,0.095,0.095,37950,0.09500000000000006,0.10208165680473373,0.10295610425240057,-0.0008744474476668207,-0.00021062738127125948
SSFT,2020-09-23,0.1,0.10099999999999999,0.1,0.10099999999999999,118000,0.10100000000000006,0.10336923076923077,0.1035925925925926,-0.00022336182336182842,-4.4672364672365684e-05
SSFT,2020-09-22,0.1011,0.1039,0.1011,0.1038,14000,0.10380000000000007,0.1038,0.1038,0.0,0.0
