Symbol,Date,Open,High,Low,Close,Volume,CIG SMA,CIG spanTwelveEMA,CIG spanTwntySixEMA,CIG_x,CIG_y
CIG,2021-03-26,2.14,2.15,2.13,2.145,98311,2.145,2.1505339190662665,2.194943851877683,-0.0444099328114164,-0.06370627439938552
CIG,2021-03-25,2.08,2.1,2.08,2.1,34257,2.1,2.151540086169224,2.198939360027897,-0.0473992738586734,-0.06853035979637778
CIG,2021-03-24,2.18,2.18,2.17,2.17,21187,2.17,2.160911010927265,2.206854508830129,-0.0459434979028645,-0.07381313128080395
CIG,2021-03-23,2.2,2.2,2.19,2.19,25894,2.19,2.159258467459495,2.2098028695365395,-0.0505444020770444,-0.08078053962528892
CIG,2021-03-22,2.22,2.235,2.22,2.235,26711,2.235,2.153669097906676,2.211387099099462,-0.0577180011927866,-0.08833957401235001
CIG,2021-03-19,2.2,2.219,2.2,2.219,43361,2.219,2.1388816611624355,2.20949806702742,-0.070616405864984,-0.09599496721724095
CIG,2021-03-18,2.14,2.145,2.14,2.14,15802,2.14,2.124314690464696,2.2087379123896134,-0.0844232219249172,-0.10233960755530504
CIG,2021-03-17,2.08,2.08,2.07,2.07,24307,2.07,2.1214628160037314,2.214236945380782,-0.0927741293770507,-0.10681870396290197
CIG,2021-03-16,2.16,2.16,2.16,2.16,51967,2.16,2.1308196916407733,2.225775901011245,-0.0949562093704714,-0.11032984760936475
CIG,2021-03-15,2.14,2.14,2.13,2.135,36354,2.135,2.1255141810300047,2.2310379730921444,-0.1055237920621396,-0.11417325716908806
CIG,2021-03-12,2.13,2.13,2.13,2.13,32983,2.13,2.123789486671824,2.238721010939516,-0.1149315242676922,-0.11633562344582515
CIG,2021-03-11,2.13,2.13,2.12,2.1211,143717,2.1211,2.122660302430337,2.247418691814677,-0.1247583893843402,-0.11668664824035847
CIG,2021-03-10,2.02,2.02,2.0,2.01,105139,2.01,2.1229439937813077,2.2575241871598517,-0.134580193378544,-0.11466871295436314
CIG,2021-03-09,1.99,1.99,1.9695,1.97,145851,1.97,2.1434792653779087,2.277326122132639,-0.1338468567547304,-0.10969084284831791
CIG,2021-03-08,2.05,2.06,2.04,2.055,62194,2.055,2.175020949992074,2.3019122119032502,-0.1268912619111764,-0.10365183937171478
CIG,2021-03-05,2.11,2.11,2.095,2.095,37066,2.095,2.196842940899724,2.32166518885551,-0.1248222479557865,-0.09784198373684937
CIG,2021-03-04,2.13,2.132,2.12,2.13,102279,2.13,2.215359839245128,2.339798403963951,-0.1244385647188228,-0.09109691768211518
CIG,2021-03-03,2.05,2.05,2.03,2.04,55963,2.04,2.2308798100169693,2.356582276281067,-0.1257024662640975,-0.08276150592293825
CIG,2021-03-02,2.0,2.0001,1.991,2.0001,102043,2.0001,2.2655852300200547,2.381908858383552,-0.1163236283634971,-0.07202626583764843
CIG,2021-03-01,2.11,2.11,2.1,2.1,61694,2.1,2.313855271841883,2.412453567054236,-0.0985982952123531,-0.060951925206186225
CIG,2021-02-26,2.2,2.21,2.195,2.21,57572,2.21,2.3527380485404072,2.4374498524185757,-0.084711803878168,-0.051540332704644476
CIG,2021-02-25,2.28,2.28,2.26,2.26,38807,2.26,2.3786904210023,2.4556458406120614,-0.0769554196097614,-0.043247464911263474
CIG,2021-02-24,2.28,2.28,2.26,2.265,42688,2.265,2.400270497548173,2.4712975078610264,-0.0710270103128536,-0.03482047623663897
CIG,2021-02-23,2.24,2.25,2.23,2.23,77094,2.23,2.4248651334660227,2.4878013084899084,-0.0629361750238857,-0.025768842717585297
CIG,2021-02-22,2.2,2.22,2.19,2.21,185247,2.21,2.460295157732572,2.508425413169101,-0.0481302554365288,-0.016477009641010194
CIG,2021-02-19,2.38,2.38,2.375,2.375,8789,2.375,2.505803368229404,2.532299446222629,-0.0264960779932255,-0.008563698192130424
CIG,2021-02-18,2.43,2.43,2.42,2.43,65152,2.43,2.529585798816568,2.544883401920439,-0.0152976031038711,-0.004080603241856764
CIG,2021-02-17,2.46,2.48,2.46,2.48,70977,2.48,2.547692307692308,2.554074074074074,-0.0063817663817662,-0.0012763532763531594
CIG,2021-02-16,2.54,2.56,2.54,2.56,28630,2.56,2.56,2.56,0.0,0.0
