Symbol,Date,Open,High,Low,Close,Volume,QTNT SMA,QTNT spanTwelveEMA,QTNT spanTwntySixEMA,QTNT_x,QTNT_y
QTNT,2021-03-26,3.86,3.86,3.78,3.78,3405,3.78,4.026997512726197,4.3217991122548725,-0.2948015995286752,-0.29090113265713957
QTNT,2021-03-25,3.67,3.68,3.67,3.672,13224,3.672,4.071906151403688,4.365143041235262,-0.293236889831574,-0.2899260159392556
QTNT,2021-03-24,3.93,3.93,3.93,3.93,2604,3.93,4.144616360749813,4.4205944845340825,-0.2759781237842693,-0.28909829746617594
QTNT,2021-03-23,4.07,4.07,4.07,4.07,5715,4.07,4.183637517249779,4.459842043296809,-0.2762045260470298,-0.2923783408866526
QTNT,2021-03-22,4.0784,4.08,4.04,4.06,35436,4.06,4.2042988840224655,4.491029406760553,-0.2867305227380878,-0.29642179459655826
QTNT,2021-03-19,4.04,4.04,4.04,4.04,217515,4.04,4.230535044753824,4.525511759301398,-0.2949767145475741,-0.29884461256117584
QTNT,2021-03-18,4.14,4.14,4.14,4.14,3756,4.14,4.26517778016361,4.564352700045509,-0.2991749198818993,-0.29981158706457645
QTNT,2021-03-17,4.08,4.1,4.08,4.1,5471,4.1,4.287937376556993,4.5983009160491495,-0.3103635394921564,-0.2999707538602457
QTNT,2021-03-16,4.12,4.16,4.12,4.155,9866,4.155,4.322107808658264,4.638164989333081,-0.3160571806748171,-0.297372557452268
QTNT,2021-03-15,4.2,4.2,4.2,4.2,5477,4.2,4.35249104659613,4.676818188479727,-0.3243271418835967,-0.29270140164663067
QTNT,2021-03-12,4.24,4.24,4.115,4.2,5343,4.2,4.38021669143179,4.7149636435581055,-0.3347469521263155,-0.2847949665873891
QTNT,2021-03-11,3.98,4.04,3.97,3.97,20461,3.97,4.412983362601207,4.756160735042754,-0.3431773724415476,-0.2723069702026575
QTNT,2021-03-10,4.3,4.35,4.3,4.3426,3702,4.3426,4.493525792165062,4.819053593846174,-0.3255278016811118,-0.25458936964293516
QTNT,2021-03-09,4.17,4.19,4.1,4.1,5279,4.1,4.520966845285983,4.857169881353869,-0.3362030360678858,-0.23685476163339098
QTNT,2021-03-08,3.89,3.96,3.89,3.96,48362,3.96,4.597506271701617,4.917743471862178,-0.3202372001605615,-0.21201769302476725
QTNT,2021-03-05,4.0,4.11,4.0,4.11,19499,4.11,4.713416502920093,4.994362949611153,-0.2809464466910603,-0.18496281624081867
QTNT,2021-03-04,4.51,4.51,4.51,4.51,2669,4.51,4.82312859436011,5.065111985580046,-0.2419833912199358,-0.16096690862825827
QTNT,2021-03-03,4.55,4.55,4.465,4.5002,4411,4.5002,4.880061066061948,5.10952094442645,-0.2294598783645014,-0.14071278798033887
QTNT,2021-03-02,4.62,4.62,4.61,4.61,4880,4.61,4.949126714436848,5.158266619980566,-0.2091399055437177,-0.11852601538429822
QTNT,2021-03-01,4.59,4.59,4.54,4.572,7123,4.572,5.010786117061729,5.202127949579011,-0.1913418325172822,-0.09587254284444331
QTNT,2021-02-26,4.65,4.65,4.53,4.5301,32275,4.5301,5.090565411072952,5.252538185545332,-0.1619727744723791,-0.07200522042623358
QTNT,2021-02-25,4.7,4.7,4.69,4.7,9114,4.7,5.192468213086216,5.310333240388958,-0.1178650273027415,-0.04951333191469696
QTNT,2021-02-24,4.94,5.1,4.94,4.96,11577,4.96,5.2820078881928,5.359159899620074,-0.0771520114272741,-0.03242540806768582
QTNT,2021-02-23,5.15,5.26,5.07,5.13,16016,5.13,5.340554776955128,5.39109269158968,-0.0505379146345523,-0.021243757227788734
QTNT,2021-02-22,5.46,5.46,5.32,5.32,5730,5.32,5.378837463674242,5.411980106916855,-0.0331426432426127,-0.013920217876097821
QTNT,2021-02-19,5.23,5.25,5.22,5.22,10326,5.22,5.389535184342286,5.419338515470203,-0.0298033311279173,-0.009114611534469092
QTNT,2021-02-18,5.35,5.36,5.3208,5.3208,5705,5.3208,5.42035976331361,5.43528559670782,-0.0149258333942094,-0.003942431636107031
QTNT,2021-02-17,5.37,5.39,5.35,5.375,39702,5.375,5.438461538461539,5.444444444444445,-0.0059829059829059,-0.0011965811965811925
QTNT,2021-02-16,5.35,5.45,5.35,5.45,17415,5.45,5.45,5.45,0.0,0.0
