Symbol,Date,Open,High,Low,Close,Volume,OPK SMA,OPK spanTwelveEMA,OPK spanTwntySixEMA,OPK_x,OPK_y
OPK,2021-03-26,4.657,4.68,4.62,4.625,77600,4.625,4.626387036358862,4.731526747201029,-0.1051397108421667,-0.15014086204788457
OPK,2021-03-25,4.28,4.29,4.25,4.29,92758,4.29,4.626639224787747,4.740048886977111,-0.1134096621893645,-0.161391149849314
OPK,2021-03-24,4.74,4.74,4.7201,4.73,17089,4.73,4.687846356567337,4.7760527979352805,-0.0882064413679435,-0.17338652176430133
OPK,2021-03-23,4.92,4.92,4.87,4.885,37974,4.885,4.680182057761399,4.779737021770103,-0.0995549640087043,-0.19468154186339076
OPK,2021-03-22,4.9,4.95,4.9,4.9499,63700,4.9499,4.642942431899835,4.771315983511712,-0.1283735516118769,-0.21846318632706235
OPK,2021-03-19,4.64,4.6701,4.64,4.65,1380605,4.65,4.587131964972532,4.757029262192648,-0.1698972972201167,-0.2409855950058587
OPK,2021-03-18,4.84,4.85,4.76,4.77,73048,4.77,4.575701413149355,4.76559160316806,-0.1898901900187048,-0.2587576694522944
OPK,2021-03-17,4.59,4.62,4.57,4.5701,44450,4.5701,4.540374397358328,4.7652389314215045,-0.224864534063176,-0.2759745393106917
OPK,2021-03-16,4.7,4.72,4.7,4.71,37152,4.71,4.53496974233257,4.780850045935225,-0.2458803036026546,-0.28875204062257065
OPK,2021-03-15,4.53,4.55,4.455,4.52,214924,4.52,4.50314605912031,4.786518049610042,-0.2833719904897327,-0.29946997487754967
OPK,2021-03-12,4.4,4.41,4.31,4.32,92235,4.32,4.500081706233093,4.807839493578846,-0.3077577873457526,-0.3034944709745039
OPK,2021-03-11,4.4,4.4,4.3484,4.3484,70227,4.3484,4.53282383463911,4.846866653065153,-0.3140428184260431,-0.3024286418816917
OPK,2021-03-10,4.54,4.57,4.527,4.54,87675,4.54,4.56635544093713,4.886743985310366,-0.3203885443732357,-0.2995250977456039
OPK,2021-03-09,4.47,4.47,4.45,4.45,56218,4.45,4.571147339289335,4.914483504135196,-0.3433361648458604,-0.2943092360886959
OPK,2021-03-08,4.23,4.24,4.2,4.2084,71109,4.2084,4.593174128251032,4.951642184466011,-0.3584680562149787,-0.28205250389940456
OPK,2021-03-05,4.18,4.19,4.15,4.15,82052,4.15,4.663133060660311,5.011101559223292,-0.3479684985629809,-0.262948615820511
OPK,2021-03-04,4.3,4.3,4.23,4.25,168133,4.25,4.756429980780367,5.079989683961155,-0.3235597031807877,-0.2416936451348935
OPK,2021-03-03,4.58,4.58,4.552,4.5716,37485,4.5716,4.848508159104069,5.146388858678047,-0.2978806995739775,-0.2212271306234199
OPK,2021-03-02,4.68,4.69,4.62,4.6301,62575,4.6301,4.898855097122991,5.192371967372291,-0.2935168702493005,-0.20206373838578046
OPK,2021-03-01,4.57,4.58,4.56,4.5733,67651,4.5733,4.947719660236261,5.237353724762075,-0.2896340645258135,-0.17920045541990043
OPK,2021-02-26,4.61,4.6334,4.55,4.56,99450,4.56,5.0157959620974,5.2904780227430415,-0.2746820606456417,-0.15159205314342214
OPK,2021-02-25,4.52,4.53,4.49,4.52,93386,4.52,5.098667955206017,5.348916264562486,-0.2502483093564684,-0.12081955126786724
OPK,2021-02-24,4.62,4.64,4.5801,4.5801,121447,4.5801,5.203880310698021,5.4152295657274845,-0.2113492550294635,-0.08846236174571692
OPK,2021-02-23,4.6,4.63,4.48,4.52,332229,4.52,5.317294912643115,5.482039930985683,-0.1647450183425673,-0.05774063842478026
OPK,2021-02-22,4.97,5.0,4.95,4.98,241529,4.98,5.462257624032773,5.559003125464538,-0.0967455014317648,-0.030989543445333483
OPK,2021-02-19,5.09,5.15,5.05,5.135,356496,5.135,5.549940828402368,5.605323375501701,-0.0553825470993336,-0.014550553948725637
OPK,2021-02-18,5.49,5.5,5.46,5.49,41688,5.49,5.625384615384616,5.642949245541837,-0.0175646301572216,-0.0043425556610738525
OPK,2021-02-17,5.64,5.66,5.541,5.595,103764,5.595,5.65,5.655185185185185,-0.0051851851851845,-0.001037037037036903
OPK,2021-02-16,5.66,5.69,5.63,5.66,113804,5.66,5.66,5.66,0.0,0.0
