Symbol,Date,Open,High,Low,Close,Volume,AGRX SMA,AGRX spanTwelveEMA,AGRX spanTwntySixEMA,AGRX_x,AGRX_y
AGRX,2021-03-26,2.05,2.075,2.05,2.06,17987,2.06,2.145877241343657,2.38617471165922,-0.2402974703155624,-0.26111335580047174
AGRX,2021-03-25,2.09,2.1,2.04,2.045,66108,2.045,2.161491285224322,2.4122686885919573,-0.2507774033676351,-0.2663173271716989
AGRX,2021-03-24,2.09,2.12,2.0804,2.0999,323635,2.0999,2.182671518901472,2.441650183679314,-0.2589786647778425,-0.27020230812271484
AGRX,2021-03-23,2.05,2.0538,2.03,2.03,59771,2.03,2.1977208859744666,2.4689901983736595,-0.2712693123991929,-0.273008218958933
AGRX,2021-03-22,2.1,2.1,2.09,2.1,23408,2.1,2.2282155925152787,2.504109414243552,-0.2758938217282733,-0.273442945598868
AGRX,2021-03-19,2.06,2.065,2.04,2.04,241454,2.04,2.251527518427148,2.5364381673830363,-0.2849106489558886,-0.2728302265665166
AGRX,2021-03-18,2.07,2.0799,2.065,2.07,28153,2.07,2.289987067232084,2.576153220773679,-0.2861661535415951,-0.26981012096917373
AGRX,2021-03-17,2.06,2.07,2.05,2.06,22398,2.06,2.3299847158197355,2.616645478435573,-0.2866607626158379,-0.26572111282606836
AGRX,2021-03-16,2.18,2.18,2.17,2.18,11490,2.18,2.3790728459687784,2.6611771167104195,-0.282104270741641,-0.260486200378626
AGRX,2021-03-15,2.2465,2.26,2.22,2.22,48484,2.22,2.415267908872192,2.699671286047253,-0.2844033771750607,-0.2550816827878723
AGRX,2021-03-12,2.23,2.23,2.2,2.22,43877,2.22,2.4507711650307726,2.738044988931033,-0.2872738239002608,-0.2477512591910751
AGRX,2021-03-11,2.3882,2.3905,2.3882,2.39,25695,2.39,2.4927295586727314,2.779488588045516,-0.2867590293727846,-0.2378706180137788
AGRX,2021-03-10,2.24,2.24,2.21,2.22,29715,2.22,2.511407660249592,2.8106476750891574,-0.2992400148395657,-0.22564851517402731
AGRX,2021-03-09,2.14,2.15,2.13,2.13,34613,2.13,2.564390871204063,2.85789948909629,-0.2935086178922268,-0.20725064025764278
AGRX,2021-03-08,2.22,2.26,2.15,2.1581,164290,2.1581,2.6433710296048023,2.916131448223993,-0.2727604186191912,-0.18568614584899676
AGRX,2021-03-05,2.28,2.28,2.2701,2.2783,16281,2.2783,2.731602125896585,2.9767739640819126,-0.2451718381853278,-0.16391757765644824
AGRX,2021-03-04,2.35,2.35,2.3008,2.3008,21576,2.3008,2.8140206942414183,3.0326518812084657,-0.2186311869670474,-0.14360401252422833
AGRX,2021-03-03,2.65,2.6691,2.65,2.6691,39345,2.6691,2.907333547739858,3.0912000317051427,-0.1838664839652848,-0.12484721891352357
AGRX,2021-03-02,2.87,2.88,2.84,2.84,58531,2.84,2.950648738238014,3.1249680342415544,-0.1743192960035404,-0.11009240265058326
AGRX,2021-03-01,2.91,2.95,2.9,2.93,11589,2.93,2.970766690644925,3.1477654769808785,-0.176998786335953,-0.09403567931234394
AGRX,2021-03-29,2.01,2.01,2.0,2.0,13589,2.0,2.9781788162167304,3.165186715139349,-0.1870078989226185,-0.07329490255644155
AGRX,2021-02-25,3.1335,3.19,3.13,3.15,41454,3.15,3.156029510074318,3.2584016523504964,-0.1023721422761783,-0.04486665346489731
AGRX,2021-02-24,2.97,3.03,2.9623,2.97,9684,2.97,3.1571257846332847,3.267073784538536,-0.109947999905251,-0.030490281262077052
AGRX,2021-03-29,2.01,2.01,2.0,2.0,13589,2.0,3.191148654566609,3.2908396873016184,-0.0996910327350093,-0.01062585160128355
AGRX,2021-02-22,3.34,3.34,3.33,3.33,8448,3.33,3.4077211372150837,3.3941068622857475,0.0136142749293357,0.011640443682147901
AGRX,2021-02-19,3.37,3.4388,3.37,3.3982,14176,3.3982,3.4218522530723714,3.399235411268607,0.0226168418037642,0.011146985870350824
AGRX,2021-02-18,3.48,3.55,3.48,3.532,13236,3.532,3.426152662721893,3.399318244170096,0.0268344185517976,0.008279521886997473
AGRX,2021-02-17,3.61,3.66,3.56,3.6,51320,3.6,3.4069076923076924,3.388703703703704,0.0182039886039886,0.0036407977207976398
AGRX,2021-02-16,3.38,3.38,3.37,3.3718,19579,3.3718,3.3718,3.3718,0.0,0.0
