Symbol,Date,Open,High,Low,Close,Volume,EVOK SMA,EVOK spanTwelveEMA,EVOK spanTwntySixEMA,EVOK_x,EVOK_y
EVOK,2020-07-17,3.81,3.88,3.75,3.7595,72568,3.7595,3.7595,3.7595,0.0,0.0
EVOK,2020-07-16,3.5,3.63,3.5,3.61,52266,3.61,3.7365,3.7484259259259267,-0.011925925925925895,-0.0023851851851851794
EVOK,2020-07-15,3.67,3.73,3.6,3.6773,140675,3.6773,3.7273923076923072,3.7431573388203017,-0.01576503112799443,-0.00506115437374703
EVOK,2020-07-14,3.4,3.4399,3.34,3.34,89402,3.3400000000000007,3.66779349112426,3.7132938322410203,-0.045500341116759824,-0.013148991722349589
EVOK,2020-07-13,3.47,3.53,3.42,3.4302,101558,3.430200000000001,3.6312406463359124,3.692323918741685,-0.06108327240577305,-0.02273584785903428
EVOK,2020-07-10,3.56,3.5646,3.46,3.472,96505,3.4720000000000004,3.6067420853611565,3.6760036284645228,-0.06926154310336717,-0.03204098690790086
EVOK,2020-07-09,3.62,3.66,3.59,3.6573,40690,3.6573000000000007,3.614520226074824,3.6746181745041886,-0.06009794842936422,-0.03765237921219353
EVOK,2020-07-08,3.61,3.6409,3.52,3.6409,84625,3.6409,3.618578652832544,3.6721205319483223,-0.05354187911577935,-0.0408302791929107
EVOK,2020-07-07,3.59,3.59,3.46,3.51,60078,3.51,3.60187424470446,3.6601116036558543,-0.05823735895139447,-0.044311695144607456
EVOK,2020-07-06,3.76,3.79,3.69,3.69,152333,3.69,3.615432053211466,3.6623255589406067,-0.04689350572913975,-0.04482805726151392
EVOK,2020-07-06,3.76,3.79,3.69,3.69,152333,3.690000000000001,3.626904045025087,3.6643755175375983,-0.037471472512511365,-0.04335674031171341
EVOK,2020-07-02,3.59,3.705,3.5582,3.7,176642,3.7000000000000006,3.638149576559689,3.6670143680903684,-0.028864791530679668,-0.04045835055550666
EVOK,2020-07-01,3.59,3.5929,3.4,3.4489,114213,3.4489000000000014,3.609034257088968,3.6508577482318234,-0.04182349114285522,-0.04073137867297637
EVOK,2020-06-30,3.3942,3.52,3.3942,3.46,96451,3.4600000000000013,3.586105909844511,3.636720137251688,-0.05061422740717658,-0.04270794841981641
EVOK,2020-06-29,3.58,3.66,3.38,3.43,133468,3.4300000000000006,3.562089616022279,3.6214075344923033,-0.05931791847002455,-0.04602994242985804
EVOK,2020-06-26,3.72,3.73,3.51,3.5999,239068,3.5999000000000003,3.5679065981726974,3.6198143837891696,-0.05190778561647225,-0.047205511067180884
EVOK,2020-06-25,3.46,3.61,3.41,3.5839999999999996,262504,3.5839999999999996,3.5703825061461285,3.6171614664714538,-0.04677896032532525,-0.047120200918809765
EVOK,2020-06-24,3.43,3.5511,3.41,3.4399,384569,3.4399,3.55030827443134,3.6040309874735685,-0.05372271304222842,-0.0484407033434935
EVOK,2020-06-23,3.62,3.76,3.42,3.56,1717413,3.56,3.5517993091342106,3.600769432845897,-0.04897012371168597,-0.048546587417132
EVOK,2020-06-22,4.53,5.0,4.14,4.1999,10880317,4.1999,3.651507107728948,3.645149474857312,0.006357632871635932,-0.037565743359378415
EVOK,2020-06-19,2.43,2.44,2.32,2.34,232666,2.339999999999999,3.4497367834629555,3.548471735978992,-0.0987349525160366,-0.04979958519071005
EVOK,2020-06-18,2.4,2.4319,2.36,2.4,139218,2.3999999999999986,3.2882388167763468,3.4633997555361034,-0.17516093875975702,-0.07487185590451945
EVOK,2020-06-17,2.5,2.53,2.35,2.4301,199962,2.4300999999999977,3.1562174603492164,3.3868590329038,-0.2306415725545836,-0.10602579923453229
EVOK,2020-06-16,2.8,2.8,2.65,2.7011,212067,2.701099999999998,3.08619938952626,3.3360620675035184,-0.24986267797725856,-0.13479317498307755
EVOK,2020-06-15,2.5,2.63,2.43,2.5980000000000003,228339,2.5979999999999985,3.0110917911376043,3.2813908032439985,-0.2702990121063942,-0.16189434240774087
EVOK,2020-06-12,2.39,2.44,2.35,2.4201,96667,2.4200999999999984,2.9201699771164344,3.217591484485184,-0.2974215073687492,-0.18899977539994256
EVOK,2020-06-11,2.45,2.45,2.1,2.35,217299,2.3499999999999983,2.8324515190985213,3.1533254485973923,-0.3208739294988709,-0.21537460621972823
EVOK,2020-06-10,2.52,2.59,2.48,2.5599,164336,2.5598999999999985,2.7905205161602877,3.109368007960549,-0.3188474918002613,-0.23606918333583488
EVOK,2020-06-09,2.62,2.63,2.5,2.56,134558,2.5599999999999987,2.755055821366397,3.0686740814449527,-0.31361826007855553,-0.251578998684379
EVOK,2020-06-08,2.69,2.7,2.55,2.585,266472,2.5849999999999977,2.7288933873100283,3.0328463717082896,-0.3039529843982613,-0.2620537958271555
EVOK,2020-06-05,2.33,2.3807,2.27,2.32,140083,2.3199999999999985,2.6659867123392544,2.9800429367669348,-0.31405622442768033,-0.2724542815472605
EVOK,2020-06-04,2.38,2.4,2.31,2.3283,68177,2.328299999999999,2.614034910440908,2.9317656821916063,-0.3177307717506985,-0.2815095795879481
