Symbol,Date,Open,High,Low,Close,Volume,IDEX SMA,IDEX spanTwelveEMA,IDEX spanTwntySixEMA,IDEX_x,IDEX_y
IDEX,2020-07-17,1.3,1.31,1.27,1.275,1062908,1.275,1.275,1.275,0.0,0.0
IDEX,2020-07-16,1.27,1.29,1.23,1.265,961154,1.265,1.2734615384615384,1.2742592592592592,-0.0007977207977207801,-0.00015954415954415603
IDEX,2020-07-15,1.25,1.35,1.23,1.2901,2849809,1.2901000000000005,1.2760213017751478,1.275432647462277,0.0005886543128708066,-9.904465061163521e-06
IDEX,2020-07-14,1.28,1.28,1.22,1.23,2165158,1.2300000000000002,1.2689411015020482,1.2720672661687749,-0.0031261646667268828,-0.0006331565053943074
IDEX,2020-07-13,1.36,1.39,1.32,1.35,2740127,1.35,1.2814117012709638,1.2778400612673844,0.003571640003579457,0.00020780279640044558
IDEX,2020-07-10,1.38,1.39,1.32,1.37,2468057,1.37,1.2950406703062003,1.2846667233957263,0.010373946910473995,0.0022410316192151554
IDEX,2020-07-09,1.5,1.56,1.43,1.56,5326628,1.56,1.3358036441052463,1.305061780921969,0.030741863183277433,0.007941197932027612
IDEX,2020-07-08,1.27,1.28,1.22,1.24,2562437,1.2399999999999998,1.3210646219352085,1.300242389742564,0.020822232192644563,0.010517404784151002
IDEX,2020-07-07,1.345,1.37,1.27,1.285,3998227,1.2849999999999997,1.3155162185605611,1.299113323835707,0.016402894724853567,0.011694502772291516
IDEX,2020-07-06,1.51,1.52,1.38,1.4659,6592428,1.4658999999999998,1.3386521849358592,1.3114678924404697,0.027184292495389558,0.014792460716911125
IDEX,2020-07-06,1.51,1.52,1.38,1.4659,6592428,1.4659,1.3582287718688042,1.3229073078152496,0.035321464053554415,0.018898261384239785
IDEX,2020-07-02,1.67,1.69,1.56,1.615,7404630,1.6149999999999998,1.397732037735142,1.3445438035326385,0.053188234202503404,0.025756255947892513
IDEX,2020-07-01,1.75,1.89,1.61,1.7002,10736529,1.7002,1.4442655703912741,1.3708887069746651,0.07337686341660876,0.035280377441635764
IDEX,2020-06-30,2.18,2.48,2.07,2.315,22286430,2.3150000000000004,1.5782247134080012,1.4408228768283935,0.13740183657960747,0.05570466926923011
IDEX,2020-06-29,1.78,1.99,1.65,1.84,19683930,1.8400000000000003,1.618497834422155,1.4703915526188829,0.1481062818032719,0.07418499177603846
IDEX,2020-06-26,1.95,2.0,1.58,1.715,22390269,1.7150000000000003,1.6333443214341312,1.4885106968693362,0.14483362456479498,0.08831471833378977
IDEX,2020-06-25,2.95,2.95,2.62,2.75,13855529,2.7500000000000013,1.8051375027519567,1.5819543489530892,0.22318315379886802,0.11528840542680543
IDEX,2020-06-24,2.8,2.83,2.56,2.6401,10304583,2.6401000000000003,1.9335932715593485,1.6603355082898974,0.27325776326945106,0.14688227699533457
IDEX,2020-06-23,3.07,3.24,2.85,2.9801,20903444,2.9801000000000006,2.094594306704064,1.7580958410091645,0.33649846569489994,0.18480551473524764
IDEX,2020-06-22,2.81,3.2,2.6,3.14,34451834,3.140000000000001,2.255425951826516,1.8604591120455225,0.3949668397809936,0.22683777974439684
IDEX,2020-06-19,2.27,2.27,2.05,2.1,9928597,2.1,2.231514266930129,1.878202881523632,0.3533113854064971,0.2521325008768169
IDEX,2020-06-18,2.16,2.56,2.13,2.39,29294093,2.39,2.2558966874024167,1.916113779188548,0.3397829082138686,0.26966258234422724
IDEX,2020-06-17,1.25,1.27,1.19,1.2201,2807555,1.2201,2.096543350878968,1.8645572029523592,0.2319861479266085,0.2621272954607035
IDEX,2020-06-16,1.17,1.18,1.12,1.145,2578705,1.145,1.950152066128357,1.8112566694003327,0.13889539672802442,0.2374809157141677
IDEX,2020-06-15,1.15,1.16,1.08,1.1,3039287,1.1,1.8193594405701483,1.7585709901854931,0.060788450384654975,0.20214242264826518
IDEX,2020-06-12,1.19,1.19,1.1,1.1462,3021849,1.1462,1.7157964497132023,1.7132101760976788,0.002586273615523327,0.1622311928417168
IDEX,2020-06-11,1.1,1.15,1.06,1.11,4338824,1.1099999999999997,1.6225969959111712,1.6685279408311842,-0.04593094492001293,0.12059876528937086
IDEX,2020-06-10,1.15,1.17,1.06,1.13,7769219,1.1299999999999992,1.5468128426940682,1.6286369822510964,-0.0818241395570285,0.08011418432009099
IDEX,2020-06-09,1.02,1.1,0.8413,0.88771,13106741,0.8877099999999993,1.445412405356519,1.5737535020843485,-0.12834109672782956,0.03842312811050688
IDEX,2020-06-08,0.6646,0.7595,0.63,0.68,6278490,0.6799999999999995,1.3276566506862852,1.5075495389669893,-0.17989288828070404,-0.005240075167735305
IDEX,2020-06-05,0.4002,0.47,0.3819,0.4475,6148494,0.44749999999999945,1.1922479351960875,1.4290273508953604,-0.23677941569927285,-0.051547943274042815
IDEX,2020-06-04,0.381,0.3862,0.3725,0.3751,835085,0.3750999999999993,1.0665328682428432,1.3509586582364448,-0.2844257899936016,-0.09812351261795457
