Symbol,Date,Open,High,Low,Close,Volume,SPAQ SMA,SPAQ spanTwelveEMA,SPAQ spanTwntySixEMA,SPAQ_x,SPAQ_y
SPAQ,2020-10-22,11.91,11.96,11.25,11.565,2360967,11.565,13.242644589753347,13.806113512793269,-0.5634689230399275,-0.26037237868144714
SPAQ,2020-10-21,12.34,12.45,11.81,12.16,1838452,12.160000000000002,13.547670878799405,13.985402593816733,-0.43773171501732655,-0.18459824259182833
SPAQ,2020-10-20,12.63,12.65,11.85,11.95,2082616,11.95,13.799974674944751,14.131434801322069,-0.33146012637731914,-0.12131487448545333
SPAQ,2020-10-19,13.43,13.65,13.26,13.375,647001,13.375,14.136333706752886,14.305949585427838,-0.16961587867494998,-0.06877856151248732
SPAQ,2020-10-16,14.01,14.15,13.71,13.8485,728792,13.8485,14.274758017071596,14.380425552262066,-0.10566753519047012,-0.043569232221871215
SPAQ,2020-10-15,14.99,15.0,14.23,14.4,1556714,14.4,14.352259474720974,14.422979596443028,-0.0707201217220561,-0.028044656479721493
SPAQ,2020-10-14,14.25,14.41,14.17,14.315,528682,14.315,14.343579379215695,14.424817964158473,-0.08123858494277593,-0.017375790169138282
SPAQ,2020-10-13,14.15,14.37,14.08,14.3,343498,14.300000000000002,14.348775629982187,14.433603401291153,-0.08482777130896224,-0.0014100914757284276
SPAQ,2020-10-12,14.49,14.8,14.27,14.7174,595230,14.7174,14.357643926342588,14.444291673394444,-0.0866477470518543,0.019444328482580917
SPAQ,2020-10-09,13.98,14.04,13.82,13.885,264061,13.885000000000005,14.292233731132148,14.422443007265999,-0.1302092761338507,0.04596734736619016
SPAQ,2020-10-08,13.87,13.88,13.63,13.8098,491673,13.8098,14.366276227701631,14.465438447847278,-0.09916222014564903,0.09001150324120037
SPAQ,2020-10-07,14.0,14.13,13.7,13.865,600580,13.865000000000002,14.46745372364738,14.517889523675061,-0.05043580002767989,0.13730493408791228
SPAQ,2020-10-06,14.87,15.0,14.21,14.4378,1297444,14.4378,14.576990764310544,14.570120685569064,0.006870078741476604,0.18424011761681075
SPAQ,2020-10-05,14.59,14.775,14.3,14.3701,350856,14.370100000000004,14.60229817600337,14.58070634041459,0.021591835588779414,0.22858262733564336
SPAQ,2020-10-02,13.86,14.6,13.53,14.39,1211385,14.390000000000004,14.644516026185801,14.597554847647755,0.04696117853804438,0.28033032527235935
SPAQ,2020-10-01,14.38,14.44,14.23,14.285,283776,14.285000000000005,14.690791667310492,14.614159235459578,0.07663243185091417,0.3386726119559376
SPAQ,2020-09-30,14.44,14.69,14.2845,14.38,401689,14.380000000000004,14.764571970457856,14.640491974296346,0.12407999616150887,0.4041826569821934
SPAQ,2020-09-29,14.65,14.75,14.15,14.34,669089,14.340000000000005,14.834494146904735,14.661331332240053,0.17316281466468375,0.47420832218736403
SPAQ,2020-09-28,14.15,14.51,14.11,14.1825,1172780,14.182500000000005,14.92440217361469,14.687037838819258,0.2373643347954317,0.5494696990680346
SPAQ,2020-09-25,13.3,13.8,13.27,13.5801,933234,13.580100000000007,15.05929347790827,14.727400865924801,0.33189261198347,0.6274960401361852
SPAQ,2020-09-24,13.35,13.59,12.52,12.95,2682059,12.950000000000005,15.328237746618864,14.819184935198786,0.5090528114200819,0.7013968971743645
SPAQ,2020-09-23,15.65,15.91,14.83,14.9604,1769345,14.960400000000005,15.760644609640476,14.968719730014687,0.7919248796257907,0.749482918612936
SPAQ,2020-09-22,16.55,16.6,16.2,16.375,527378,16.375000000000004,15.906143629575107,14.969385308415866,0.936758321159246,0.7388724283597228
SPAQ,2020-09-21,17.05,17.2,16.4,16.73,1242206,16.730000000000004,15.820897016770587,14.85693613308913,0.9639608836814536,0.6894009551598432
SPAQ,2020-09-18,16.5,16.76,16.32,16.55,581868,16.55,15.655605565274325,14.70709102373626,0.9485145415380672,0.6207609730294398
SPAQ,2020-09-17,15.91,16.8499,15.54,16.745,1494244,16.745,15.492988395324204,14.559658305635159,0.9333300896890436,0.5388225809022833
SPAQ,2020-09-16,16.82,17.01,16.6,16.84,938001,16.84,15.265349921746786,14.384830970085973,0.8805189516608145,0.44019570370559286
SPAQ,2020-09-15,17.01,18.19,16.82,18.075,2904800,18.075,14.979049907518931,14.18841744769285,0.7906324598260799,0.3301148917167879
SPAQ,2020-09-14,16.32,17.1,16.03,16.79,3100624,16.789999999999996,14.416149890704189,13.877490843508276,0.5386590471959121,0.21498549968946445
SPAQ,2020-09-11,14.98,15.48,14.98,15.22,1306525,15.22,13.984540779923133,13.644490110988938,0.3400506689341931,0.13406711281285255
SPAQ,2020-09-10,14.82,15.2,14.61,14.975,1530269,14.975,13.75991183081825,13.518449319868054,0.24146251095019444,0.08257122378251695
SPAQ,2020-09-09,14.55,14.65,14.26,14.34,770945,14.339999999999998,13.53898670914884,13.4019252654575,0.13706144369134246,0.042848401990597126
SPAQ,2020-09-08,13.75,14.1,13.5547,13.73,727472,13.73,13.393347928994086,13.3268792866941,0.06646864229998428,0.019295141565411244
SPAQ,2020-09-08,13.75,14.1,13.5547,13.73,727472,13.73,13.332138461538465,13.294629629629627,0.03750883190883414,0.007501766381767539
SPAQ,2020-09-04,13.55,13.73,13.22,13.2598,599732,13.259800000000002,13.2598,13.2598,0.0,0.0
