Symbol,Date,Open,High,Low,Close,Volume,ICAGY SMA,ICAGY spanTwelveEMA,ICAGY spanTwntySixEMA,ICAGY_x,ICAGY_y
ICAGY,2020-10-23,2.8,2.82,2.79,2.81,26070,2.81,2.9040416624872845,3.3963064180599405,-0.492264755572656,-0.5459216296442814
ICAGY,2020-10-23,2.8,2.82,2.79,2.81,26070,2.81,2.921140146575881,3.4432109315047366,-0.5220707849288546,-0.5593358481621877
ICAGY,2020-10-20,2.75,2.84,2.74,2.82,352290,2.82,2.9413474459533147,3.493867806025116,-0.5525203600718007,-0.5686521139705207
ICAGY,2020-10-19,2.55,2.57,2.53,2.5599,185263,2.5598999999999994,2.9634106179448265,3.5477772305071253,-0.5843666125622984,-0.5726850524452005
ICAGY,2020-10-16,2.5,2.52,2.48,2.51,452016,2.509999999999999,3.0367761848438866,3.626807408947695,-0.5900312241038086,-0.5697646624159259
ICAGY,2020-10-23,2.8,2.82,2.79,2.8,26920,2.799999999999999,3.13255367299732,3.7161520016635103,-0.5835983286661905,-0.5646980219939552
ICAGY,2020-10-14,2.62,2.63,2.59,2.62,177836,2.619999999999999,3.1930179771786498,3.7894441617965913,-0.5964261846179411,-0.5599729453258964
ICAGY,2020-10-23,2.8,2.82,2.79,2.8,26920,2.799999999999999,3.2972030639384045,3.8829996947403194,-0.5857966308019139,-0.5508596355028851
ICAGY,2020-10-12,2.8,2.8,2.7,2.72,357456,2.72,3.3876036210181133,3.969639670319544,-0.58203604930143,-0.5421253866781276
ICAGY,2020-10-09,2.85,2.86,2.74,2.76,1509770,2.76,3.5089860975668623,4.069610843945108,-0.5606247463782457,-0.5321477210223019
ICAGY,2020-10-23,2.8,2.82,2.79,2.8,26920,2.799999999999999,3.645165388033564,4.174379711460716,-0.5292143234271522,-0.5250284646833158
ICAGY,2020-10-07,4.25,4.25,4.05,4.16,20863,4.159999999999998,3.798831822221485,4.2843300883775735,-0.4854982661560885,-0.5239819999973566
ICAGY,2020-10-06,4.25,4.32,4.1802,4.24,35075,4.239999999999998,3.733164880807209,4.294276495447779,-0.5611116146405695,-0.5336029334576736
ICAGY,2020-10-23,2.8,2.82,2.79,2.8,26920,2.799999999999998,3.6410130409539754,4.298618615083601,-0.6576055741296267,-0.5267257631619495
ICAGY,2020-10-23,2.8,2.82,2.79,2.82,27020,2.8199999999999976,3.7939245029456066,4.418508104290289,-0.6245836013446833,-0.49400581042003044
ICAGY,2020-10-01,4.2,4.24,3.96,4.08,50824,4.079999999999998,3.9710016852993526,4.546388752633512,-0.5753870673341606,-0.4613613626888673
ICAGY,2020-10-23,2.8,2.82,2.79,2.82,27020,2.8199999999999985,3.9511838098992342,4.583699852844194,-0.632516042944959,-0.4328549365275442
ICAGY,2020-10-23,2.8,2.82,2.79,2.82,27020,2.819999999999999,4.156853593517277,4.724795841071728,-0.567942247554452,-0.38293965992319035
ICAGY,2020-09-28,4.3,4.4,4.225,4.27,55962,4.269999999999998,4.399917883247691,4.877179508357467,-0.4772616251097759,-0.3366890130153752
ICAGY,2020-10-23,2.8,2.82,2.79,2.82,27020,2.8199999999999985,4.423539316565454,4.925753869026066,-0.5022145524606119,-0.301545859991775
ICAGY,2020-09-24,4.67,4.8,4.0,4.8,120263,4.799999999999999,4.715091919577354,5.0942141785481505,-0.3791222589707965,-0.25137868687456577
ICAGY,2020-10-23,2.8,2.82,2.79,2.82,27020,2.8199999999999994,4.699654086773236,5.117751312832002,-0.4180972260587668,-0.21944279385050805
ICAGY,2020-09-22,5.6,5.6,5.0,5.38,68005,5.379999999999999,5.0414093752774605,5.301571417858564,-0.2601620425811024,-0.1697791857984436
ICAGY,2020-10-23,2.8,2.82,2.79,2.82,27020,2.8199999999999994,4.979847443509724,5.295297131287248,-0.315449687777523,-0.14718347160277867
ICAGY,2020-09-18,4.92,5.41,4.5,5.2396,46981,5.239599999999999,5.372546978693311,5.493320901790229,-0.12077392309691605,-0.10511691755909236
ICAGY,2020-09-17,5.37,5.46,5.35,5.375,22453,5.374999999999999,5.396719156637551,5.513618573933448,-0.1168994172958957,-0.101202666174636
ICAGY,2020-09-16,5.35,5.42,5.35,5.375,62672,5.375,5.400668094208015,5.524708059848122,-0.12403996564010722,-0.09727847839432083
ICAGY,2020-09-15,5.28,5.38,5.2,5.38,20076,5.379999999999999,5.405335020427653,5.536684704635972,-0.13134968420831772,-0.09058810658287422
ICAGY,2020-09-14,5.33,5.42,5.18,5.35,20482,5.349999999999999,5.409941387778137,5.54921948100685,-0.13927809322871365,-0.08039771217651312
ICAGY,2020-09-11,4.98,4.98,4.9,4.9,21596,4.9,5.420839821919618,5.565157039487399,-0.1443172175677816,-0.06567761691346298
ICAGY,2020-09-10,5.2,5.34,5.19,5.31,16225,5.3100000000000005,5.515537971359548,5.61836960264639,-0.10283163128684336,-0.04601771674988333
ICAGY,2020-09-09,5.28,5.28,5.17,5.18,10328,5.1800000000000015,5.552908511606738,5.643039170858102,-0.090130659251364,-0.03181423811564354
ICAGY,2020-09-08,5.24,5.32,5.21,5.32,33150,5.32,5.620710059171598,5.6800823045267474,-0.05937224535515018,-0.017235132831713428
ICAGY,2020-09-08,5.24,5.32,5.21,5.32,33150,5.32,5.675384615384616,5.708888888888889,-0.033504273504273215,-0.006700854700854464
ICAGY,2020-09-04,5.79,5.83,5.74,5.74,32200,5.74,5.74,5.74,0.0,0.0
